ï»¿FID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,SHAPE_Length,SHAPE_Area
1,1,21,041,GILCHRIST,Gilchrist,FL,659,11,10,70,81,86,97,106,93,69,36,0,0 to 118,52,402,247,10,659,0,0,8,643,2,34,1,17,642,0,0,659,16,1,0,0,8,9,0,17,0,0,4,1,3,3,4,1,1,0,0,17 to 79,45,11,1,2,3,2,13,2,1,0,0,0,0,0,17,9,8,17,0,0,931,0,948,931,17,0,18,1,50,1.42926667229121,0.0858306455074465
2,2,54,107,PUTNAM,Putnam,FL,3374,67,99,309,484,417,535,575,422,295,160,11,0 to 118,50,2136,1194,44,3366,8,0,73,3116,133,235,19,165,3205,2,2,3362,104,61,0,0,104,61,0,165,0,12,16,24,26,28,17,19,16,7,0,6 to 98,47,92,65,7,1,7,155,3,35,0,21,0,0,6,165,61,104,165,0,0,3849,8,4024,3857,165,6,109,40,42,2.24642787374222,0.19954202112213
3,3,62,123,TAYLOR,Taylor,FL,834,33,19,72,112,103,110,152,138,68,23,4,0 to 118,52,475,328,31,827,7,0,15,743,3,103,4,26,805,1,2,824,18,8,0,0,14,12,0,26,0,1,7,6,4,1,5,2,0,0,0,6 to 70,32,26,0,0,0,1,25,0,5,0,3,0,0,0,26,12,14,26,0,0,1033,7,1067,1040,26,0,129,51,47,2.58429378620819,0.251180544250225
4,4,46,091,OKALOOSA,Okaloosa,FL,6800,157,130,506,969,964,886,1048,804,728,569,39,0 to 119,52,4152,2604,44,6659,140,1,117,6389,137,248,66,241,6555,3,1,6656,149,84,4,4,124,109,0,233,4,11,13,34,36,31,41,32,25,14,0,0 to 96,51,175,34,22,2,57,174,2,65,2,40,1,0,6,241,114,127,232,8,1,8083,132,8459,8215,241,6,563,188,58,3.21429590024741,0.223073367593869
5,5,7,013,CALHOUN,Calhoun,FL,527,5,4,39,46,78,74,90,83,72,35,1,0 to 99,56,315,194,18,527,0,0,3,440,4,52,3,62,464,1,0,526,45,17,0,0,48,14,0,62,0,0,4,3,4,2,2,7,21,19,0,20 to 99,79,45,9,0,8,0,51,11,12,0,6,0,0,4,62,14,48,62,0,0,581,0,645,581,62,4,71,10,52,1.88103049327488,0.139649278946295
6,6,50,099,PALM BEACH,Palm Beach,FL,65529,949,1338,4365,7626,7686,9174,11390,10356,7277,3773,1595,0 to 119,55,36115,29131,283,64778,749,2,1708,60913,465,5175,314,6688,58491,217,133,64433,6445,135,102,6,3228,3344,8,6580,78,188,673,1061,1043,1013,945,687,586,411,3,0 to 104,47,3024,1267,991,1298,2099,3094,1387,1659,30,1235,22,13,363,6688,3404,3276,6578,108,2,75317,638,82871,75955,6688,363,795,530,55,4.37197700721313,0.517626395458035
7,7,56,111,ST. LUCIE,St. Lucie,FL,9563,154,181,594,1115,1177,1453,1721,1607,1039,492,30,0 to 119,55,5502,3839,222,9416,147,0,371,8568,188,906,73,535,8927,7,94,9315,472,52,11,0,277,247,0,524,5,13,39,89,86,83,80,66,43,31,0,0 to 97,50,255,127,54,88,95,323,106,158,1,110,2,0,31,535,252,283,524,11,0,11443,136,12122,11579,535,31,77,62,58,2.4043656096016,0.13681239009026
8,8,51,101,PASCO,Pasco,FL,13273,257,311,904,1543,1780,2105,2381,2119,1291,554,28,0 to 119,53,7776,5452,45,13199,74,0,160,12698,223,504,97,405,12846,6,16,13177,349,46,9,1,212,183,0,395,8,12,32,52,72,80,56,60,18,15,0,0 to 94,49,259,51,52,33,84,268,43,101,4,78,3,1,15,405,189,216,395,10,0,16406,64,16885,16470,405,15,721,222,48,2.21152384171728,0.18173091103068
9,9,20,039,GADSDEN,Gadsden,FL,2874,48,90,204,482,492,500,456,382,139,79,2,0 to 119,47,2006,854,14,2856,17,1,28,2669,46,272,15,288,2584,2,0,2855,275,9,4,0,215,69,0,284,3,6,15,63,66,57,30,26,13,9,0,0 to 98,43,113,120,13,38,28,204,52,48,0,44,0,0,3,288,69,219,283,4,1,4046,13,4355,4059,288,3,348,173,45,2.03339191693402,0.128633605861004
10,10,37,073,LEON,Leon,FL,12692,187,292,1449,2076,1875,1959,2094,1717,672,340,31,0 to 119,47,6562,5993,137,12461,230,1,146,12058,201,426,85,432,12243,4,13,12445,393,10,28,1,214,189,0,403,2,13,115,80,57,57,66,30,9,3,0,0 to 87,36,145,222,9,27,22,348,33,77,11,38,9,6,7,432,205,227,402,29,1,15866,201,16504,16067,432,7,603,217,43,2.42861632663576,0.170704044186268
11,11,33,065,JEFFERSON,Jefferson,FL,558,11,12,20,43,75,78,117,120,64,17,1,0 to 101,58,332,221,5,553,5,0,6,488,41,67,7,29,529,0,0,553,6,21,2,0,15,12,0,27,0,0,1,2,1,3,7,7,4,4,0,22 to 95,66,9,12,6,0,3,23,1,4,2,7,0,0,3,29,14,15,27,2,0,687,3,720,690,29,3,46,9,66,2.20493093525027,0.148496656229977
12,12,40,079,MADISON,Madison,FL,1010,42,33,85,112,119,138,146,176,105,47,7,0 to 99,52,643,360,7,987,23,0,24,887,53,214,10,69,939,2,0,985,23,42,4,0,39,26,0,65,2,0,8,4,8,8,16,10,4,9,0,0 to 98,57,21,37,4,3,1,52,12,10,0,4,0,1,3,69,27,42,65,4,0,1063,19,1153,1082,69,3,119,28,56,2.16969163731198,0.174026330045279
