OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,C_AgeAvrg,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length
37,37,34,067,LAFAYETTE,Lafayette,FL,62,3,0,6,6,16,4,3,10,8,6,0,0 to 118,44,32,29,1,62,0,0,8,54,0,8,48,0,1,61,0,0,62,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,47 to 47,47,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,61,0,62,61,1,0,0,0,1417838543.00769,193229.836834708
38,38,23,045,GULF,Gulf,FL,116,3,4,5,18,14,18,23,20,9,2,0,1 to 91,53,68,46,2,114,2,0,15,100,1,32,75,8,1,115,0,0,114,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,42 to 42,42,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,113,2,116,115,1,0,5,2,1469866107.27026,258929.917930346
39,39,63,125,UNION,Union,FL,188,4,4,18,26,44,32,24,23,8,5,0,1 to 118,43,106,76,6,188,0,0,13,171,4,17,160,4,4,183,0,1,187,3,1,0,0,2,2,0,4,0,0,0,1,0,0,3,0,0,0,0,25 to 60,55,3,0,0,1,0,3,1,1,0,0,0,0,0,4,2,2,4,0,0,183,0,188,183,4,0,8,7,646977045.561768,128178.538552252
40,40,4,007,BRADFORD,Bradford,FL,682,6,7,68,84,81,81,109,82,87,73,4,0 to 107,56,442,230,10,682,0,0,24,622,34,123,524,0,42,637,0,3,679,13,29,0,0,34,8,0,42,0,2,3,1,5,3,2,6,11,9,0,8 to 107,74,39,3,0,0,0,41,1,4,0,10,0,0,2,42,8,34,42,0,0,637,0,682,637,42,2,111,79,776744615.959412,167178.838252791
41,41,65,129,WAKULLA,Wakulla,FL,264,3,6,26,51,41,51,49,23,10,3,1,0 to 93,45,151,111,2,262,2,0,8,237,13,29,220,2,20,244,0,0,262,13,6,1,0,14,5,0,19,0,0,4,5,1,7,2,1,0,0,0,19 to 65,40,7,11,1,0,0,19,0,5,0,5,0,0,1,20,5,15,19,1,0,243,1,264,244,20,1,39,14,1579533632.64177,279225.038340218
42,42,5,009,BREVARD,Brevard,FL,6817,98,123,401,795,849,1015,1519,1273,563,180,1,0 to 103,55,3967,2778,72,6808,9,0,95,6605,107,239,5999,57,247,6565,3,2,6803,206,33,6,2,117,122,0,239,2,5,19,32,34,38,54,32,23,8,0,1 to 94,53,168,45,12,14,39,185,15,73,2,45,2,0,8,247,124,123,239,8,0,6564,1,6817,6565,247,8,205,154,2687643838.87906,793218.333609179
43,43,53,105,POLK,Polk,FL,6025,143,135,463,867,913,985,979,823,502,212,3,0 to 102,49,3472,2425,128,6002,23,0,223,5553,231,384,5115,113,393,5623,2,7,5993,302,85,5,1,226,160,1,387,1,5,16,55,55,66,67,51,48,29,0,3 to 102,54,234,77,46,30,109,230,48,174,3,119,1,0,18,393,162,230,387,6,0,5606,17,6025,5623,393,18,358,165,5206715917.89822,388118.956177661
44,44,49,097,OSCEOLA,Osceola,FL,4451,57,127,358,764,810,823,705,471,240,87,9,0 to 102,46,2520,1913,18,4421,30,0,315,3710,390,500,3364,162,461,3929,1,60,4362,416,28,15,2,221,223,0,444,2,7,33,63,73,96,88,66,29,4,0,0 to 102,49,220,34,180,10,255,141,48,194,5,123,6,1,7,461,236,225,444,17,0,3918,11,4451,3929,461,7,350,71,3899316052.50861,350452.549474464
45,45,28,055,HIGHLANDS,Highlands,FL,988,15,8,42,106,100,110,129,229,188,58,3,0 to 95,63,567,398,23,956,32,0,30,910,47,60,571,15,76,911,1,0,955,61,14,1,0,35,40,0,75,1,1,5,10,6,10,16,13,12,2,0,0 to 95,59,37,21,16,1,24,44,7,36,1,28,1,0,7,76,41,35,75,1,0,880,31,988,911,76,7,79,32,2866885704.30579,296636.719911829
46,46,36,071,LEE,Lee,FL,9416,121,122,643,1302,1412,1613,1668,1368,829,334,4,0 to 119,52,5616,3693,107,9266,149,1,256,8465,613,666,6148,133,940,8453,2,21,9245,805,100,31,4,463,439,3,905,8,8,60,110,136,153,163,147,100,55,0,0 to 100,54,476,109,28,292,158,456,291,239,12,187,10,1,36,940,460,477,904,35,1,8340,113,9416,8453,940,36,1333,447,2112333669.17714,583283.842331616
47,47,11,021,COLLIER,Collier,FL,4861,71,79,302,607,665,742,809,785,580,218,3,0 to 103,54,2789,2056,16,4692,169,0,188,4288,356,509,3849,136,526,4319,1,15,4676,316,144,50,16,235,225,0,460,6,7,31,65,56,77,108,73,75,28,0,0 to 101,56,324,22,36,78,142,231,87,114,16,72,7,2,15,526,263,263,460,66,0,4216,103,4861,4319,526,15,734,416,5197102107.68439,580181.883282756
48,48,13,025,MIAMI-DADE,Dade,FL,70917,642,893,4815,11595,11861,13692,12218,8144,4297,2274,486,0 to 119,48,36794,33107,1016,70585,331,1,1571,66120,2785,4420,61609,670,10926,59558,166,267,70155,10347,447,126,6,5165,5593,36,10794,43,87,809,1840,1762,2157,1847,1238,714,407,22,0 to 105,49,4805,1397,433,4159,4510,1947,4337,2422,23,1246,11,1,287,10926,5682,5206,10793,132,1,59361,197,70917,59558,10926,287,2089,1382,5114451079.58835,540836.793924443
49,49,44,087,MONROE,Monroe,FL,1098,11,15,60,126,160,206,247,175,74,23,1,0 to 97,53,589,504,5,1063,35,0,275,738,83,133,847,64,77,997,0,24,1040,55,14,4,4,33,36,0,69,0,3,6,11,11,14,15,11,6,0,0,6 to 80,51,55,5,0,9,18,42,9,13,3,10,2,0,3,77,40,37,69,8,0,971,26,1098,997,77,3,204,79,2629619857.16548,1399292.97354894
50,50,57,113,SANTA ROSA,Santa Rosa,FL,2315,113,108,212,369,378,358,326,236,115,94,6,0 to 102,44,1371,929,15,2311,4,0,55,2159,99,121,2057,44,143,2170,1,1,2309,105,37,1,0,43,99,0,142,3,0,15,20,25,27,21,18,7,7,0,0 to 94,48,104,19,1,18,6,119,17,21,0,20,0,0,6,143,99,44,142,1,0,2167,3,2315,2170,143,6,493,71,2596863920.94926,364280.718031263
51,51,66,131,WALTON,Walton,FL,519,22,11,41,52,87,97,87,71,29,21,1,0 to 97,49,277,224,18,506,13,0,19,483,15,57,409,29,35,483,1,0,505,22,5,6,2,18,9,0,27,0,0,3,5,6,7,5,3,5,1,0,20 to 90,49,23,3,0,1,1,24,2,7,2,6,2,0,0,35,13,22,27,8,0,478,5,519,483,35,0,37,17,2708101782.46999,370154.781284707
