ï»¿FID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,SHAPE_Length,SHAPE_Area
11,11,33,065,JEFFERSON,Jefferson,FL,562,12,12,20,43,75,79,117,121,65,17,1,0 to 101,58,335,222,5,557,5,0,7,489,41,71,7,32,530,0,0,557,9,21,2,0,18,12,0,30,1,0,1,2,2,4,7,7,4,4,0,1 to 95,58,10,14,6,0,4,25,1,4,2,8,0,0,4,32,14,18,30,2,0,900,3,936,903,32,4,59,21,66,2.20493093525027,0.148496656229977
12,12,40,079,MADISON,Madison,FL,1027,43,33,85,112,124,140,151,176,107,49,7,0 to 99,53,652,368,7,1004,23,0,24,891,53,225,14,82,944,1,0,1003,35,43,4,0,45,33,0,78,3,0,9,4,11,9,20,10,5,11,0,0 to 98,57,22,44,6,6,3,59,16,15,0,4,0,1,3,82,34,48,78,4,0,1383,19,1486,1402,82,3,142,39,56,2.16969163731198,0.174026330045279
13,13,39,077,LIBERTY,Liberty,FL,2215,3,4,157,690,561,398,268,93,28,5,8,0 to 92,38,168,2038,9,2215,0,0,1,2000,1,84,0,220,1995,0,0,2215,217,3,0,0,5,215,0,220,0,0,13,58,54,54,36,5,0,0,0,20 to 73,41,115,97,5,3,7,132,81,5,0,1,0,0,1,220,215,5,220,0,0,2081,0,2303,2081,220,1,39,14,49,3.02097391492398,0.204641327093244
14,14,24,047,HAMILTON,Hamilton,FL,1960,13,21,155,531,407,314,238,166,69,42,4,0 to 118,41,423,1507,30,1954,6,0,32,1859,9,271,5,272,1688,0,0,1954,261,8,2,1,31,238,0,269,2,4,26,82,56,50,40,9,3,0,0,0 to 84,38,120,121,26,2,37,87,145,22,1,7,0,0,2,272,240,32,269,3,0,2100,3,2376,2103,272,2,15,13,50,2.3015236652275,0.126367835513063
15,15,3,005,BAY,Bay,FL,3221,38,31,209,392,424,534,621,443,288,186,55,0 to 119,54,1801,1366,54,3188,33,0,64,3063,28,174,45,153,3041,0,27,3166,115,30,8,0,64,81,0,145,3,1,16,30,21,34,22,13,12,1,0,2 to 93,47,119,13,6,7,44,91,10,41,3,19,2,1,4,153,85,68,145,8,0,5477,20,5653,5497,153,4,50,42,50,5.42268520962735,0.181027420718501
16,16,12,023,COLUMBIA,Columbia,FL,3396,86,100,236,404,422,444,664,546,286,199,9,0 to 119,55,1920,1376,100,3381,15,0,189,3062,63,280,16,183,3210,0,3,3378,151,30,2,0,91,90,0,181,5,10,21,40,27,32,28,12,5,3,0,0 to 97,40,85,82,12,2,15,160,6,7,0,15,0,0,2,183,92,91,181,2,0,4756,13,4958,4769,183,2,10,8,46,2.63367862103558,0.193837653658007
17,17,2,003,BAKER,Baker,FL,884,30,14,95,131,120,143,148,103,66,32,2,0 to 99,48,490,341,53,824,60,0,22,839,16,63,3,30,854,0,0,824,10,20,0,0,18,12,0,30,0,0,3,3,4,1,5,6,5,3,0,20 to 97,63,21,7,2,0,0,29,1,8,0,11,0,0,4,30,12,18,30,0,0,1279,60,1369,1339,30,4,10,9,70,1.77124519435665,0.142602236961311
18,18,30,059,HOLMES,Holmes,FL,775,12,13,58,89,93,128,149,148,63,21,1,0 to 119,54,438,322,15,765,10,0,3,738,5,39,4,31,744,0,0,765,16,14,0,1,15,15,0,30,1,0,2,5,10,7,2,3,1,0,0,1 to 79,42,23,3,1,3,0,26,4,4,0,1,0,0,0,31,15,16,30,1,0,1031,9,1072,1040,31,0,53,48,44,1.73644592497981,0.117992933758262
19,19,43,085,MARTIN,Martin,FL,7238,134,161,503,718,820,919,1332,1335,932,362,22,0 to 100,57,3553,3211,474,7145,93,0,255,6367,82,893,71,1218,6011,1,8,7137,1193,12,13,0,547,650,8,1205,44,66,179,216,226,196,144,63,51,31,2,0 to 99,39,409,47,390,359,606,279,320,193,2,119,1,1,18,1218,659,551,1205,13,0,11444,79,12748,11523,1218,18,83,72,55,2.97866994211851,0.153458428490643
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,53127,1237,1454,4362,7911,7661,8259,9143,7313,3931,1750,106,0 to 119,49,30455,22438,234,52720,407,0,699,50755,458,2207,310,3826,49225,23,53,52645,3637,127,59,3,2009,1754,1,3764,76,136,501,779,580,555,489,330,223,153,4,0 to 104,42,1418,804,675,867,993,1706,1065,759,11,540,8,3,99,3826,1782,2043,3764,62,0,80286,344,84534,80630,3826,99,1353,1005,45,3.45236134967177,0.251838053021243
21,21,41,081,MANATEE,Manatee,FL,15475,260,316,851,1423,1586,2024,2940,3260,2016,696,103,0 to 119,59,8813,6348,314,15230,245,0,637,14179,177,1266,45,1421,14050,4,0,15226,1353,58,10,0,765,640,6,1411,23,51,121,199,212,212,203,167,146,87,0,0 to 101,49,916,215,122,158,460,742,209,171,2,237,2,2,115,1421,645,770,1411,10,0,25958,235,27624,26193,1421,115,264,166,57,3.59179695196309,0.177648040338128
22,22,10,019,CLAY,Clay,FL,8225,119,200,618,947,1139,1342,1474,1301,759,305,21,0 to 101,53,4750,3366,109,8204,21,0,107,7751,130,485,46,440,7784,1,0,8203,377,60,3,0,255,182,0,437,0,5,32,47,55,64,77,76,53,31,0,6 to 95,57,248,87,43,59,36,324,77,127,0,96,0,0,32,440,183,257,437,3,0,12759,18,13221,12777,440,32,256,223,59,1.77574995355385,0.155892403767859
23,23,25,049,HARDEE,Hardee,FL,950,24,48,120,171,119,122,137,121,62,26,0,0 to 94,44,533,400,17,943,7,0,41,626,2,234,6,205,744,1,0,942,185,15,5,0,95,105,0,200,5,12,30,48,30,23,21,22,9,5,0,0 to 88,37,126,50,17,7,119,73,8,36,3,23,3,1,0,205,108,97,200,5,0,1346,2,1554,1348,205,0,332,241,50,1.60075687900909,0.150973021686986
24,24,42,083,MARION,Marion,FL,13857,155,190,847,1549,1616,2034,2441,2603,1703,694,25,0 to 168,57,8509,5301,47,13830,27,0,4155,9267,177,2826,141,315,13285,0,257,13574,289,21,4,1,176,134,0,310,6,7,21,45,57,54,61,37,20,7,0,0 to 97,49,217,66,19,8,59,243,8,62,3,43,0,0,8,315,135,180,310,5,0,18475,21,18818,18496,315,8,394,229,51,3.40272879823586,0.399426438918717
25,25,64,127,VOLUSIA,Volusia,FL,20230,170,300,1045,2028,2176,2908,4203,3936,2153,1026,285,0 to 119,58,11317,8195,718,20134,96,0,266,19259,230,876,138,946,19284,0,0,20134,795,137,13,1,466,466,0,932,4,26,92,128,115,146,163,144,70,58,0,0 to 102,52,508,220,148,56,120,724,88,242,5,172,4,0,48,946,472,474,932,14,0,29130,82,30173,29212,946,48,961,348,53,5.33119702869585,0.289588880387825
26,26,15,029,DIXIE,Dixie,FL,805,21,27,65,88,133,106,136,120,68,40,1,0 to 118,52,476,311,18,805,0,0,11,695,6,73,1,60,745,0,0,805,44,16,0,0,29,31,0,60,0,3,12,2,11,11,10,3,5,3,0,6 to 91,48,44,14,1,1,1,57,2,13,0,10,0,0,3,60,31,29,60,0,0,1145,0,1205,1145,60,3,110,55,46,2.28600352325086,0.169869356765238
27,27,35,069,LAKE,Lake,FL,15155,209,237,779,1383,1471,1877,2465,2819,1998,659,1258,0 to 103,59,7944,6130,1081,15019,136,0,158,14546,222,492,93,482,14659,0,14,15007,451,16,15,0,216,250,1,467,2,13,51,84,70,80,65,59,47,11,0,1 to 103,48,251,66,106,44,107,308,52,134,12,80,5,1,16,482,259,222,467,15,0,23339,119,23952,23458,482,16,528,237,52,3.13721776582964,0.276793966603692
28,28,38,075,LEVY,Levy,FL,1681,26,27,156,214,182,221,326,263,186,79,1,0 to 118,55,986,678,17,1680,1,0,21,1462,16,266,2,101,1580,0,0,1680,98,3,0,0,33,68,0,101,1,1,21,27,19,7,12,7,3,3,0,3 to 99,35,30,8,57,6,58,37,6,12,0,6,0,0,1,101,68,33,101,0,0,2514,1,2617,2515,101,1,173,123,53,3.28561267663391,0.269417839061194
29,29,60,119,SUMTER,Sumter,FL,3834,27,27,90,171,181,296,511,1421,891,133,86,0 to 119,69,1878,1752,204,3759,75,0,113,3472,164,273,55,267,3544,0,23,3736,217,48,1,1,77,188,0,265,0,2,7,6,33,40,40,90,40,9,0,10 to 92,65,223,34,5,3,17,242,6,58,0,45,0,0,17,267,190,77,265,2,0,5660,73,6005,5733,267,17,61,49,66,2.17022236361353,0.138739000630679
30,30,59,117,SEMINOLE,Seminole,FL,16713,214,381,1346,2081,2234,2595,2831,2484,1174,503,870,0 to 119,51,9506,7078,129,16676,37,0,280,15939,246,608,99,790,15917,1,5,16670,732,49,9,0,411,370,0,781,12,15,171,142,112,121,80,76,37,24,0,0 to 100,39,488,93,85,115,223,386,172,223,5,127,1,0,13,790,373,417,781,9,0,26597,28,27427,26625,790,13,601,358,47,1.54465854506178,0.0825017178217949
31,31,48,095,ORANGE,Orange,FL,62628,1100,1425,4855,8872,9245,10003,10241,7373,3488,1331,4695,0 to 120,48,34599,27709,320,61567,1060,1,693,60438,585,1846,402,3282,59315,0,31,61537,3078,102,98,4,1511,1663,6,3180,55,92,562,701,577,569,415,191,84,36,0,0 to 101,38,1085,573,845,677,1034,1202,944,717,45,370,37,5,46,3282,1720,1556,3179,102,1,92080,958,96377,93038,3282,46,952,728,45,2.69541534247372,0.239823210111864
32,32,9,017,CITRUS,Citrus,FL,3868,38,66,179,354,345,449,716,904,616,192,9,0 to 222,62,2148,1518,202,3861,7,0,57,3566,119,236,25,150,3716,1,1,3860,83,67,0,0,74,76,0,150,2,4,14,13,10,20,37,22,17,11,0,0 to 97,58,108,8,8,26,16,108,26,31,0,33,0,0,12,150,76,74,150,0,0,7424,6,7583,7430,150,12,566,112,58,2.36078129145224,0.144732057690528
33,33,27,053,HERNANDO,Hernando,FL,3510,65,59,242,470,435,532,665,538,370,130,4,0 to 100,54,2103,1393,14,3491,19,0,68,3291,66,174,41,141,3369,0,0,3491,84,51,5,1,65,70,0,135,1,6,8,32,18,20,28,16,10,2,0,1 to 88,47,112,17,6,0,30,102,3,43,2,27,2,1,5,141,72,69,135,6,0,6664,13,6819,6677,141,5,214,163,49,1.97468349274389,0.11617688304957
34,34,52,103,PINELLAS,Pinellas,FL,37189,354,478,2164,4340,4248,5358,7208,6684,4071,2204,80,0 to 120,57,21619,15482,88,36866,323,0,1949,33756,411,3693,378,2389,34739,1,60,36805,2196,141,46,6,1363,972,2,2337,24,92,237,478,322,317,310,254,189,166,0,0 to 102,46,1218,575,144,400,209,1630,498,516,19,468,17,1,102,2389,1003,1384,2337,52,0,67014,271,69692,67285,2389,102,446,354,56,3.37527233690315,0.0695827304540653
35,35,61,121,SUWANNEE,Suwannee,FL,2132,55,49,160,272,243,252,344,299,236,212,10,0 to 118,56,1366,684,82,2127,5,0,58,1875,110,512,14,200,1932,0,0,2127,86,109,2,3,132,63,0,195,2,9,18,22,27,28,23,21,30,20,0,1 to 102,52,121,45,11,18,33,147,15,34,1,40,0,0,18,200,65,135,195,5,0,2708,0,2910,2708,200,18,23,19,63,2.13933972018078,0.167912477075967
36,36,16,031,DUVAL,Duval,FL,48077,774,1002,4207,7557,6986,7424,8690,6406,3282,1638,110,-6 to 119,49,26604,20723,750,47477,600,0,623,45897,454,1872,205,2032,46006,11,28,47438,1756,202,64,10,1058,900,0,1958,33,56,227,372,333,300,320,214,113,63,1,0 to 101,44,837,659,307,155,363,1393,202,416,21,303,11,3,57,2032,938,1092,1958,74,0,69678,526,72282,70204,2032,57,1329,1212,50,3.27411455760684,0.200425275865001
37,37,34,067,LAFAYETTE,Lafayette,FL,344,5,0,43,41,38,34,36,47,55,44,1,0 to 119,59,221,116,7,344,0,0,12,327,0,16,1,13,331,0,0,344,8,5,0,0,5,8,0,13,0,0,3,3,0,2,1,2,0,2,0,19 to 98,46,12,1,0,0,3,10,0,3,0,1,0,0,0,13,8,5,13,0,0,413,0,426,413,13,0,7,7,47,1.87054630268957,0.132542672355777
38,38,23,045,GULF,Gulf,FL,610,11,14,36,57,64,101,123,120,65,19,0,0 to 94,56,358,249,3,555,55,0,16,580,1,53,10,9,601,0,0,555,8,0,1,0,4,4,0,8,0,1,0,1,2,4,0,1,0,0,0,9 to 67,45,6,0,2,0,2,6,0,1,1,0,1,0,0,9,5,4,8,1,0,1148,54,1211,1202,9,0,23,20,42,2.48127035962968,0.137366647942991
39,39,63,125,UNION,Union,FL,1164,11,17,54,75,108,138,399,277,71,14,0,0 to 118,59,316,841,7,1164,0,0,15,1123,4,73,4,38,1126,0,0,1164,35,3,0,0,6,32,0,38,0,0,0,5,1,2,17,11,2,0,0,25 to 80,62,24,11,2,1,1,36,1,8,0,8,0,0,1,38,32,6,38,0,0,2000,0,2038,2000,38,1,29,27,55,1.26448361855685,0.0605152419302145
40,40,4,007,BRADFORD,Bradford,FL,1465,18,25,116,185,168,221,288,189,146,103,6,0 to 118,54,916,524,25,1463,2,0,28,1394,34,144,1,52,1412,0,1,1462,13,39,0,0,41,11,0,52,0,2,3,3,7,5,3,6,12,11,0,8 to 107,70,46,5,1,0,0,52,0,4,0,11,0,0,2,52,11,41,52,0,0,1986,2,2041,1988,52,2,117,85,74,1.60231093560507,0.0725862816422102
41,41,65,129,WAKULLA,Wakulla,FL,1252,13,29,87,137,168,213,245,213,107,39,1,0 to 102,53,707,534,11,1248,4,0,12,1188,13,193,4,35,1216,0,1,1247,17,16,2,0,23,10,0,33,0,0,5,5,5,10,5,3,1,1,0,18 to 86,46,17,13,3,0,0,33,0,6,0,5,0,0,1,35,10,25,33,2,0,1766,2,1803,1768,35,1,99,24,43,2.72889764150517,0.147928217310253
42,42,5,009,BREVARD,Brevard,FL,19360,256,338,1048,1824,2067,2690,4397,3933,2101,556,150,0 to 119,58,11017,8241,102,19343,17,0,160,18897,107,499,80,565,18793,0,2,19341,501,53,9,2,292,262,0,554,9,16,68,77,77,84,107,61,38,28,0,0 to 99,50,405,63,36,50,131,367,56,136,2,77,2,0,15,565,265,300,554,11,0,30067,6,30640,30073,565,15,370,312,53,7.43388258345288,0.247147786992
43,43,53,105,POLK,Polk,FL,18632,438,476,1332,2286,2383,2685,3046,2968,1892,788,338,0 to 119,53,10814,7631,187,18540,92,0,361,16998,231,1412,139,1509,17111,1,11,18528,1327,169,12,1,886,609,1,1496,18,42,155,199,236,220,204,178,149,108,0,0 to 103,49,940,269,192,95,464,888,144,523,8,379,3,0,75,1509,614,894,1496,13,0,31904,79,33500,31983,1509,75,1087,548,56,3.74731907845249,0.477444147523754
44,44,49,097,OSCEOLA,Osceola,FL,13355,169,348,905,1788,1912,2219,2321,1775,884,322,712,0 to 155,50,7493,5792,70,13278,77,0,423,12109,390,854,206,848,12460,2,45,13232,764,35,47,2,403,396,0,799,9,19,72,144,130,161,139,94,62,17,1,0 to 102,47,393,76,316,14,483,265,51,260,7,160,7,2,21,848,432,416,799,49,0,18166,27,19057,18193,848,21,634,122,50,3.37526858197538,0.357928282021791
45,45,28,055,HIGHLANDS,Highlands,FL,3730,53,58,170,378,329,431,597,713,623,358,20,0 to 119,62,2266,1427,37,3665,65,0,56,3530,47,161,20,172,3553,0,5,3660,138,32,2,0,86,84,0,170,1,9,12,21,21,26,38,21,19,4,0,0 to 91,54,101,39,26,4,62,97,11,53,1,44,1,0,9,172,86,86,170,2,0,5484,63,5722,5547,172,9,223,107,56,2.84124660964211,0.261466143584495
46,46,36,071,LEE,Lee,FL,26285,301,382,1724,2954,3209,3708,4537,4778,3190,1441,61,0 to 119,56,15188,10872,225,25339,945,1,529,23555,613,2338,169,2877,23382,1,25,25314,2652,153,67,5,1504,1300,1,2805,35,65,279,406,449,463,416,317,232,215,0,0 to 101,49,1680,431,73,621,830,1330,645,754,15,486,13,4,132,2877,1340,1536,2804,72,1,38645,873,42404,39518,2877,132,2332,740,54,5.53875412350018,0.191375285005442
47,47,11,021,COLLIER,Collier,FL,15643,321,553,1260,1722,1907,2040,2375,2690,2074,682,19,0 to 105,55,8457,7121,65,15286,357,0,391,13292,356,2180,161,2592,12992,3,56,15227,2238,277,61,16,1221,1289,5,2515,69,151,346,395,455,381,322,219,172,82,0,0 to 101,42,1482,133,230,670,1346,618,551,390,20,270,11,6,60,2592,1334,1253,2515,77,0,22398,280,25279,22678,2592,60,2449,1458,57,5.51085434088275,0.469024646004233
48,48,13,025,DADE,Dade,FL,159764,1685,2450,12007,25186,25317,29069,27536,18798,10745,6359,612,0 to 225,49,83683,74862,1219,158441,1322,1,3722,145122,2785,15256,967,22197,137342,104,121,158218,20949,813,426,9,10836,10906,20,21762,167,344,1917,3722,3523,4065,3491,2324,1482,1149,13,0 to 112,48,11788,3397,1099,5478,11699,4556,5507,5532,45,3434,31,15,826,22197,11142,11033,21761,435,1,214479,886,237770,215365,22197,826,3300,2560,49,5.08399988470576,0.459639407492568
49,49,44,087,MONROE,Monroe,FL,3289,24,49,193,376,444,565,724,541,270,101,2,0 to 101,54,1751,1530,8,3223,66,0,1073,1903,83,720,112,130,3110,0,49,3175,100,19,7,4,57,62,0,119,0,4,8,14,17,19,23,20,14,11,0,6 to 100,55,88,5,1,25,27,62,30,15,3,10,2,0,4,130,68,62,119,11,0,4000,54,4184,4054,130,4,407,129,49,13.2628040836788,0.235931608548315
50,50,57,113,SANTA ROSA,Santa Rosa,FL,6958,227,264,539,918,974,1043,1158,1045,543,237,10,0 to 119,50,3815,3116,27,6891,67,0,79,6625,99,249,64,293,6662,1,2,6888,248,40,5,0,94,194,0,288,4,3,32,52,52,56,40,34,12,8,0,0 to 98,45,210,43,6,29,17,221,50,27,0,27,0,0,9,293,195,98,288,5,0,10298,62,10655,10360,293,9,720,178,49,3.552029247735,0.244558859494853
51,51,66,131,WALTON,Walton,FL,1634,51,37,101,168,209,242,288,245,158,132,3,0 to 101,55,907,690,37,1576,58,0,26,1495,15,173,39,150,1484,0,0,1576,109,23,15,3,75,57,0,132,4,7,12,17,27,17,30,17,13,6,0,1 to 101,49,120,9,1,2,32,96,4,25,5,20,2,0,9,150,64,86,132,18,0,2422,40,2616,2462,150,9,113,58,49,3.60138877830291,0.254870622087333
52,52,32,063,JACKSON,Jackson,FL,3014,24,33,244,514,516,528,472,308,229,140,6,0 to 105,48,1352,1568,94,2991,23,0,19,2615,19,301,23,320,2692,1,1,2989,274,37,8,1,67,244,0,311,2,7,30,77,72,63,48,15,5,1,0,0 to 87,40,127,128,20,36,29,175,107,35,2,20,0,0,1,320,248,72,311,9,0,4099,14,4441,4113,320,1,380,182,36,2.21646510608254,0.231093280808265
53,53,67,133,WASHINGTON,Washington,FL,902,12,16,54,95,109,140,195,127,99,55,0,0 to 119,56,535,345,22,896,6,0,30,749,9,125,13,91,810,0,1,895,71,18,2,0,47,42,0,89,0,2,4,9,8,7,21,17,16,7,0,9 to 99,60,64,18,1,6,1,81,7,8,0,18,0,0,9,91,42,49,89,2,0,1453,4,1549,1457,91,9,122,65,54,2.37953061790718,0.14998158443965
54,54,45,089,NASSAU,Nassau,FL,3241,44,52,227,328,370,445,622,597,382,170,4,0 to 103,57,1746,1298,197,3132,109,0,43,3132,28,69,31,93,3148,0,0,3132,71,14,6,2,44,41,0,85,0,1,14,17,16,11,10,14,7,3,0,14 to 89,44,67,13,2,3,1,81,3,28,1,16,0,0,1,93,44,49,85,8,0,5071,101,5266,5172,93,1,76,70,49,3.75942130773243,0.154419685909309
55,55,22,043,GLADES,Glades,FL,266,2,10,29,50,53,31,31,30,23,6,1,1 to 90,42,112,152,2,266,0,0,24,188,3,116,0,116,150,0,0,266,114,2,0,0,22,94,0,116,1,3,14,33,31,15,12,5,1,1,0,3 to 89,38,92,17,3,4,75,36,5,18,0,13,0,0,1,116,94,22,116,0,0,391,0,507,391,116,1,120,60,61,2.27684336624256,0.231957009552348
56,56,8,015,CHARLOTTE,Charlotte,FL,5464,61,51,245,454,526,745,1051,1046,733,546,6,0 to 119,61,3224,2172,68,5446,18,0,139,4952,62,529,22,537,4922,1,4,5441,390,145,1,1,326,209,0,535,5,7,19,55,34,55,99,81,81,101,0,0 to 101,64,439,52,13,31,30,461,44,101,1,133,1,0,73,537,210,327,535,2,0,8393,16,8948,8409,537,73,85,65,68,3.83218059315228,0.165856243943894
57,57,58,115,SARASOTA,Sarasota,FL,13138,152,171,666,1150,1200,1629,2433,2775,1982,939,41,0 to 119,61,7421,5547,170,12900,238,0,445,12284,190,975,93,780,12356,2,0,12898,698,59,17,6,428,329,0,757,4,7,51,84,83,91,111,125,127,97,0,0 to 104,61,588,57,50,62,80,572,105,202,13,172,10,1,91,780,343,437,757,23,0,26992,215,27991,27207,780,91,307,201,64,2.51442395330883,0.137455100826111
