ï»¿OBJECTID,CNTYNAME,CNTYFIPS,ADPHDistrict,CONFIRMED,DIED,Shape__Area,Shape__Length,GlobalID,LabTestCount
27906,Bibb,01007,West Central,42,0,0.156476914356972,1.8951692775798,9cbe1796-d15d-4329-adda-edfeccba4ca1,575
27907,Coffee,01031,Southeastern,105,0,0.167143203828118,1.67989540600381,5b73fb37-8a22-40e7-9d8d-6d009e4cabc2,638
27908,DeKalb,01049,Northeastern,76,2,0.197848401841384,2.21695752803772,8edd65d2-0424-4079-a4be-ca777521c404,906
27909,Geneva,01061,Southeastern,8,0,0.141768015065281,1.83488097279248,fb99195b-75b4-494b-a87b-b1cebb54b03d,164
27910,Clay,01027,Northeastern,19,1,0.151874743437702,2.02332180215824,a27bf489-2b46-4742-8228-edce6c7699cf,212
27911,Lauderdale,01077,Northern,30,2,0.184043571131042,2.55716948814366,65ab4e50-61f4-44de-af3b-f670489906f5,1337
27912,Choctaw,01023,Southwestern,39,0,0.227681129400253,2.68700551554037,dca61f53-eb9d-4769-a5a6-27d06a68ca4d,135
27913,Marengo,01091,Southwestern,44,3,0.243586589216875,2.64368581241414,5465dc00-e592-4ade-9ebf-c9043d86f11c,408
27914,Tuscaloosa,01125,West Central,199,0,0.338742577944004,2.90058009044742,72d5d5c5-b682-42ab-9b81-c1c6b9b78842,3248
27915,Calhoun,01015,Northeastern,92,3,0.154366224232035,2.21070839394633,03f528a1-2e20-4c8c-9c20-badb4dfdb510,1189
27916,Chambers,01017,East Central,291,19,0.150563980768084,1.72306516183319,bbdde9af-84c9-4bea-becc-b040a076cc5e,951
27917,Jackson,01071,Northern,46,2,0.287410215888713,2.67694940746419,c6b2b595-e019-4b1b-9c19-21c93837cf4c,975
27918,Pike,01109,Southeastern,65,0,0.166038209106773,2.23104055343355,a71d23e4-736d-4853-b8ce-9088b4355a1f,566
27919,Limestone,01083,Northern,44,0,0.155003206122046,1.71814668265853,a2dfd149-5ec2-46b1-8745-f4f90f8132f2,1012
27920,Winston,01133,Northern,13,0,0.159972008442992,1.68720534678178,1f384f6d-094c-46a6-a24e-90d308964c1e,323
27921,Bullock,01011,East Central,12,0,0.154671563531792,2.06480197165101,c9cd9595-a20f-4dce-8151-466846fa5860,91
27922,Butler,01013,Southeastern,45,1,0.191776547733298,1.83587954870993,950f5c49-2467-4cfd-b7f9-c28d858b1541,237
27923,Cleburne,01029,Northeastern,12,1,0.141259985723536,2.17578212063938,9958460e-7035-43a1-b1f6-4cdc7655e0da,77
27924,Mobile,01097,Mobile,994,46,0.307697348295278,4.83629332281426,a41d1d2b-a048-4146-b747-df2827ceb267,6863
27925,Monroe,01099,Southwestern,12,1,0.254517578378227,2.83753802882174,d03f84f4-2531-43bf-ad15-029ccaa4c829,168
27926,Talladega,01121,Northeastern,59,2,0.190828489604655,2.7296175303427,891a0fd3-3f9d-4afb-ac1f-34301c56c9ee,1016
27927,Henry,01067,Southeastern,22,1,0.139761467476774,1.63725823418183,53263f62-e3f9-452a-b8c6-d7bdcaec42f9,161
27928,Tallapoosa,01123,East Central,279,17,0.191182308914904,2.16459004269042,ff592bc3-39ca-4be3-ac08-31b3e418749f,1296
27929,Dallas,01047,Southwestern,37,3,0.246497505086154,3.13752996820932,16befcbd-e80c-4b30-b71f-61d2fde8f90b,458
27930,Lee,01081,East Central,377,25,0.153274187500529,2.0496448391292,998b17e8-75f5-4aa5-b267-a391c8c89aa0,2619
27931,Perry,01105,West Central,9,0,0.18021159047953,2.14838023913143,7a76190a-2738-44bd-b6cd-b60cfe20842b,200
27932,Walker,01127,West Central,94,0,0.20307720239839,2.39750884765462,1dc53b16-6e55-422c-a68f-b8eb05f54bf1,801
27933,Autauga,01001,East Central,40,4,0.150198352049983,2.1379328255407,7a30741d-d7c3-41ed-a245-33639259f973,651
27934,Escambia,01053,Southwestern,27,1,0.233446648119298,2.50306921694382,11b7260c-d711-4823-8e93-c41371e7746d,378
27935,Marshall,01095,Northern,313,6,0.158193819913322,2.22984018931076,5f089c76-dee3-402e-8305-2d4a0556a1c6,1720
27936,Pickens,01107,West Central,47,1,0.22311596802615,2.22345505777214,7903a9a5-089c-4d04-83c8-8ffedb24460f,342
27937,Dale,01045,Southeastern,25,0,0.138259666605563,1.65151999951547,bf1be0a9-339f-4a08-a149-55ce60fe8b59,283
27938,Madison,01089,Northern,222,4,0.207245811581288,2.4192510631746,1e21f797-14a2-499f-8f78-ca4e71542aa5,4916
27939,Washington,01129,Southwestern,33,1,0.26740407070929,2.63236527422465,422a6e91-a5d7-45bc-bd16-2324d073340c,165
27940,Wilcox,01131,Southwestern,60,1,0.224284362669096,2.68126387368409,fa402f50-9443-49e2-b4c8-498e3f4984a5,196
27941,Blount,01009,Northeastern,34,0,0.164406638341006,2.45274784751908,7834c833-f15f-443b-9b36-1e5b3116c241,520
27942,Fayette,01057,West Central,5,0,0.158552104918499,1.83779224583562,95cd6676-a843-4fe7-8a15-d0bfacebe1f8,243
27943,Lamar,01075,West Central,10,0,0.15263540616661,1.64069081755141,2804eb2f-7944-427d-82f0-83653cc8bd67,212
27944,Coosa,01037,East Central,31,1,0.16640708911109,1.7505584986585,7186cbc6-4ea7-45d8-b2dd-ceab61ac44a5,101
27945,Cullman,01043,Northern,52,0,0.191087821164047,2.50218505547441,f4c65c2b-59a7-4b62-aa16-b5e1b8550f89,813
27946,Elmore,01051,East Central,82,1,0.163505782545826,2.27519521591255,6c8c278c-bae1-4617-aacc-7f1cce46cfe0,1061
27947,Colbert,01033,Northern,27,2,0.15857369348987,2.31239229125845,1c6731cb-611b-4060-8260-d69a8ae34ce8,744
27948,Greene,01063,West Central,47,1,0.164666965815741,3.57766804402764,d27f6328-e54b-426d-9989-609ec42ecabe,135
27949,Jefferson,01073,Jefferson,861,41,0.282606031405749,2.91318939557353,5147e9d2-da2c-4506-b81c-90b20ee2c880,13184
27950,Lawrence,01079,Northern,12,0,0.182392737623559,1.92975383451283,a78a7ea5-3dc7-47cf-904b-f10c81c68eba,285
27951,Montgomery,01101,East Central,302,5,0.198182172648103,2.60770290702687,087b4ec0-6d60-4095-a15c-9d00b29f1dd5,2391
27952,Russell,01113,East Central,55,0,0.160426072907967,2.13411394127528,631e1661-eb6c-415f-813a-6d94a88db456,405
27953,Sumter,01119,West Central,55,2,0.227210820567734,3.07842876540608,3c67541c-2d4e-4ab2-9398-507c7898c279,183
27954,Baldwin,01003,Southwestern,171,3,0.400159431601878,6.69300034847276,543bc788-c68e-4d18-83ed-4e2a48000464,2452
27955,Clarke,01025,Southwestern,28,1,0.308508819690587,3.78655552072513,8c807e1e-350b-4853-ad0d-4dd96c1d55fc,343
27956,Conecuh,01035,Southwestern,9,0,0.209509978242295,2.59686142559656,982f943b-54fc-4890-b1e7-0bea00e4475a,99
27957,Franklin,01059,Northern,44,0,0.164243463038702,1.78358559509712,3211109a-7753-464f-89db-c3138528c89a,424
27958,Hale,01065,West Central,41,2,0.163613340422671,2.4799010938001,2979752e-8a4f-45b3-879c-4ae2c72ea24a,233
27959,Cherokee,01019,Northeastern,15,0,0.151975822791428,1.89808177880757,404448b6-e388-488c-b445-7b984b093698,141
27960,Crenshaw,01041,Southeastern,16,0,0.150571897113878,2.31806123117494,8a17e301-995f-4865-b876-a73bf0c17d37,222
27961,Marion,01093,Northern,76,6,0.188224455607951,1.90243452461428,c4441220-6cf8-4a3e-95f3-c3c5a56437f9,676
27962,Unknown or Out of State,99999,Unknown,0,0,12.9086340951542,16.2873566339486,68e254de-5be8-4537-b498-3acc1e0bb946,6603
27963,Covington,01039,Southeastern,35,1,0.255971892285061,2.38709591035509,93ec9931-c795-4f55-a12e-f524546802d5,361
27964,Houston,01069,Southeastern,84,3,0.142463779205855,2.10452810210549,e9fecffd-dc72-4a2d-8397-f56c4b58c13c,705
27965,Lowndes,01085,East Central,53,1,0.179493868658938,2.34426217715912,d25ded92-aeb5-400b-b8ab-16698016f2f2,140
27966,Macon,01087,East Central,35,2,0.152225727451423,2.0876916570357,f8f151aa-b228-474d-baa0-cbb32224fa91,276
27967,Barbour,01005,Southeastern,37,0,0.223267704174077,2.69097505269632,18aeb4e9-01b7-4fc7-9424-0823f01a0ec3,262
27968,Chilton,01021,West Central,52,1,0.174837510280213,2.09165532433194,74d8c19d-e096-4af9-af8a-036f0e7ba523,493
27969,Etowah,01055,Northeastern,130,8,0.138757597037284,2.10053621990475,e2fc1e58-d570-4ba7-8942-48ceafdfebb2,1126
27970,Randolph,01111,Northeastern,62,4,0.14646191250813,1.58584516900329,acca5b5f-ad99-40bd-90f1-afff852c0dde,269
27971,Morgan,01103,Northern,68,0,0.152203319983528,1.80617511452274,a6c8cf52-1470-4d31-a67f-5e5ce96f8d96,1224
27972,Shelby,01117,Northeastern,319,10,0.202879219246825,2.52559193618872,8e2daba6-a815-4c98-961c-d41990a64b08,3331
27973,St. Clair,01115,Northeastern,70,0,0.164611790120262,2.46182521198285,89595c84-4419-428a-82f1-cdf1b4c99a95,969
