ï»¿OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,MedianAge,SHAPE_Length,SHAPE_Area
57,57,58,115,SARASOTA,Sarasota,FL,14518,168,221,944,1442,1420,1830,2597,2851,2028,974,43,0 to 119,59,8102,6255,161,14264,254,0,578,13207,190,1557,103,2059,12455,1,3,14260,1954,67,32,6,1032,984,5,2021,20,53,331,362,291,275,248,188,165,124,2,0 to 104,43,1119,97,143,662,236,1001,784,259,17,221,12,2,98,2059,1007,1047,2021,38,0,37684,216,39964,37900,2059,98,723,617,56,43,2.51442395330883,0.137455100826111
58,58,14,027,DESOTO,Desoto,FL,2818,74,138,267,403,408,482,514,296,157,70,9,0 to 102,47,1162,1526,130,2808,10,0,84,2017,48,707,13,733,2072,0,13,2795,607,126,0,0,330,402,1,733,28,74,112,151,124,99,83,45,9,8,0,0 to 92,35,523,76,30,104,441,177,115,111,0,65,0,0,10,733,402,330,733,0,0,4496,10,5244,4506,733,10,894,761,35,35,1.62412905104683,0.150723124168937
59,59,18,035,FLAGLER,Flagler,FL,4094,48,43,227,411,475,580,799,797,494,214,6,0 to 119,58,2406,1636,52,4055,39,0,155,3708,37,314,45,369,3723,0,2,4053,317,43,9,0,219,141,0,360,3,6,46,60,38,55,67,61,27,6,0,1 to 94,51,232,51,60,17,51,286,23,56,4,34,2,1,5,369,146,223,360,9,0,8388,30,8792,8418,369,5,428,393,56,51,2.09459077711604,0.120416345978497
60,60,26,051,HENDRY,Hendry,FL,2860,95,125,385,533,470,407,366,217,147,108,7,0 to 104,41,1414,1438,8,2858,2,0,232,1739,32,1010,5,1052,1808,0,0,2858,1007,45,0,0,442,610,0,1052,30,47,162,242,207,157,99,53,34,21,0,0 to 101,37,838,107,35,72,749,245,58,173,0,91,0,0,27,1052,610,442,1052,0,0,4460,2,5519,4462,1052,27,1473,1045,37,37,2.751957998189,0.279063453322294
61,61,31,061,INDIAN RIVER,Indian River,FL,6279,76,112,509,623,610,771,981,1124,828,627,18,0 to 119,59,3808,2437,34,6207,72,0,230,5193,77,970,70,897,5356,0,26,6183,871,14,10,2,452,425,8,885,13,49,176,153,124,125,78,73,64,41,1,0 to 99,39,358,57,90,380,178,286,421,115,6,59,3,0,16,897,433,456,885,12,0,14871,58,15829,14929,897,16,1367,878,44,39,2.23772404689823,0.120741478735337
62,62,6,011,BROWARD,Broward,FL,108232,1848,2497,8387,16498,16789,18633,19557,13231,7004,3586,202,0 to 119,49,58512,48243,1477,106632,1600,0,3623,91293,2336,17558,1090,19575,88599,14,44,106577,17749,1491,308,27,9714,9485,41,19240,287,641,2703,4001,3415,3171,2723,1413,800,414,7,0 to 102,40,8493,5756,1550,3441,6799,9304,3137,4058,74,2241,60,22,409,19575,9702,9832,19240,335,0,196686,1262,217627,197948,19575,409,11344,10975,45,40,2.7919763283364,0.283663156516755
63,63,17,033,ESCAMBIA,Escambia,FL,19390,465,507,1839,2666,2259,2597,3468,2906,1680,965,38,0 to 119,52,11647,7699,44,16415,2975,0,347,18117,183,1312,90,2597,16789,2,2,16411,2120,71,406,0,1215,974,2,2191,30,74,543,505,320,308,299,216,189,112,1,0 to 105,37,1048,587,71,485,86,1480,625,208,2,107,1,3,47,2597,1130,1465,2191,406,0,31573,2569,36752,34142,2597,47,941,861,48,37,4.36918308615684,0.166409867656292
64,64,47,093,OKEECHOBEE,Okeechobee,FL,1916,36,76,277,255,218,236,289,197,181,140,11,0 to 119,48,1120,776,20,1906,10,0,118,1434,2,378,15,413,1503,0,0,1906,375,36,2,0,218,193,0,411,13,36,85,74,68,48,57,19,9,4,0,0 to 93,34,279,35,49,48,219,140,52,43,0,39,2,0,0,413,194,219,411,2,0,3522,8,3943,3530,413,0,567,486,33,34,2.58761125674549,0.21054521223227
65,65,19,037,FRANKLIN,Franklin,FL,498,3,5,27,36,39,53,115,130,74,16,0,0 to 95,63,283,212,3,494,4,0,10,474,0,13,8,11,487,0,0,494,7,3,1,0,8,2,0,10,0,0,1,2,0,1,1,3,3,0,0,21 to 77,65,10,0,0,0,0,10,0,0,0,0,0,0,0,11,2,9,10,1,0,1237,3,1251,1240,11,0,30,29,42,65,4.43935170547995,0.135013808620425
66,66,1,001,ALACHUA,Alachua,FL,16331,219,234,2052,3052,2337,2302,2620,1937,930,582,66,0 to 119,46,9365,6818,148,16052,279,0,294,15622,61,765,72,1506,14819,6,0,16046,1408,69,18,11,738,736,3,1477,11,33,536,350,152,151,117,98,37,20,1,0 to 118,29,531,288,245,413,256,778,443,176,6,96,5,0,12,1506,752,751,1477,29,0,42923,250,44691,43173,1506,12,158,136,32,29,2.62533239231304,0.233996913333188
67,67,55,109,ST. JOHNS,St. Johns,FL,10947,152,267,1013,1205,1584,1802,1911,1696,898,402,17,0 to 119,51,5998,4808,141,10906,41,0,368,9752,208,825,169,1259,9651,11,26,10870,1137,100,19,3,611,618,8,1237,17,24,321,203,161,205,173,98,46,11,0,0 to 97,39,682,57,51,447,61,692,484,117,4,74,4,0,8,1259,628,623,1237,22,0,21399,18,22700,21417,1259,8,1095,1055,48,39,3.24633645681211,0.154879969128212
68,999,999,999,Unknown,Unknown,FL,1452,0,4,81,178,193,200,187,139,210,257,3,6 to 119,58,953,483,16,165,1287,0,4,1434,0,24,15,201,1250,1,0,164,41,0,157,3,8,24,9,41,0,3,26,56,38,37,21,9,5,5,1,12 to 82,33,18,2,0,21,19,0,22,0,2,0,1,0,0,201,112,79,41,160,0,1364,1127,2705,2491,201,0,35,33,41,33,0.736908814303344,0.0426371109693887
