ï»¿OBJECTID,IACountyID,FIPS,Name,State,Confirmed,Recovered,Deaths,last_updated,Country,pop_est_2018,individuals_tested,SHAPE_Length,SHAPE_Area
40,40,19079,Hamilton,IA,187,161,1,2020/07/04 16:00:15,USA,14952,1962,1.71314143947394,0.163503770113021
41,42,19083,Hardin,IA,70,38,0,2020/07/04 16:00:15,USA,16868,1816,1.69000296456947,0.161385418032918
42,38,19075,Grundy,IA,36,23,0,2020/07/04 16:00:15,USA,12304,1164,1.67802338743871,0.142127445949025
43,49,19097,Jackson,IA,27,16,0,2020/07/04 16:00:15,USA,19432,1308,2.07834736694484,0.183296848633463
44,53,19105,Jones,IA,56,48,0,2020/07/04 16:00:15,USA,20744,1458,1.6299162569308,0.162684664504456
45,57,19113,Linn,IA,1255,1030,82,2020/07/04 16:00:15,USA,225909,20315,1.80674092166282,0.204193692873201
46,6,19011,Benton,IA,65,46,1,2020/07/04 16:00:15,USA,25642,2050,1.80588730837179,0.202483172750458
47,86,19171,Tama,IA,462,398,29,2020/07/04 16:00:15,USA,16904,2382,1.80688300401416,0.203440469857114
48,67,19133,Monona,IA,74,52,0,2020/07/04 16:00:15,USA,8679,910,2.12316354201373,0.196795369826852
49,24,19047,Crawford,IA,677,612,2,2020/07/04 16:00:15,USA,17158,2948,1.85534418535146,0.201377793645609
50,14,19027,Carroll,IA,96,73,1,2020/07/04 16:00:15,USA,20154,1998,1.6197601288418,0.160534308640552
51,37,19073,Greene,IA,29,21,0,2020/07/04 16:00:15,USA,8981,842,1.62157185711836,0.160866715753459
52,8,19015,Boone,IA,147,121,1,2020/07/04 16:00:15,USA,26346,2788,1.62489466407202,0.161510465217336
53,85,19169,Story,IA,757,331,3,2020/07/04 16:00:15,USA,98105,8382,1.62511481218105,0.161547069415365
54,64,19127,Marshall,IA,1041,927,19,2020/07/04 16:00:15,USA,39981,5907,1.62374952565441,0.161426130789666
55,23,19045,Clinton,IA,107,68,1,2020/07/04 16:00:15,USA,46518,3380,2.24361687413681,0.199530757525976
56,16,19031,Cedar,IA,82,62,1,2020/07/04 16:00:15,USA,18627,1644,1.63234594510688,0.163181818164524
57,43,19085,Harrison,IA,53,43,0,2020/07/04 16:00:15,USA,14134,1066,2.15390456644706,0.196078880287994
58,83,19165,Shelby,IA,114,95,0,2020/07/04 16:00:15,USA,11578,1090,1.74937315948455,0.165599269790057
59,5,19009,Audubon,IA,16,15,1,2020/07/04 16:00:15,USA,5506,490,1.50015453828969,0.124202963325951
60,39,19077,Guthrie,IA,65,58,4,2020/07/04 16:00:15,USA,10720,1011,1.72265090697959,0.16608372356967
61,52,19103,Johnson,IA,1251,740,8,2020/07/04 16:00:15,USA,151260,16011,1.84505285201909,0.174467390398262
62,25,19049,Dallas,IA,1263,1012,29,2020/07/04 16:00:15,USA,90180,10503,1.68881467047954,0.165695923991871
63,48,19095,Iowa,IA,51,40,0,2020/07/04 16:00:15,USA,16141,1720,1.64529790199185,0.164521602033462
64,77,19153,Polk,IA,6446,5025,179,2020/07/04 16:00:15,USA,487204,53114,1.79851653423037,0.165798164756224
65,79,19157,Poweshiek,IA,104,90,8,2020/07/04 16:00:15,USA,18699,1249,1.64560614400894,0.164235421919034
66,50,19099,Jasper,IA,321,271,17,2020/07/04 16:00:15,USA,37147,3208,1.89209025622817,0.205206542990887
67,82,19163,Scott,IA,752,526,10,2020/07/04 16:00:15,USA,173283,14019,1.9042879308868,0.131101028674465
68,70,19139,Muscatine,IA,625,541,44,2020/07/04 16:00:15,USA,42929,4526,1.6483485078502,0.125418794461856
69,78,19155,Pottawattamie,IA,720,623,11,2020/07/04 16:00:15,USA,93533,9689,2.6701405613069,0.26717770427194
70,15,19029,Cass,IA,22,18,0,2020/07/04 16:00:15,USA,12930,879,1.60199838221897,0.157431037196136
71,92,19183,Washington,IA,234,206,9,2020/07/04 16:00:15,USA,22141,2290,1.65656170409436,0.158972056822445
72,1,19001,Adair,IA,15,12,0,2020/07/04 16:00:15,USA,7063,459,1.61086976908435,0.158860246110915
73,54,19107,Keokuk,IA,20,17,1,2020/07/04 16:00:15,USA,10225,779,1.62594763010153,0.161616444275989
74,91,19181,Warren,IA,273,220,1,2020/07/04 16:00:15,USA,51056,4789,1.70656061378754,0.159602417083592
75,61,19121,Madison,IA,45,33,2,2020/07/04 16:00:15,USA,16249,1397,1.60028745529922,0.15659955195822
76,62,19123,Mahaska,IA,115,95,17,2020/07/04 16:00:15,USA,22000,1384,1.61487375875982,0.15983170541375
77,63,19125,Marion,IA,70,46,0,2020/07/04 16:00:15,USA,33407,1999,1.60953916629708,0.158906678664242
78,58,19115,Louisa,IA,360,337,13,2020/07/04 16:00:15,USA,11169,1442,1.75283719716366,0.11609984092493
79,65,19129,Mills,IA,36,33,0,2020/07/04 16:00:15,USA,15063,1970,1.5081338641808,0.122132457358878
80,69,19137,Montgomery,IA,10,8,2,2020/07/04 16:00:15,USA,10003,779,1.42941494131685,0.117877281210496
81,2,19003,Adams,IA,8,8,0,2020/07/04 16:00:15,USA,3645,270,1.4306796476061,0.11799264030139
82,44,19087,Henry,IA,86,76,3,2020/07/04 16:00:15,USA,20067,1700,1.39048367232224,0.120982880824429
83,51,19101,Jefferson,IA,59,49,0,2020/07/04 16:00:15,USA,18381,1274,1.44973415457871,0.121161607057882
84,88,19175,Union,IA,27,13,0,2020/07/04 16:00:15,USA,12359,1289,1.43050961959233,0.11811537729096
85,90,19179,Wapello,IA,706,661,30,2020/07/04 16:00:15,USA,35205,4211,1.44530198981096,0.120895576009114
86,20,19039,Clarke,IA,130,103,2,2020/07/04 16:00:15,USA,9423,1053,1.43809321574798,0.119709743384459
87,59,19117,Lucas,IA,30,24,4,2020/07/04 16:00:15,USA,8645,505,1.44258508735791,0.120474549754265
88,68,19135,Monroe,IA,50,44,6,2020/07/04 16:00:15,USA,7790,541,1.4424093876936,0.120378125777524
89,29,19057,Des Moines,IA,88,75,2,2020/07/04 16:00:15,USA,39138,2807,1.57405850996194,0.118960734514806
90,36,19071,Fremont,IA,7,4,0,2020/07/04 16:00:15,USA,6993,397,1.62288194461822,0.142660581927864
91,73,19145,Page,IA,20,20,0,2020/07/04 16:00:15,USA,15249,1198,1.59150363876605,0.147859442418914
92,87,19173,Taylor,IA,79,70,0,2020/07/04 16:00:15,USA,6191,656,1.57094727247982,0.147630696055921
93,80,19159,Ringgold,IA,15,11,0,2020/07/04 16:00:15,USA,4968,516,1.56326766465177,0.148728871032954
94,89,19177,Van Buren,IA,19,16,0,2020/07/04 16:00:15,USA,7020,434,1.53592818808525,0.135569861036805
95,26,19051,Davis,IA,39,33,1,2020/07/04 16:00:15,USA,9017,572,1.52608960383686,0.139392794520039
96,27,19053,Decatur,IA,11,10,0,2020/07/04 16:00:15,USA,7890,436,1.55809398057972,0.147367102513795
97,93,19185,Wayne,IA,10,6,0,2020/07/04 16:00:15,USA,6401,331,1.5512558166716,0.14558185877792
98,4,19007,Appanoose,IA,20,17,3,2020/07/04 16:00:15,USA,12437,862,1.54004938261221,0.142517166196449
99,56,19111,Lee,IA,53,38,2,2020/07/04 16:00:15,USA,34055,1933,2.02947882960938,0.148544768599951
100,,0,Pending Investigation,IA,12,3,0,2020/07/04 16:00:15,Unknown,,2772,0.0109425719999763,6.80092135452429e-06
