OBJECTID,CNTYNAME,CNTYFIPS,ADPHDistrict,CONFIRMED,DIED,Shape__Area,Shape__Length,REPORTED_DEATH,GlobalID,LabTestCount
22602,Autauga,01001,East Central,27,1,0.150198352049983,2.1379328255407,2,6c6ccbf2-a572-4e33-93a0-ac917c9c9d60,379
22603,Baldwin,01003,Southwestern,114,1,0.400159431601878,6.69300034847276,3,0b9cb10d-0a59-4ecb-8531-32a6c0ee2ff5,1661
22604,Barbour,01005,Southeastern,20,0,0.223267704174077,2.69097505269632,0,d0d83236-455f-4d0d-849d-c9c6d8e655d9,167
22605,Bibb,01007,West Central,28,0,0.156476914356972,1.8951692775798,0,5bdaeddd-2140-4261-b16b-ca2ea9acba39,296
22606,Blount,01009,Northeastern,21,0,0.164406638341006,2.45274784751908,0,ebb7ea15-c814-487a-b5bf-dda0b7b1ecd2,266
22607,Bullock,01011,East Central,9,0,0.154671563531792,2.06480197165101,0,999a68ee-1752-41b1-a1a1-b6bad005a4f2,65
22608,Butler,01013,Southeastern,14,0,0.191776547733298,1.83587954870993,0,aab4a7f3-9c3e-4bb3-bed5-19c609b2c679,136
22609,Calhoun,01015,Northeastern,72,2,0.154366224232035,2.21070839394633,2,52028082-f9e4-47d4-bab2-a28c3c9cb0e2,721
22610,Chambers,01017,East Central,246,11,0.150563980768084,1.72306516183319,14,d9378b48-b50c-4755-8b6a-4cbe8d437be8,748
22611,Cherokee,01019,Northeastern,12,0,0.151975822791428,1.89808177880757,0,37f91ab8-510f-49f4-b33f-8fe56bcfae94,104
22612,Chilton,01021,West Central,42,0,0.174837510280213,2.09165532433194,0,72f3da90-c238-497d-a98c-7b688eb04bd1,324
22613,Choctaw,01023,Southwestern,14,0,0.227681129400253,2.68700551554037,0,4a754171-4ab9-4f60-bb08-356aee151561,83
22614,Clarke,01025,Southwestern,24,0,0.308508819690587,3.78655552072513,0,a24164f7-0044-4f2a-a2d5-c925c0a67abb,237
22615,Clay,01027,Northeastern,18,0,0.151874743437702,2.02332180215824,0,82bdb753-76ce-4e11-9117-0368a495f17f,117
22616,Cleburne,01029,Northeastern,12,0,0.141259985723536,2.17578212063938,1,a0575fb7-cec7-4c3e-b54e-8a750d0448bb,50
22617,Coffee,01031,Southeastern,59,0,0.167143203828118,1.67989540600381,0,6373eab9-56c5-4164-8173-fdd0a22e246f,398
22618,Colbert,01033,Northern,16,1,0.15857369348987,2.31239229125845,1,efbcbf1d-0596-45ba-b072-34635a9a1cca,547
22619,Conecuh,01035,Southwestern,10,0,0.209509978242295,2.59686142559656,0,6928870c-0bec-43fe-99cb-cdcc8ff8d62c,77
22620,Coosa,01037,East Central,22,1,0.16640708911109,1.7505584986585,1,5998d4ac-077c-4d3c-ae4a-4542ffb994a2,69
22621,Covington,01039,Southeastern,22,0,0.255971892285061,2.38709591035509,1,679ac4ec-0af6-4cfd-acde-c06f06805a40,233
22622,Crenshaw,01041,Southeastern,6,0,0.150571897113878,2.31806123117494,0,6e66ebcc-72f7-4f36-b2c6-3318aa2947dd,171
22623,Cullman,01043,Northern,42,0,0.191087821164047,2.50218505547441,0,cf99672e-a3c3-409c-a3c1-f68d149d9d1b,532
22624,Dale,01045,Southeastern,20,0,0.138259666605563,1.65151999951547,0,9aafee60-19ed-462a-b6a3-a70fa17dacd3,195
22625,Dallas,01047,Southwestern,25,2,0.246497505086154,3.13752996820932,2,0f20a1ba-f0b8-475a-978e-18edd9da1ee0,276
22626,DeKalb,01049,Northeastern,42,2,0.197848401841384,2.21695752803772,2,fd707fad-0f6c-4abb-a00b-2d59da1e569b,548
22627,Elmore,01051,East Central,63,1,0.163505782545826,2.27519521591255,1,323ff779-c52c-452b-8f03-62ae17d599e1,773
22628,Escambia,01053,Southwestern,15,0,0.233446648119298,2.50306921694382,0,de700341-11ba-4d4c-95fd-6873a647b340,237
22629,Etowah,01055,Northeastern,98,7,0.138757597037284,2.10053621990475,7,c861b934-1ea0-489f-bd18-ec5c3360601b,733
22630,Fayette,01057,West Central,4,0,0.158552104918499,1.83779224583562,0,8d3ff8fe-c71d-4150-95e0-1304ddcc542a,173
22631,Franklin,01059,Northern,17,0,0.164243463038702,1.78358559509712,0,3f51cf6c-4393-475d-a9fb-5a07862fa58d,288
22632,Geneva,01061,Southeastern,4,0,0.141768015065281,1.83488097279248,0,38bb58e7-33da-42e8-896a-43e5a864504c,113
22633,Greene,01063,West Central,29,0,0.164666965815741,3.57766804402764,0,c8cd88cd-9ef7-4a6e-b76f-83e71a004468,80
22634,Hale,01065,West Central,26,1,0.163613340422671,2.4799010938001,1,5572a169-9fcd-4d33-9064-48bb5b57798a,146
22635,Henry,01067,Southeastern,17,0,0.139761467476774,1.63725823418183,0,a1d40f8f-4d6c-41e0-8e0b-59edb0461b95,111
22636,Houston,01069,Southeastern,66,1,0.142463779205855,2.10452810210549,2,d42d2e28-20c8-403e-aa06-853ca658a8b5,534
22637,Jackson,01071,Northern,38,2,0.287410215888713,2.67694940746419,2,e80aafb9-c2f2-4eb7-9389-fcc5385b3e90,546
22638,Jefferson,01073,Jefferson,682,15,0.282606031405749,2.91318939557353,25,110d5840-79eb-4ccb-a8de-bb5a752e2064,8640
22639,Lamar,01075,West Central,8,0,0.15263540616661,1.64069081755141,0,1e8657be-29ff-45d5-aa05-3ce7486e44ea,150
22640,Lauderdale,01077,Northern,23,2,0.184043571131042,2.55716948814366,4,0ac9c536-9d55-4583-91a9-652d076fae0c,1076
22641,Lawrence,01079,Northern,9,0,0.182392737623559,1.92975383451283,0,96530c1c-b753-4e05-b3ae-345e4654e61f,221
22642,Lee,01081,East Central,308,11,0.153274187500529,2.0496448391292,14,2d5dc08b-1a2e-4636-835c-11d5928d9173,2038
22643,Limestone,01083,Northern,40,0,0.155003206122046,1.71814668265853,0,da388cff-a250-47b9-927d-615f9f293403,683
22644,Lowndes,01085,East Central,30,0,0.179493868658938,2.34426217715912,0,120d18f2-37f8-4416-8d66-da0758ec3ccf,96
22645,Macon,01087,East Central,25,2,0.152225727451423,2.0876916570357,2,426d6ffc-7a83-44b6-91c2-262338d57d84,188
22646,Madison,01089,Northern,199,4,0.207245811581288,2.4192510631746,4,065657d8-344b-4ad2-9f10-d0b6ef2dba76,2481
22647,Marengo,01091,Southwestern,27,1,0.243586589216875,2.64368581241414,1,87a50633-2f8d-4d38-8f67-1b37a56c5f3d,277
22648,Marion,01093,Northern,61,4,0.188224455607951,1.90243452461428,5,cb909f8f-ea42-4fb6-99fe-68d945e6bd1d,519
22649,Marshall,01095,Northern,150,2,0.158193819913322,2.22984018931076,4,3408eeca-e081-465c-b59e-2d3c05476fd7,830
22650,Mobile,01097,Mobile,663,18,0.307697348295278,4.83629332281426,29,07f86b61-9062-4caa-9357-34f017867c87,3662
22651,Monroe,01099,Southwestern,9,1,0.254517578378227,2.83753802882174,1,bcefc23d-a67f-4169-9a6e-c9985481872b,117
22652,Montgomery,01101,East Central,226,1,0.198182172648103,2.60770290702687,3,dd55361a-9d42-45eb-a045-72a0536bc362,1699
22653,Morgan,01103,Northern,47,0,0.152203319983528,1.80617511452274,0,86e583e8-6972-4341-bbc7-566156dda353,704
22654,Perry,01105,West Central,9,0,0.18021159047953,2.14838023913143,0,3d16fd25-52c1-4aa6-b6d9-0264fbfcc8c8,93
22655,Pickens,01107,West Central,38,0,0.22311596802615,2.22345505777214,0,61c84451-2b61-4e8a-89fe-7a9d4f4c3d10,243
22656,Pike,01109,Southeastern,37,0,0.166038209106773,2.23104055343355,0,13279aa4-6395-472e-9ee2-1af08b5b2300,369
22657,Randolph,01111,Northeastern,53,3,0.14646191250813,1.58584516900329,3,8f7a01c4-3d39-47e5-a306-5378b01d1af0,178
22658,Russell,01113,East Central,43,0,0.160426072907967,2.13411394127528,0,2ae38ba0-ffa7-4823-83ba-2aa84e043224,309
