OBJECTID,CNTYNAME,CNTYFIPS,ADPHDistrict,CONFIRMED,DIED,Shape__Area,Shape__Length,GlobalID,LabTestCount
27651,Covington,01039,Southeastern,34,1,0.255971892285061,2.38709591035509,84b687f6-68a3-4c7b-b0fd-7b927b303a6b,350
27652,Houston,01069,Southeastern,79,3,0.142463779205855,2.10452810210549,a52f0372-dc6e-4432-b643-9ee99a4f2820,667
27653,Lowndes,01085,East Central,39,1,0.179493868658938,2.34426217715912,924728a9-0ae4-4ad6-b3d1-14be302507e6,121
27654,Macon,01087,East Central,34,2,0.152225727451423,2.0876916570357,12245548-d966-4a11-8a7c-bb2e57986464,275
27655,Calhoun,01015,Northeastern,90,3,0.154366224232035,2.21070839394633,496eb332-01a9-4c28-a6a1-2a93cbf4b635,1134
27656,Chambers,01017,East Central,289,18,0.150563980768084,1.72306516183319,420c20fb-200d-4393-a50f-6ea13494517f,942
27657,Jackson,01071,Northern,45,2,0.287410215888713,2.67694940746419,8147aeae-b00a-43f7-b51a-5d4d9e6e4ad7,935
27658,Pike,01109,Southeastern,65,0,0.166038209106773,2.23104055343355,e452a9b0-b958-4a30-8232-39507a4c0c36,555
27659,Baldwin,01003,Southwestern,168,3,0.400159431601878,6.69300034847276,596b6601-25eb-46a5-8129-db180d3cacb8,2426
27660,Clarke,01025,Southwestern,27,1,0.308508819690587,3.78655552072513,2120f910-1727-4da7-90b4-165be5bb65ee,333
27661,Conecuh,01035,Southwestern,9,0,0.209509978242295,2.59686142559656,f165cdf5-0f58-490f-a54e-c0c9daaf0390,93
27662,Franklin,01059,Northern,43,0,0.164243463038702,1.78358559509712,362e1a68-aaea-4b8a-a4a5-056c2834d0b9,411
27663,Hale,01065,West Central,41,2,0.163613340422671,2.4799010938001,3ad6a49e-2b1d-4f5b-a334-79916799fa8e,225
27664,Colbert,01033,Northern,23,2,0.15857369348987,2.31239229125845,a569359d-aafc-49a9-ad75-023b684debe5,724
27665,Greene,01063,West Central,46,0,0.164666965815741,3.57766804402764,ff099556-8ff8-4df9-9d40-abded1b5b55a,132
27666,Jefferson,01073,Jefferson,839,36,0.282606031405749,2.91318939557353,68b74683-1275-4d81-9e64-e69d951702af,12955
27667,Lawrence,01079,Northern,12,0,0.182392737623559,1.92975383451283,cec1d8d4-17c0-4a54-8cc4-f1c38636bc71,275
27668,Montgomery,01101,East Central,292,5,0.198182172648103,2.60770290702687,4c6ea3d0-2952-403d-bc50-701b4ce996c0,2347
27669,Russell,01113,East Central,53,0,0.160426072907967,2.13411394127528,830e5291-5441-4446-8202-81480f9193fc,403
27670,Sumter,01119,West Central,55,2,0.227210820567734,3.07842876540608,8b6dda92-dd63-4275-9c15-26087a455e82,183
27671,Clay,01027,Northeastern,19,1,0.151874743437702,2.02332180215824,1e166663-b624-46b0-a15e-5e7c98895b78,210
27672,Lauderdale,01077,Northern,31,2,0.184043571131042,2.55716948814366,85586e62-9dce-4215-82f7-dd464bb8ac5f,1308
27673,Choctaw,01023,Southwestern,39,0,0.227681129400253,2.68700551554037,a2b015d3-264c-44a7-82be-020418099be6,128
27674,Marengo,01091,Southwestern,43,3,0.243586589216875,2.64368581241414,2afa3c2f-04eb-488d-a5e8-ec80c605ca4d,403
27675,Tuscaloosa,01125,West Central,195,0,0.338742577944004,2.90058009044742,0b3f0d8c-37fe-48e0-99db-d7b2b1bb7417,3165
27676,Autauga,01001,East Central,39,3,0.150198352049983,2.1379328255407,677cf2e8-d882-42d8-b77f-cb43627d3465,648
27677,Escambia,01053,Southwestern,26,1,0.233446648119298,2.50306921694382,c4ca40db-3e05-44b0-8872-4108ffbcdf61,315
27678,Marshall,01095,Northern,310,5,0.158193819913322,2.22984018931076,51f4c9ed-ac34-4f88-a605-df3232a077a7,1689
27679,Pickens,01107,West Central,47,1,0.22311596802615,2.22345505777214,86513146-39b4-4035-af4f-776292a5d2e7,338
27680,Blount,01009,Northeastern,34,0,0.164406638341006,2.45274784751908,02fb0d63-8f4d-48c2-890b-e849d6e0c2e0,500
27681,Fayette,01057,West Central,5,0,0.158552104918499,1.83779224583562,72abd5da-7700-4199-9d4e-c2676fc25062,241
27682,Lamar,01075,West Central,10,0,0.15263540616661,1.64069081755141,f01d3c34-3a44-42d7-b69e-348d53867aaf,208
27683,Limestone,01083,Northern,42,0,0.155003206122046,1.71814668265853,ba1e3c01-b1e2-4533-8a9e-90e1d781c84b,993
27684,Winston,01133,Northern,11,0,0.159972008442992,1.68720534678178,ca81c5e6-0eef-49d3-b7b1-2b5a9d928038,314
27685,Barbour,01005,Southeastern,35,0,0.223267704174077,2.69097505269632,e2b08929-0c97-4546-b749-3d5ed97e5c03,253
27686,Chilton,01021,West Central,51,1,0.174837510280213,2.09165532433194,9e273eb0-1b6c-4e43-bba9-e8997629c5e8,487
27687,Etowah,01055,Northeastern,126,8,0.138757597037284,2.10053621990475,9b93fd1d-9cca-4239-b61f-085f616f6e98,1064
27688,Randolph,01111,Northeastern,61,4,0.14646191250813,1.58584516900329,fdd56c87-cc13-4dfd-a24b-5203379f3351,258
27689,Morgan,01103,Northern,65,0,0.152203319983528,1.80617511452274,3209fe31-fc03-4522-9456-2a7af91835ce,1181
27690,Shelby,01117,Northeastern,318,9,0.202879219246825,2.52559193618872,bc040ad2-7f24-4d23-97fb-a350f6c1afd6,3301
27691,St. Clair,01115,Northeastern,68,0,0.164611790120262,2.46182521198285,5fe25621-9d4a-43a1-9913-d308b2fef41e,941
27692,Bullock,01011,East Central,12,0,0.154671563531792,2.06480197165101,3d2317e1-2bb2-4c22-bbab-41b1c1e4971e,90
27693,Butler,01013,Southeastern,34,1,0.191776547733298,1.83587954870993,30563836-93c5-481e-9888-674bbafa9378,209
27694,Cleburne,01029,Northeastern,12,1,0.141259985723536,2.17578212063938,1d0c039c-f879-4d75-9443-ea92dba9c8b3,76
27695,Mobile,01097,Mobile,942,43,0.307697348295278,4.83629332281426,9cf402d5-17ea-43ba-8430-61fb1cee89b4,6627
27696,Monroe,01099,Southwestern,11,1,0.254517578378227,2.83753802882174,47794c2d-a513-4a91-a0d7-44d417ef275f,152
27697,Talladega,01121,Northeastern,58,2,0.190828489604655,2.7296175303427,20f3fa52-516f-4ca2-b9d5-599ce5e141fc,1001
27698,Bibb,01007,West Central,42,0,0.156476914356972,1.8951692775798,f99ed15c-49d6-4759-a547-2b0dbcc99302,564
27699,Coffee,01031,Southeastern,98,0,0.167143203828118,1.67989540600381,c451effc-1f49-4da0-a339-078f4c041b11,616
27700,DeKalb,01049,Northeastern,74,2,0.197848401841384,2.21695752803772,aa8e7d47-a6a7-4120-80d6-ff20a7edf874,881
27701,Geneva,01061,Southeastern,8,0,0.141768015065281,1.83488097279248,4dfeaefb-6f91-46f6-a981-751dc4ee595c,159
