ï»¿FID,IACountyID,FIPS,Name,State,Confirmed,Recovered,Deaths,last_updated,Country,pop_est_2018,individuals_tested,SHAPE_Length,SHAPE_Area
1,60,19119,Lyon,IA,19,18,0,2020/05/27 15:07:37,USA,11811,257,2.21275267122741,0.16910183462716
2,72,19143,Osceola,IA,32,26,0,2020/05/27 15:07:37,USA,6040,177,1.43454319723463,0.11486727457819
3,30,19059,Dickinson,IA,13,6,0,2020/05/27 15:07:37,USA,17153,301,1.43802348033932,0.116176401058861
4,32,19063,Emmet,IA,8,3,0,2020/05/27 15:07:37,USA,9253,246,1.43404643573087,0.115803243352621
5,3,19005,Allamakee,IA,119,86,4,2020/05/27 15:07:37,USA,13832,761,1.84786172939921,0.189375563365928
6,55,19109,Kossuth,IA,8,3,0,2020/05/27 15:07:37,USA,14908,351,2.12797026687415,0.279506512742556
7,96,19191,Winneshiek,IA,23,20,0,2020/05/27 15:07:37,USA,20029,675,1.78870782385609,0.198184395037308
8,45,19089,Howard,IA,12,10,0,2020/05/27 15:07:37,USA,9187,299,1.5222554542708,0.136239672336114
9,95,19189,Winnebago,IA,12,8,0,2020/05/27 15:07:37,USA,10518,328,1.4353378151154,0.115503756567768
10,66,19131,Mitchell,IA,5,4,0,2020/05/27 15:07:37,USA,10569,328,1.51579601242865,0.135076913448264
11,98,19195,Worth,IA,3,3,0,2020/05/27 15:07:37,USA,7453,271,1.43534589840123,0.115607405615691
12,84,19167,Sioux,IA,210,107,0,2020/05/27 15:07:37,USA,34909,969,2.45753459118017,0.220121447846734
13,71,19141,Obrien,IA,27,14,0,2020/05/27 15:07:37,USA,13840,395,1.63916495855897,0.164071999605506
14,21,19041,Clay,IA,13,9,0,2020/05/27 15:07:37,USA,16134,349,1.63897894990378,0.163930120305046
15,74,19147,Palo Alto,IA,3,2,0,2020/05/27 15:07:37,USA,8929,148,1.63360274301866,0.163027285618699
16,41,19081,Hancock,IA,14,4,0,2020/05/27 15:07:37,USA,10712,431,1.64022442841417,0.164081009647297
17,17,19033,Cerro Gordo,IA,22,15,1,2020/05/27 15:07:37,USA,42647,2319,1.64167384598673,0.164593890089511
18,19,19037,Chickasaw,IA,8,8,0,2020/05/27 15:07:37,USA,11964,336,1.5579330429406,0.144783457663011
19,34,19067,Floyd,IA,18,10,1,2020/05/27 15:07:37,USA,15761,706,1.55184492435623,0.143525926262284
20,22,19043,Clayton,IA,31,26,3,2020/05/27 15:07:37,USA,17556,599,2.20235204451794,0.226710827397518
21,33,19065,Fayette,IA,26,26,0,2020/05/27 15:07:37,USA,19660,725,1.82861179547503,0.208640704071808
22,75,19149,Plymouth,IA,118,76,1,2020/05/27 15:07:37,USA,25095,1010,2.58616834565828,0.246019887462918
