ï»¿FID,IACountyID,FIPS,Name,State,Confirmed,Recovered,Deaths,last_updated,Country,pop_est_2018,individuals_tested,SHAPE_Length,SHAPE_Area
23,18,19035,Cherokee,IA,23,8,0,2020/05/27 15:07:37,USA,11321,415,1.64015874620456,0.164270532443662
24,11,19021,Buena Vista,IA,675,54,0,2020/05/27 15:07:37,USA,19874,3832,1.64552268815282,0.1652216328257
25,76,19151,Pocahontas,IA,8,2,0,2020/05/27 15:07:37,USA,6740,234,1.64124953372891,0.164761949621183
26,46,19091,Humboldt,IA,13,9,0,2020/05/27 15:07:37,USA,9547,284,1.46962109997574,0.124113863794899
27,99,19197,Wright,IA,124,16,0,2020/05/27 15:07:37,USA,12690,1079,1.64480853659461,0.16568411709874
28,9,19017,Bremer,IA,67,58,6,2020/05/27 15:07:37,USA,24947,766,1.47509845559349,0.125164627007619
29,35,19069,Franklin,IA,8,5,0,2020/05/27 15:07:37,USA,10124,544,1.64758090698267,0.165817716686447
30,12,19023,Butler,IA,15,12,0,2020/05/27 15:07:37,USA,14539,518,1.64581994704863,0.165677440567865
31,31,19061,Dubuque,IA,325,152,16,2020/05/27 15:07:37,USA,96854,4934,1.9659850064536,0.174834340738589
32,28,19055,Delaware,IA,15,12,0,2020/05/27 15:07:37,USA,17069,553,1.65320344218239,0.164157256355936
33,94,19187,Webster,IA,29,14,1,2020/05/27 15:07:37,USA,36277,1372,1.89365250486713,0.203631378398526
34,10,19019,Buchanan,IA,31,25,0,2020/05/27 15:07:37,USA,21199,678,1.66302867060044,0.162502933178709
35,7,19013,Black Hawk,IA,1699,974,42,2020/05/27 15:07:37,USA,132408,8669,1.6690521466628,0.162374630605809
36,97,19193,Woodbury,IA,2650,1335,31,2020/05/27 15:07:37,USA,102539,10571,2.42636247129416,0.248549990860172
37,47,19093,Ida,IA,14,8,0,2020/05/27 15:07:37,USA,6841,261,1.53905385133514,0.122291609116611
38,81,19161,Sac,IA,17,5,0,2020/05/27 15:07:37,USA,9719,505,1.76241111854249,0.163752090137135
39,13,19025,Calhoun,IA,2,1,0,2020/05/27 15:07:37,USA,9699,265,1.73628628486417,0.161997583069679
40,40,19079,Hamilton,IA,25,9,0,2020/05/27 15:07:37,USA,14952,948,1.71314143947394,0.163503770113021
41,42,19083,Hardin,IA,15,9,0,2020/05/27 15:07:37,USA,16868,494,1.69000296456947,0.161385418032918
42,38,19075,Grundy,IA,19,12,0,2020/05/27 15:07:37,USA,12304,418,1.67802338743871,0.142127445949025
43,49,19097,Jackson,IA,12,8,0,2020/05/27 15:07:37,USA,19432,497,2.07834736694484,0.183296848633463
44,53,19105,Jones,IA,36,36,0,2020/05/27 15:07:37,USA,20744,686,1.6299162569308,0.162684664504456
45,57,19113,Linn,IA,937,756,76,2020/05/27 15:07:37,USA,225909,8495,1.80674092166282,0.204193692873201
46,6,19011,Benton,IA,39,32,1,2020/05/27 15:07:37,USA,25642,880,1.80588730837179,0.202483172750458
47,86,19171,Tama,IA,400,259,24,2020/05/27 15:07:37,USA,16904,1465,1.80688300401416,0.203440469857114
48,67,19133,Monona,IA,24,13,0,2020/05/27 15:07:37,USA,8679,338,2.12316354201373,0.196795369826852
49,24,19047,Crawford,IA,488,281,2,2020/05/27 15:07:37,USA,17158,1792,1.85534418535146,0.201377793645609
50,14,19027,Carroll,IA,9,7,0,2020/05/27 15:07:37,USA,20154,553,1.6197601288418,0.160534308640552
51,37,19073,Greene,IA,13,13,0,2020/05/27 15:07:37,USA,8981,310,1.62157185711836,0.160866715753459
52,8,19015,Boone,IA,56,32,0,2020/05/27 15:07:37,USA,26346,1467,1.62489466407202,0.161510465217336
53,85,19169,Story,IA,95,72,1,2020/05/27 15:07:37,USA,98105,2250,1.62511481218105,0.161547069415365
54,64,19127,Marshall,IA,878,477,13,2020/05/27 15:07:37,USA,39981,3353,1.62374952565441,0.161426130789666
55,23,19045,Clinton,IA,60,57,1,2020/05/27 15:07:37,USA,46518,1400,2.24361687413681,0.199530757525976
56,16,19031,Cedar,IA,46,40,1,2020/05/27 15:07:37,USA,18627,794,1.63234594510688,0.163181818164524
57,43,19085,Harrison,IA,19,17,0,2020/05/27 15:07:37,USA,14134,394,2.15390456644706,0.196078880287994
58,83,19165,Shelby,IA,33,25,0,2020/05/27 15:07:37,USA,11578,289,1.74937315948455,0.165599269790057
59,5,19009,Audubon,IA,12,8,1,2020/05/27 15:07:37,USA,5506,206,1.50015453828969,0.124202963325951
60,39,19077,Guthrie,IA,44,29,3,2020/05/27 15:07:37,USA,10720,453,1.72265090697959,0.16608372356967
61,52,19103,Johnson,IA,605,374,7,2020/05/27 15:07:37,USA,151260,6592,1.84505285201909,0.174467390398262
62,25,19049,Dallas,IA,865,546,17,2020/05/27 15:07:37,USA,90180,4451,1.68881467047954,0.165695923991871
63,48,19095,Iowa,IA,33,29,0,2020/05/27 15:07:37,USA,16141,652,1.64529790199185,0.164521602033462
64,77,19153,Polk,IA,3847,1579,113,2020/05/27 15:07:37,USA,487204,21828,1.79851653423037,0.165798164756224
65,79,19157,Poweshiek,IA,88,71,8,2020/05/27 15:07:37,USA,18699,566,1.64560614400894,0.164235421919034
66,50,19099,Jasper,IA,257,192,16,2020/05/27 15:07:37,USA,37147,1807,1.89209025622817,0.205206542990887
67,82,19163,Scott,IA,341,284,9,2020/05/27 15:07:37,USA,173283,5868,1.9042879308868,0.131101028674465
68,70,19139,Muscatine,IA,545,375,40,2020/05/27 15:07:37,USA,42929,2895,1.6483485078502,0.125418794461856
69,78,19155,Pottawattamie,IA,221,137,7,2020/05/27 15:07:37,USA,93533,2850,2.6701405613069,0.26717770427194
70,15,19029,Cass,IA,11,2,0,2020/05/27 15:07:37,USA,12930,343,1.60199838221897,0.157431037196136
71,92,19183,Washington,IA,185,143,8,2020/05/27 15:07:37,USA,22141,1348,1.65656170409436,0.158972056822445
72,1,19001,Adair,IA,7,3,0,2020/05/27 15:07:37,USA,7063,191,1.61086976908435,0.158860246110915
73,54,19107,Keokuk,IA,14,11,0,2020/05/27 15:07:37,USA,10225,343,1.62594763010153,0.161616444275989
74,91,19181,Warren,IA,113,80,0,2020/05/27 15:07:37,USA,51056,1800,1.70656061378754,0.159602417083592
75,61,19121,Madison,IA,26,13,1,2020/05/27 15:07:37,USA,16249,462,1.60028745529922,0.15659955195822
76,62,19123,Mahaska,IA,85,18,8,2020/05/27 15:07:37,USA,22000,695,1.61487375875982,0.15983170541375
77,63,19125,Marion,IA,30,20,0,2020/05/27 15:07:37,USA,33407,823,1.60953916629708,0.158906678664242
78,58,19115,Louisa,IA,336,237,9,2020/05/27 15:07:37,USA,11169,1029,1.75283719716366,0.11609984092493
79,65,19129,Mills,IA,16,12,0,2020/05/27 15:07:37,USA,15063,1143,1.5081338641808,0.122132457358878
80,69,19137,Montgomery,IA,6,5,0,2020/05/27 15:07:37,USA,10003,246,1.42941494131685,0.117877281210496
81,2,19003,Adams,IA,6,1,0,2020/05/27 15:07:37,USA,3645,105,1.4306796476061,0.11799264030139
82,44,19087,Henry,IA,67,48,1,2020/05/27 15:07:37,USA,20067,665,1.39048367232224,0.120982880824429
83,51,19101,Jefferson,IA,19,10,0,2020/05/27 15:07:37,USA,18381,365,1.44973415457871,0.121161607057882
84,88,19175,Union,IA,6,1,0,2020/05/27 15:07:37,USA,12359,379,1.43050961959233,0.11811537729096
85,90,19179,Wapello,IA,528,186,4,2020/05/27 15:07:37,USA,35205,2199,1.44530198981096,0.120895576009114
86,20,19039,Clarke,IA,37,12,0,2020/05/27 15:07:37,USA,9423,380,1.43809321574798,0.119709743384459
87,59,19117,Lucas,IA,7,1,0,2020/05/27 15:07:37,USA,8645,190,1.44258508735791,0.120474549754265
88,68,19135,Monroe,IA,35,14,4,2020/05/27 15:07:37,USA,7790,250,1.4424093876936,0.120378125777524
89,29,19057,Des Moines,IA,57,33,1,2020/05/27 15:07:37,USA,39138,832,1.57405850996194,0.118960734514806
90,36,19071,Fremont,IA,4,2,0,2020/05/27 15:07:37,USA,6993,129,1.62288194461822,0.142660581927864
91,73,19145,Page,IA,10,9,0,2020/05/27 15:07:37,USA,15249,519,1.59150363876605,0.147859442418914
92,87,19173,Taylor,IA,44,1,0,2020/05/27 15:07:37,USA,6191,272,1.57094727247982,0.147630696055921
93,80,19159,Ringgold,IA,4,0,0,2020/05/27 15:07:37,USA,4968,145,1.56326766465177,0.148728871032954
94,89,19177,Van Buren,IA,9,8,0,2020/05/27 15:07:37,USA,7020,162,1.53592818808525,0.135569861036805
95,26,19051,Davis,IA,20,11,0,2020/05/27 15:07:37,USA,9017,299,1.52608960383686,0.139392794520039
96,27,19053,Decatur,IA,0,0,0,2020/05/27 15:07:37,USA,7890,195,1.55809398057972,0.147367102513795
97,93,19185,Wayne,IA,1,1,0,2020/05/27 15:07:37,USA,6401,116,1.5512558166716,0.14558185877792
98,4,19007,Appanoose,IA,13,6,3,2020/05/27 15:07:37,USA,12437,337,1.54004938261221,0.142517166196449
99,56,19111,Lee,IA,22,18,0,2020/05/27 15:07:37,USA,34055,579,2.02947882960938,0.148544768599951
100,,0,Pending Investigation,IA,17,0,0,2020/05/27 15:07:37,Unknown,,147,0.0109425719999763,6.80092135452429e-06
