ï»¿OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,MedianAge,SHAPE_Length,SHAPE_Area
56,56,8,015,CHARLOTTE,Charlotte,FL,5859,68,56,302,495,573,810,1120,1108,760,561,6,0 to 119,60,3420,2373,66,5840,19,0,242,5120,62,767,28,922,4930,1,6,5833,752,167,2,1,515,400,4,919,12,12,79,94,85,115,164,136,107,118,0,0 to 101,59,692,68,17,142,62,681,176,134,1,153,1,0,76,922,402,516,919,3,0,12581,16,13524,12597,922,76,122,103,63,59,3.83218059315228,0.165856243943894
57,57,58,115,SARASOTA,Sarasota,FL,14630,168,228,963,1465,1433,1850,2607,2866,2028,979,43,0 to 119,59,8154,6316,160,14375,255,0,579,13308,190,1572,103,2160,12461,1,8,14366,2054,67,33,6,1078,1038,5,2121,20,59,349,386,305,292,256,198,164,129,2,0 to 104,43,1140,103,152,726,244,1014,863,260,17,222,12,2,98,2160,1062,1093,2121,39,0,38410,216,40791,38626,2160,98,730,624,56,43,2.51442395330883,0.137455100826111
58,58,14,027,DESOTO,Desoto,FL,2842,75,143,271,405,411,485,516,298,159,70,9,0 to 102,47,1177,1535,130,2832,10,0,93,2005,48,738,14,748,2080,0,14,2818,622,126,0,0,336,411,1,748,28,74,115,153,127,102,85,46,10,8,0,0 to 92,35,543,79,27,99,456,182,110,114,0,67,0,0,10,748,411,336,748,0,0,4606,10,5370,4616,748,10,916,783,35,35,1.62412905104683,0.150723124168937
59,59,18,035,FLAGLER,Flagler,FL,4108,48,43,228,414,476,586,799,799,495,214,6,0 to 119,58,2410,1644,54,4069,39,0,154,3717,37,317,45,383,3723,0,2,4067,323,51,9,0,224,148,2,374,3,6,47,62,40,61,67,63,28,6,0,1 to 94,51,241,51,64,18,53,294,27,56,4,34,2,1,5,383,153,228,374,9,0,8441,30,8859,8471,383,5,433,398,56,51,2.09459077711604,0.120416345978497
60,60,26,051,HENDRY,Hendry,FL,2896,96,130,393,536,480,413,367,219,147,108,7,0 to 104,40,1420,1461,15,2894,2,0,243,1741,32,1040,5,1085,1811,0,0,2894,1040,45,0,0,447,632,6,1085,30,52,170,246,215,162,100,55,34,21,0,0 to 101,37,864,109,34,78,766,257,62,176,0,94,0,0,27,1085,632,447,1085,0,0,4573,2,5666,4575,1085,27,1511,1083,37,37,2.751957998189,0.279063453322294
61,61,31,061,INDIAN RIVER,Indian River,FL,6322,78,115,517,631,617,775,987,1128,829,627,18,0 to 119,59,3830,2457,35,6250,72,0,233,5213,77,999,71,932,5365,0,25,6227,906,14,10,2,470,442,8,920,14,51,180,160,131,128,84,77,65,41,1,0 to 99,39,372,58,92,398,187,294,439,116,6,61,3,0,17,932,450,474,920,12,0,15114,58,16107,15172,932,17,1390,903,44,39,2.23772404689823,0.120741478735337
62,62,6,011,BROWARD,Broward,FL,110060,1921,2641,8682,16864,17108,18916,19762,13317,7047,3595,207,0 to 119,49,59461,49089,1510,108457,1603,0,3744,92544,2336,18120,1091,21240,88761,14,45,108401,19347,1553,312,27,10564,10273,63,20900,331,742,2990,4353,3720,3440,2902,1488,839,424,10,0 to 102,40,9027,6163,1622,4088,7186,9748,3966,4132,74,2273,60,22,412,21239,10492,10684,20900,339,0,203236,1261,225849,204497,21239,412,11727,11358,45,40,2.7919763283364,0.283663156516755
63,63,17,033,ESCAMBIA,Escambia,FL,19590,468,513,1882,2707,2296,2629,3485,2922,1686,965,37,0 to 119,52,11744,7802,44,16597,2993,0,363,18295,183,1324,90,2809,16777,2,2,16593,2312,72,425,0,1315,1068,1,2384,33,79,589,548,360,340,320,232,195,113,0,0 to 105,37,1118,642,75,549,92,1590,702,212,2,110,1,3,47,2809,1233,1575,2384,425,0,32374,2568,37763,34942,2809,47,941,861,48,37,4.36918308615684,0.166409867656292
64,64,47,093,OKEECHOBEE,Okeechobee,FL,1924,36,77,277,256,219,239,291,197,181,140,11,0 to 119,48,1120,784,20,1914,10,0,117,1440,2,380,15,423,1501,0,0,1914,384,37,2,0,219,201,1,421,13,37,85,76,69,51,60,19,9,4,0,0 to 93,34,281,37,53,50,223,144,54,43,0,39,2,0,0,423,202,220,421,2,0,3591,8,4023,3599,423,0,568,487,33,34,2.58761125674549,0.21054521223227
65,65,19,037,FRANKLIN,Franklin,FL,503,3,5,27,38,41,53,116,130,74,16,0,0 to 95,63,289,211,3,499,4,0,10,476,0,13,8,15,488,0,0,499,11,3,1,0,12,2,0,14,0,0,1,3,1,1,2,4,3,0,0,21 to 77,63,11,0,0,3,0,11,3,0,0,0,0,0,0,15,2,13,14,1,0,1310,3,1328,1313,15,0,30,29,42,63,4.43935170547995,0.135013808620425
66,66,1,001,ALACHUA,Alachua,FL,16394,220,237,2069,3072,2345,2307,2628,1938,930,581,67,0 to 119,45,9396,6850,148,16115,279,0,294,15685,61,765,72,1578,14810,6,0,16109,1480,69,18,11,774,772,3,1549,12,36,554,372,161,158,126,101,37,19,2,0 to 103,29,544,299,251,455,260,800,489,176,6,96,5,0,12,1578,788,787,1549,29,0,43369,250,45208,43619,1578,12,159,137,32,29,2.62533239231304,0.233996913333188
67,67,55,109,ST. JOHNS,St. Johns,FL,11031,152,270,1031,1224,1594,1819,1921,1698,902,403,17,0 to 119,51,6033,4842,156,10990,41,0,373,9781,208,873,173,1325,9671,11,24,10956,1195,108,18,4,641,648,14,1303,17,27,336,218,170,215,182,100,48,12,0,0 to 97,38,706,61,53,483,63,721,519,117,4,75,4,0,8,1325,658,653,1303,22,0,21821,18,23190,21839,1325,8,1169,1129,48,38,3.24633645681211,0.154879969128212
68,999,999,999,Unknown,Unknown,FL,1473,1,4,84,182,197,203,188,139,212,260,3,3 to 119,58,962,495,16,166,1307,0,4,1458,0,24,15,226,1246,1,0,165,44,0,178,4,10,25,9,44,1,3,29,61,42,40,24,9,8,8,1,12 to 86,34,18,2,0,24,21,0,23,0,2,0,1,0,0,226,126,90,44,182,0,1452,1125,2817,2577,226,0,32,30,41,34,0.736908814303344,0.0426371109693887
