ï»¿FID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,SHAPE_Length,SHAPE_Area
1,1,21,041,GILCHRIST,Gilchrist,FL,349,8,7,34,50,46,52,57,48,35,12,0,0 to 118,50,210,130,9,349,0,0,3,343,2,13,1,7,342,0,0,349,6,1,0,0,4,2,1,7,0,0,0,1,1,2,2,1,0,0,0,25 to 73,52,6,1,0,0,0,7,0,1,0,0,0,0,0,7,2,4,7,0,0,342,0,349,342,7,0,14,1,50,1.42926667229121,0.0858306455074465
2,2,54,107,PUTNAM,Putnam,FL,2443,48,71,217,343,311,387,374,310,239,136,7,0 to 118,50,1572,825,46,2438,5,0,70,2222,133,203,17,127,2312,2,2,2434,82,45,0,0,76,51,0,127,0,11,13,14,19,19,11,19,14,7,0,6 to 98,47,72,51,4,0,3,121,3,29,0,16,0,0,2,127,51,76,127,0,0,2307,5,2441,2312,127,2,91,27,42,2.24642787374222,0.19954202112213
3,3,62,123,TAYLOR,Taylor,FL,348,21,11,14,42,44,48,61,64,29,12,2,0 to 118,54,180,144,24,347,1,0,14,315,3,65,3,3,345,0,0,347,3,0,0,0,3,0,0,3,0,0,0,1,0,1,1,0,0,0,0,29 to 60,47,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,3,0,0,344,1,348,345,3,0,19,2,47,2.58429378620819,0.251180544250225
4,4,46,091,OKALOOSA,Okaloosa,FL,3331,106,77,271,548,537,473,548,381,224,132,34,0 to 119,47,2013,1284,34,3203,127,1,91,3027,137,178,61,170,3161,0,0,3204,86,77,3,4,87,76,0,163,3,4,5,23,22,21,33,28,20,11,0,0 to 96,56,128,27,8,0,28,135,0,47,1,26,0,0,5,170,80,90,162,7,1,3041,120,3331,3161,170,5,427,122,58,3.21429590024741,0.223073367593869
5,5,7,013,CALHOUN,Calhoun,FL,334,1,3,28,31,52,43,59,50,45,21,1,0 to 99,56,197,119,18,334,0,0,3,300,4,18,3,31,302,1,0,333,16,15,0,0,26,5,0,31,0,0,3,3,3,1,2,6,6,7,0,20 to 99,73,15,7,1,8,0,21,10,9,0,4,0,0,0,31,5,26,31,0,0,302,0,334,302,31,0,59,15,52,1.88103049327488,0.139649278946295
6,6,50,099,PALM BEACH,Palm Beach,FL,46103,622,801,2978,5366,5571,6756,8249,7049,4699,2441,1571,0 to 119,55,25725,20160,218,45575,526,2,684,44108,465,2241,179,4176,41609,227,91,45263,3972,126,72,6,2003,2083,12,4098,22,55,353,590,599,633,652,541,447,284,0,0 to 119,52,1871,725,492,1010,1041,1959,1098,928,26,704,16,9,254,4176,2128,2036,4096,78,2,41165,444,46012,41609,4176,254,704,441,55,4.37197700721313,0.517626395458035
7,7,56,111,ST. LUCIE,St. Lucie,FL,5630,97,116,338,628,677,900,1023,1000,616,221,14,0 to 102,55,3217,2226,187,5535,95,0,247,5027,188,533,64,299,5271,4,56,5475,274,16,9,0,167,123,0,290,2,4,20,30,42,46,48,47,36,24,0,3 to 97,56,169,67,27,27,46,209,35,110,0,80,0,0,26,299,126,173,290,9,0,5185,86,5574,5271,299,26,73,58,58,2.4043656096016,0.13681239009026
8,8,51,101,PASCO,Pasco,FL,8989,152,198,605,1078,1307,1501,1600,1359,831,350,8,0 to 119,52,5357,3600,32,8935,54,0,133,8567,223,403,91,306,8660,6,17,8912,252,44,9,1,155,140,1,296,7,6,24,33,62,64,42,41,15,12,0,0 to 94,49,196,34,40,26,62,202,32,77,4,60,3,1,9,306,146,159,296,10,0,8616,44,8972,8660,306,9,552,180,48,2.21152384171728,0.18173091103068
9,9,20,039,GADSDEN,Gadsden,FL,1070,26,38,90,137,164,204,176,156,62,16,1,0 to 97,49,657,402,11,1067,2,1,10,943,46,130,9,139,930,0,1,1067,131,7,1,0,89,49,0,138,1,2,9,18,28,34,20,16,10,1,0,4 to 86,47,20,80,3,35,7,91,40,31,0,31,0,0,1,139,49,90,137,1,1,929,1,1069,930,139,1,172,67,45,2.03339191693402,0.128633605861004
10,10,37,073,LEON,Leon,FL,8098,126,176,865,1462,1306,1343,1348,989,334,122,27,0 to 116,45,3850,4121,127,7984,113,1,99,7692,201,276,63,271,7811,3,13,7969,247,9,14,1,140,116,0,256,1,3,41,56,43,45,51,24,4,3,0,2 to 87,43,99,123,8,26,16,211,29,66,8,33,8,5,6,271,125,146,255,15,1,7713,98,8085,7811,271,6,455,191,43,2.42861632663576,0.170704044186268
