ï»¿FID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,SHAPE_Length,SHAPE_Area
1,1,21,041,GILCHRIST,Gilchrist,FL,656,11,10,69,81,86,97,105,92,69,36,0,0 to 118,52,400,246,10,656,0,0,8,640,2,34,1,15,641,0,0,656,14,1,0,0,7,8,0,15,0,0,3,1,3,3,3,1,1,0,0,18 to 79,45,11,1,2,1,2,13,0,1,0,0,0,0,0,15,8,7,15,0,0,895,0,910,895,15,0,18,1,50,1.42926667229121,0.0858306455074465
2,2,54,107,PUTNAM,Putnam,FL,3363,67,99,305,484,416,532,573,422,294,160,11,0 to 118,50,2128,1191,44,3355,8,0,72,3114,133,230,19,154,3205,2,2,3351,103,51,0,0,95,59,0,154,0,12,13,23,24,26,15,19,15,7,0,6 to 98,47,90,56,7,1,7,144,3,35,0,21,0,0,6,154,59,95,154,0,0,3767,8,3931,3775,154,6,109,40,42,2.24642787374222,0.19954202112213
3,3,62,123,TAYLOR,Taylor,FL,830,33,18,71,111,103,109,152,138,68,23,4,0 to 118,52,472,327,31,823,7,0,15,743,3,98,4,24,804,1,1,821,16,8,0,0,12,12,0,24,0,0,6,6,4,1,5,2,0,0,0,20 to 70,34,24,0,0,0,1,23,0,5,0,3,0,0,0,24,12,12,24,0,0,1023,7,1055,1030,24,0,129,53,47,2.58429378620819,0.251180544250225
4,4,46,091,OKALOOSA,Okaloosa,FL,6793,157,129,505,965,964,886,1048,803,728,569,39,0 to 119,52,4147,2601,45,6652,140,1,115,6387,137,243,66,236,6553,3,1,6649,147,81,4,4,122,106,0,228,4,10,13,30,36,31,41,32,25,14,0,0 to 96,52,174,33,21,0,55,173,0,65,2,39,1,0,6,236,111,125,227,8,1,7974,132,8345,8106,236,6,559,186,58,3.21429590024741,0.223073367593869
5,5,7,013,CALHOUN,Calhoun,FL,527,5,4,39,46,78,74,90,83,72,35,1,0 to 99,56,315,194,18,527,0,0,3,440,4,52,3,62,464,1,0,526,45,17,0,0,48,14,0,62,0,0,4,3,4,2,2,7,21,19,0,20 to 99,79,44,9,1,8,0,51,11,12,0,6,0,0,4,62,14,48,62,0,0,573,0,637,573,62,4,71,10,52,1.88103049327488,0.139649278946295
6,6,50,099,PALM BEACH,Palm Beach,FL,65294,944,1323,4314,7595,7653,9134,11357,10348,7266,3765,1595,0 to 119,55,36000,29015,279,64544,748,2,1657,60839,465,5012,313,6477,58472,219,126,64204,6235,135,101,6,3129,3238,3,6370,75,175,623,1033,1014,978,917,682,575,402,3,0 to 104,48,2942,1219,950,1259,2019,3008,1343,1630,30,1215,22,13,359,6477,3298,3176,6368,107,2,73315,638,80660,73953,6477,359,743,478,55,4.37197700721313,0.517626395458035
7,7,56,111,ST. LUCIE,St. Lucie,FL,9531,152,177,593,1109,1171,1450,1715,1607,1037,490,30,0 to 119,55,5483,3826,222,9384,147,0,366,8561,188,880,73,508,8929,7,87,9290,445,52,11,0,261,236,0,497,3,9,38,85,80,78,77,65,43,30,0,2 to 97,50,243,123,51,80,90,311,96,153,1,108,2,0,31,508,241,267,497,11,0,11138,136,11790,11274,508,31,77,62,58,2.4043656096016,0.13681239009026
8,8,51,101,PASCO,Pasco,FL,13261,257,309,903,1541,1778,2103,2380,2117,1291,554,28,0 to 119,53,7769,5447,45,13187,74,0,157,12697,223,498,97,398,12837,6,20,13161,342,46,9,1,208,180,0,388,8,11,32,49,72,78,56,59,18,15,0,0 to 94,49,257,47,50,34,83,261,44,98,4,77,3,1,15,398,186,212,388,10,0,16012,64,16484,16076,398,15,697,198,48,2.21152384171728,0.18173091103068
9,9,20,039,GADSDEN,Gadsden,FL,2871,48,90,204,481,492,498,456,382,139,79,2,0 to 119,47,2003,854,14,2853,17,1,27,2670,46,269,15,285,2583,2,1,2851,272,9,4,0,213,68,0,281,3,6,15,63,66,55,30,26,12,9,0,0 to 98,43,111,117,11,42,27,198,56,48,0,44,0,0,3,285,68,217,280,4,1,4027,13,4333,4040,285,3,342,172,45,2.03339191693402,0.128633605861004
10,10,37,073,LEON,Leon,FL,12684,187,292,1448,2074,1874,1957,2093,1716,672,340,31,0 to 119,47,6554,5993,137,12454,229,1,145,12057,201,418,84,428,12241,4,11,12440,389,10,28,1,210,189,0,399,2,13,115,78,57,57,65,29,9,3,0,0 to 87,36,143,219,9,28,22,343,34,76,11,38,9,6,7,428,205,223,398,29,1,15493,200,16126,15693,428,7,599,228,43,2.42861632663576,0.170704044186268
