ï»¿FID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,SHAPE_Length,SHAPE_Area
1,1,21,041,GILCHRIST,Gilchrist,FL,679,12,12,73,84,91,98,109,95,69,36,0,0 to 118,52,412,256,11,679,0,0,7,644,2,41,1,26,653,0,0,679,25,1,0,0,12,14,0,26,1,0,5,3,3,4,7,2,1,0,0,1 to 79,46,18,1,2,5,2,20,4,1,0,0,0,0,0,26,14,12,26,0,0,1242,0,1269,1242,26,0,56,39,50,1.42926667229121,0.0858306455074465
2,2,54,107,PUTNAM,Putnam,FL,3420,69,111,313,489,422,542,580,425,297,161,11,0 to 118,50,2161,1217,42,3412,8,0,78,3120,133,267,21,190,3227,1,2,3409,118,72,0,0,118,72,0,190,1,19,20,26,29,31,21,20,16,7,0,3 to 98,44,103,78,9,0,8,180,2,43,0,25,0,0,6,190,72,118,190,0,0,4496,8,4695,4504,190,6,170,101,42,2.24642787374222,0.19954202112213
3,3,62,123,TAYLOR,Taylor,FL,872,33,19,77,127,110,112,158,138,71,23,4,0 to 118,50,484,357,31,864,8,0,16,758,3,130,22,54,815,1,2,861,42,11,1,0,18,35,0,53,0,1,12,17,9,2,7,2,4,0,0,6 to 84,32,34,3,14,2,17,33,3,10,0,6,0,0,0,54,35,19,53,1,0,1137,7,1200,1144,54,0,142,40,47,2.58429378620819,0.251180544250225
4,4,46,091,OKALOOSA,Okaloosa,FL,6927,162,143,523,1001,982,908,1063,809,728,569,39,0 to 119,52,4228,2657,42,6786,140,1,131,6406,137,308,69,332,6595,0,0,6787,228,96,4,4,178,146,0,324,6,17,25,60,52,46,52,35,25,14,0,0 to 96,45,258,38,19,9,94,221,9,77,2,45,1,0,6,332,151,181,323,8,1,9640,132,10111,9772,332,6,742,337,58,3.21429590024741,0.223073367593869
5,5,7,013,CALHOUN,Calhoun,FL,532,5,4,42,47,78,74,90,83,71,37,1,0 to 99,56,318,196,18,532,0,0,4,442,4,54,3,66,466,0,0,532,49,17,0,0,51,15,0,66,0,0,6,4,4,2,2,7,20,21,0,20 to 99,78,46,11,0,9,0,52,14,12,0,6,0,0,5,66,15,51,66,0,0,634,0,702,634,66,5,94,32,52,1.88103049327488,0.139649278946295
6,6,50,099,PALM BEACH,Palm Beach,FL,67903,1003,1486,4723,8044,8032,9559,11693,10517,7384,3864,1598,0 to 119,55,37346,30280,277,67143,758,2,2063,61962,465,6548,339,8833,58734,196,140,66812,8574,142,111,6,4344,4365,7,8716,125,310,1013,1464,1365,1358,1205,823,668,496,6,0 to 104,45,3816,1609,1411,1880,2971,3748,1997,1905,31,1406,22,13,426,8833,4431,4395,8714,117,2,97387,638,107093,98025,8833,426,1987,1722,55,4.37197700721313,0.517626395458035
7,7,56,111,ST. LUCIE,St. Lucie,FL,9954,164,195,643,1184,1223,1521,1774,1645,1062,512,31,0 to 119,55,5718,4025,211,9807,147,0,389,8757,188,1092,73,883,8986,5,80,9722,797,75,11,0,460,410,2,872,14,25,80,148,127,148,132,94,65,50,0,0 to 97,48,326,178,81,287,125,411,336,188,1,132,2,0,36,883,415,466,872,11,0,16092,136,17117,16228,883,36,212,197,58,2.4043656096016,0.13681239009026
8,8,51,101,PASCO,Pasco,FL,13457,260,318,951,1573,1808,2130,2400,2134,1297,558,28,0 to 119,53,7883,5532,42,13382,75,0,196,12744,223,607,106,521,12915,2,19,13361,462,48,10,1,279,231,0,510,9,16,64,69,94,96,67,68,21,17,0,0 to 94,46,318,70,70,52,110,336,64,116,4,90,3,1,15,521,237,284,510,11,0,23129,64,23724,23193,521,15,929,378,48,2.21152384171728,0.18173091103068
9,9,20,039,GADSDEN,Gadsden,FL,2904,49,91,207,486,497,510,458,383,140,81,2,0 to 119,47,2020,871,13,2886,17,1,31,2658,46,308,15,304,2599,1,0,2886,291,9,4,0,222,78,0,300,3,6,18,64,71,60,31,27,14,10,0,0 to 98,43,119,129,15,37,31,219,50,56,0,52,0,0,4,304,78,226,299,4,1,4806,13,5129,4819,304,4,364,170,45,2.03339191693402,0.128633605861004
10,10,37,073,LEON,Leon,FL,12815,187,295,1479,2104,1892,1976,2110,1724,675,342,31,0 to 119,47,6645,6039,131,12582,232,1,162,12084,201,515,87,469,12329,3,14,12566,428,10,30,1,236,202,0,438,2,13,128,90,61,61,68,32,10,4,0,0 to 91,35,151,250,10,27,22,381,35,84,11,45,9,7,8,469,218,251,437,31,1,20205,201,20880,20406,469,8,694,278,43,2.42861632663576,0.170704044186268
