County,Cases,Deaths,Recovered,ReportDate
OKLAHOMA,1597,64,1295,2020-06-14
TULSA,1564,62,1044,2020-06-14
TEXAS,975,6,944,2020-06-14
CLEVELAND,546,40,477,2020-06-14
WASHINGTON,348,37,300,2020-06-14
COMANCHE,337,4,294,2020-06-14
CADDO,175,10,156,2020-06-14
WAGONER,169,17,135,2020-06-14
CANADIAN,150,3,131,2020-06-14
MCCURTAIN,148,2,77,2020-06-14
GRADY,117,3,101,2020-06-14
MCCLAIN,116,4,104,2020-06-14
OSAGE,112,8,90,2020-06-14
DELAWARE,108,16,84,2020-06-14
CREEK,106,7,89,2020-06-14
CHOCTAW,102,1,90,2020-06-14
PAYNE,100,1,45,2020-06-14
ROGERS,97,5,79,2020-06-14
ADAIR,96,4,87,2020-06-14
MUSKOGEE,77,8,48,2020-06-14
POTTAWATOMIE,71,4,59,2020-06-14
GREER,66,7,57,2020-06-14
KAY,65,7,49,2020-06-14
CARTER,57,1,49,2020-06-14
MAYES,56,4,28,2020-06-14
BRYAN,48,1,33,2020-06-14
CHEROKEE,48,1,31,2020-06-14
GARFIELD,47,1,26,2020-06-14
STEPHENS,45,1,39,2020-06-14
PITTSBURG,43,3,39,2020-06-14
PAWNEE,41,2,32,2020-06-14
CUSTER,41,0,31,2020-06-14
OTTAWA,37,2,33,2020-06-14
SEMINOLE,31,3,24,2020-06-14
BEAVER,30,0,27,2020-06-14
JACKSON,30,3,23,2020-06-14
OKMULGEE,30,0,25,2020-06-14
GARVIN,28,1,17,2020-06-14
NOWATA,25,1,22,2020-06-14
LINCOLN,24,2,20,2020-06-14
TILLMAN,23,1,22,2020-06-14
LOVE,23,0,18,2020-06-14
LOGAN,23,1,19,2020-06-14
SEQUOYAH,21,3,14,2020-06-14
PONTOTOC,21,2,15,2020-06-14
LE FLORE,20,1,13,2020-06-14
CRAIG,16,0,15,2020-06-14
MCINTOSH,16,1,12,2020-06-14
MARSHALL,15,0,11,2020-06-14
NOBLE,14,0,7,2020-06-14
KINGFISHER,12,0,12,2020-06-14
WOODWARD,11,0,5,2020-06-14
MURRAY,11,0,5,2020-06-14
BLAINE,10,0,9,2020-06-14
ATOKA,8,0,3,2020-06-14
BECKHAM,8,0,7,2020-06-14
PUSHMATAHA,7,0,3,2020-06-14
HASKELL,6,0,6,2020-06-14
COAL,6,0,4,2020-06-14
KIOWA,6,0,4,2020-06-14
LATIMER,6,1,4,2020-06-14
OKFUSKEE,6,0,6,2020-06-14
MAJOR,6,1,5,2020-06-14
WOODS,5,0,4,2020-06-14
JOHNSTON,5,0,3,2020-06-14
COTTON,5,2,3,2020-06-14
JEFFERSON,4,0,4,2020-06-14
DEWEY,4,0,2,2020-06-14
HUGHES,3,0,3,2020-06-14
GRANT,2,0,2,2020-06-14
WASHITA,2,0,1,2020-06-14
ALFALFA,1,0,1,2020-06-14
HARPER,1,0,1,2020-06-14
CIMARRON,1,0,1,2020-06-14
