ï»¿OBJECTID,IACountyID,FIPS,Name,State,Confirmed,Recovered,Deaths,last_updated,Country,pop_est_2018,individuals_tested,SHAPE_Length,SHAPE_Area
1,60,19119,Lyon,IA,65,46,0,2020/07/16 16:00:13,USA,11811,793,2.21275267122741,0.16910183462716
2,72,19143,Osceola,IA,70,50,0,2020/07/16 16:00:13,USA,6040,515,1.43454319723463,0.11486727457819
3,30,19059,Dickinson,IA,316,212,3,2020/07/16 16:00:13,USA,17153,3115,1.43802348033932,0.116176401058861
4,32,19063,Emmet,IA,100,67,0,2020/07/16 16:00:13,USA,9253,1164,1.43404643573087,0.115803243352621
5,3,19005,Allamakee,IA,139,120,4,2020/07/16 16:00:13,USA,13832,1662,1.84786172939921,0.189375563365928
6,55,19109,Kossuth,IA,58,27,0,2020/07/16 16:00:13,USA,14908,1516,2.12797026687415,0.279506512742556
7,96,19191,Winneshiek,IA,52,32,0,2020/07/16 16:00:13,USA,20029,1686,1.78870782385609,0.198184395037308
8,45,19089,Howard,IA,38,23,0,2020/07/16 16:00:13,USA,9187,1012,1.5222554542708,0.136239672336114
9,95,19189,Winnebago,IA,52,24,0,2020/07/16 16:00:13,USA,10518,1137,1.4353378151154,0.115503756567768
10,66,19131,Mitchell,IA,53,37,0,2020/07/16 16:00:13,USA,10569,1389,1.51579601242865,0.135076913448264
11,98,19195,Worth,IA,31,10,0,2020/07/16 16:00:13,USA,7453,747,1.43534589840123,0.115607405615691
12,84,19167,Sioux,IA,521,422,0,2020/07/16 16:00:13,USA,34909,3343,2.45753459118017,0.220121447846734
13,71,19141,Obrien,IA,99,74,1,2020/07/16 16:00:13,USA,13840,1413,1.63916495855897,0.164071999605506
14,21,19041,Clay,IA,153,105,1,2020/07/16 16:00:13,USA,16134,2120,1.63897894990378,0.163930120305046
15,74,19147,Palo Alto,IA,55,40,0,2020/07/16 16:00:13,USA,8929,1220,1.63360274301866,0.163027285618699
16,41,19081,Hancock,IA,70,50,2,2020/07/16 16:00:13,USA,10712,1401,1.64022442841417,0.164081009647297
17,17,19033,Cerro Gordo,IA,364,99,9,2020/07/16 16:00:13,USA,42647,5783,1.64167384598673,0.164593890089511
18,19,19037,Chickasaw,IA,34,32,0,2020/07/16 16:00:13,USA,11964,1279,1.5579330429406,0.144783457663011
19,34,19067,Floyd,IA,86,61,2,2020/07/16 16:00:13,USA,15761,2081,1.55184492435623,0.143525926262284
20,22,19043,Clayton,IA,52,41,3,2020/07/16 16:00:13,USA,17556,1737,2.20235204451794,0.226710827397518
21,33,19065,Fayette,IA,62,31,0,2020/07/16 16:00:13,USA,19660,2174,1.82861179547503,0.208640704071808
22,75,19149,Plymouth,IA,366,281,5,2020/07/16 16:00:13,USA,25095,3254,2.58616834565828,0.246019887462918
23,18,19035,Cherokee,IA,87,72,1,2020/07/16 16:00:13,USA,11321,1427,1.64015874620456,0.164270532443662
24,11,19021,Buena Vista,IA,1743,1653,12,2020/07/16 16:00:13,USA,19874,7378,1.64552268815282,0.1652216328257
25,76,19151,Pocahontas,IA,109,55,1,2020/07/16 16:00:13,USA,6740,1021,1.64124953372891,0.164761949621183
26,46,19091,Humboldt,IA,64,51,1,2020/07/16 16:00:13,USA,9547,1048,1.46962109997574,0.124113863794899
27,99,19197,Wright,IA,409,332,1,2020/07/16 16:00:13,USA,12690,2876,1.64480853659461,0.16568411709874
28,9,19017,Bremer,IA,126,79,7,2020/07/16 16:00:13,USA,24947,2761,1.47509845559349,0.125164627007619
