County,Cases,Deaths,Recovered,ReportDate
TULSA,5790,81,4629,2020-07-16
OKLAHOMA,5756,77,4283,2020-07-16
CLEVELAND,1576,40,1214,2020-07-16
TEXAS,1007,6,994,2020-07-16
MCCURTAIN,659,13,514,2020-07-16
CANADIAN,608,3,443,2020-07-16
COMANCHE,584,9,458,2020-07-16
PAYNE,499,2,448,2020-07-16
WASHINGTON,479,39,413,2020-07-16
WAGONER,434,19,329,2020-07-16
ROGERS,388,8,265,2020-07-16
GRADY,285,5,212,2020-07-16
MCCLAIN,277,4,223,2020-07-16
DELAWARE,272,17,204,2020-07-16
CREEK,233,9,183,2020-07-16
MUSKOGEE,230,14,138,2020-07-16
OSAGE,230,9,188,2020-07-16
CADDO,216,11,184,2020-07-16
BRYAN,205,1,138,2020-07-16
CARTER,203,2,158,2020-07-16
OKMULGEE,201,0,101,2020-07-16
OTTAWA,195,2,129,2020-07-16
POTTAWATOMIE,184,4,133,2020-07-16
JACKSON,166,3,50,2020-07-16
ADAIR,163,4,127,2020-07-16
MAYES,151,5,94,2020-07-16
GARVIN,143,3,114,2020-07-16
GARFIELD,140,2,105,2020-07-16
CHEROKEE,139,1,113,2020-07-16
KAY,139,9,106,2020-07-16
CHOCTAW,135,1,118,2020-07-16
LOGAN,117,1,77,2020-07-16
STEPHENS,106,1,74,2020-07-16
CUSTER,95,0,73,2020-07-16
PONTOTOC,95,2,58,2020-07-16
MCINTOSH,92,1,76,2020-07-16
PITTSBURG,82,3,66,2020-07-16
SEMINOLE,81,3,44,2020-07-16
LE FLORE,77,1,46,2020-07-16
PAWNEE,75,3,62,2020-07-16
SEQUOYAH,74,3,59,2020-07-16
GREER,71,7,58,2020-07-16
KINGFISHER,58,0,37,2020-07-16
NOBLE,56,1,46,2020-07-16
LINCOLN,53,2,37,2020-07-16
LOVE,49,0,48,2020-07-16
MARSHALL,49,0,39,2020-07-16
ATOKA,40,0,31,2020-07-16
NOWATA,40,1,37,2020-07-16
PUSHMATAHA,35,0,19,2020-07-16
BEAVER,32,0,32,2020-07-16
CRAIG,31,0,22,2020-07-16
TILLMAN,30,1,25,2020-07-16
MURRAY,28,0,25,2020-07-16
BECKHAM,25,0,14,2020-07-16
LATIMER,25,1,12,2020-07-16
JOHNSTON,23,0,14,2020-07-16
BLAINE,22,0,17,2020-07-16
OKFUSKEE,22,0,15,2020-07-16
HASKELL,19,0,12,2020-07-16
JEFFERSON,19,0,15,2020-07-16
KIOWA,18,1,12,2020-07-16
HUGHES,17,0,14,2020-07-16
WOODWARD,16,0,14,2020-07-16
MAJOR,16,1,13,2020-07-16
COAL,13,0,11,2020-07-16
WASHITA,12,0,6,2020-07-16
COTTON,12,2,7,2020-07-16
WOODS,11,0,8,2020-07-16
DEWEY,4,0,4,2020-07-16
HARMON,4,0,2,2020-07-16
GRANT,3,0,2,2020-07-16
HARPER,2,0,1,2020-07-16
ROGER MILLS,2,0,0,2020-07-16
ELLIS,1,0,1,2020-07-16
CIMARRON,1,0,1,2020-07-16
ALFALFA,1,0,1,2020-07-16
