OBJECTID,CNTYNAME,CNTYFIPS,ADPHDistrict,CONFIRMED,DIED,Shape__Area,Shape__Length,REPORTED_DEATH,GlobalID,LabTestCount
14205,Autauga,01001,East Central,17,1,0.150198352049983,2.1379328255407,1,2c5f2deb-2080-4223-8535-948be1c56bf8,158
14206,Baldwin,01003,Southwestern,59,0,0.400159431601878,6.69300034847276,1,07b2dc80-cb6c-4559-8ee4-6c9aeaf37ac6,789
14207,Barbour,01005,Southeastern,9,0,0.223267704174077,2.69097505269632,0,42d82c1b-14f0-49cb-b906-57f352060ed3,56
14208,Bibb,01007,West Central,11,0,0.156476914356972,1.8951692775798,0,14979f6c-5163-42c1-a6ec-43388d2b4b95,149
14209,Blount,01009,Northeastern,12,0,0.164406638341006,2.45274784751908,0,f75ddf84-382e-4fb1-af13-a27e3fae2862,106
14210,Bullock,01011,East Central,4,0,0.154671563531792,2.06480197165101,0,516c6011-01d1-410e-8044-2831cefbbafd,23
14211,Butler,01013,Southeastern,3,0,0.191776547733298,1.83587954870993,0,4ca1a2ae-d0ab-4739-9f6f-c9ba54ce4929,56
14212,Calhoun,01015,Northeastern,54,0,0.154366224232035,2.21070839394633,0,357e49c4-af69-4d7f-bfe0-2929f472c22f,237
14213,Chambers,01017,East Central,171,8,0.150563980768084,1.72306516183319,8,298cb4ee-1bc2-4081-8bfb-18a1ae3af262,267
14214,Cherokee,01019,Northeastern,7,0,0.151975822791428,1.89808177880757,0,d944dcf1-7c13-4256-96b3-fdffd5a31f0a,65
14215,Chilton,01021,West Central,27,0,0.174837510280213,2.09165532433194,0,9fdb3240-de6e-4f89-8b64-26b20b91cb52,149
14216,Choctaw,01023,Southwestern,7,0,0.227681129400253,2.68700551554037,0,62208f1f-01bf-426c-aa43-936be977ed74,35
14217,Clarke,01025,Southwestern,13,0,0.308508819690587,3.78655552072513,0,6a4e6725-b635-452d-bd66-0859e7e6fec7,121
14218,Clay,01027,Northeastern,11,0,0.151874743437702,2.02332180215824,0,f89f4067-ca2b-4204-b6b3-ca65f560ee6e,66
14219,Cleburne,01029,Northeastern,12,0,0.141259985723536,2.17578212063938,0,1b5ed8b2-3038-4427-b87f-19347f923103,30
14220,Coffee,01031,Southeastern,14,0,0.167143203828118,1.67989540600381,0,7bc075af-7d8a-43e0-a0dd-8071f9df4cc9,107
14221,Colbert,01033,Northern,8,1,0.15857369348987,2.31239229125845,1,7137b372-a665-4c11-b334-17dc0e12abb6,239
