ï»¿OBJECTID,CNTYNAME,CNTYFIPS,ADPHDistrict,CONFIRMED,DIED,Shape__Area,Shape__Length,GlobalID,LabTestCount
47558,Autauga,01001,East Central,733,17,0.150198352049983,2.1379328255407,f6045cf1-ef33-48bf-85ae-853527259e93,5225
47559,Baldwin,01003,Southwestern,1396,11,0.400159431601878,6.69300034847276,763f3a28-6e5d-40e7-842a-5b61026bbd8a,20495
47560,Barbour,01005,Southeastern,413,3,0.223267704174077,2.69097505269632,549a73dd-a290-4271-8d68-9c7f6b875fa6,2305
47561,Bibb,01007,West Central,232,2,0.156476914356972,1.8951692775798,7937b5fd-a666-4d8b-8ebe-25db7b8e9925,2475
47562,Blount,01009,Northeastern,344,1,0.164406638341006,2.45274784751908,845570e1-dbd8-4a6f-8d93-4c191eba57db,4098
47563,Bullock,01011,East Central,380,10,0.154671563531792,2.06480197165101,a9cc1b61-987d-4b00-bdfc-7b796ecfdc0c,1471
47564,Butler,01013,Southeastern,656,31,0.191776547733298,1.83587954870993,b930d7cc-a07b-4ccd-9be4-9f1e4f1fd879,2709
47565,Calhoun,01015,Northeastern,577,6,0.154366224232035,2.21070839394633,ceb15764-c5a8-4611-908c-512fbc07f80c,8982
47566,Chambers,01017,East Central,693,32,0.150563980768084,1.72306516183319,0f392de9-2f0a-4f7f-b8e8-2a0977a2ae71,3782
47567,Cherokee,01019,Northeastern,135,7,0.151975822791428,1.89808177880757,10d211ae-9d5f-4be0-8a90-ab4c159c17d8,1722
47568,Chilton,01021,West Central,356,3,0.174837510280213,2.09165532433194,3d78b5a4-f7df-4706-be0f-f476f7054a9b,3527
47569,Choctaw,01023,Southwestern,221,12,0.227681129400253,2.68700551554037,9c63a327-908e-40b6-bd37-fb55fab5e69c,772
47570,Clarke,01025,Southwestern,329,6,0.308508819690587,3.78655552072513,91b3bbf1-a982-4446-a5c9-ebef9c2a414f,2823
47571,Clay,01027,Northeastern,92,2,0.151874743437702,2.02332180215824,1c9f6895-5984-447a-83d2-e7c10c8d1ad8,1024
47572,Cleburne,01029,Northeastern,53,1,0.141259985723536,2.17578212063938,59f3906a-63c9-4b0c-9a29-12a9766a6994,699
47573,Coffee,01031,Southeastern,453,4,0.167143203828118,1.67989540600381,4df79588-0008-4202-9d1e-781c14cdf6ec,4346
47574,Colbert,01033,Northern,582,6,0.15857369348987,2.31239229125845,fb91b924-a91a-4a39-a047-ea8510b96647,5709
47575,Conecuh,01035,Southwestern,247,8,0.209509978242295,2.59686142559656,52906c90-77b8-4e46-9bb4-9df6261326f8,1215
47576,Coosa,01037,East Central,69,1,0.16640708911109,1.7505584986585,b11267bb-4251-4307-ba0f-1f1e7362820b,624
47577,Covington,01039,Southeastern,439,13,0.255971892285061,2.38709591035509,65da2891-8b52-4d2a-bd8e-205fa9d46765,3499
47578,Crenshaw,01041,Southeastern,140,3,0.150571897113878,2.31806123117494,536838fb-02eb-4efe-9b4f-44576d28297c,1340
47579,Cullman,01043,Northern,689,6,0.191087821164047,2.50218505547441,e16d7e95-ee9a-4dfd-ba37-f027ea59eb7b,7542
47580,Dale,01045,Southeastern,414,2,0.138259666605563,1.65151999951547,620a3e63-69ae-4c8f-b286-38c518cbb817,4079
47581,Dallas,01047,Southwestern,1028,10,0.246497505086154,3.13752996820932,b5b8d3a4-701c-458f-8a57-6d98bb0c2626,5792
47582,DeKalb,01049,Northeastern,1118,7,0.197848401841384,2.21695752803772,8a5a59c7-20a6-431f-a7dc-3b71a3ea3c73,7121
47583,Elmore,01051,East Central,1101,24,0.163505782545826,2.27519521591255,c4c7a5ac-4b83-4da7-b43d-36c4bca5c6bd,8270
47584,Escambia,01053,Southwestern,522,8,0.233446648119298,2.50306921694382,dfc2bd68-885b-449d-9623-c10f0a0fb11a,3509
47585,Etowah,01055,Northeastern,1104,14,0.138757597037284,2.10053621990475,ed0b35ce-68d2-493e-a90b-46a4847fbfd6,11898
47586,Fayette,01057,West Central,90,2,0.158552104918499,1.83779224583562,0ae658d3-4a38-4d2c-b892-71e1d33a4fb4,1553
47587,Franklin,01059,Northern,960,16,0.164243463038702,1.78358559509712,9de39612-dca0-4ac0-832d-97b0f99de414,4325
47588,Geneva,01061,Southeastern,106,0,0.141768015065281,1.83488097279248,e0d5f87c-8c19-4910-a189-63f6a202174d,1729
47589,Greene,01063,West Central,201,9,0.164666965815741,3.57766804402764,6ff3da92-4017-43af-8253-346236dab6c0,1127
47590,Hale,01065,West Central,367,23,0.163613340422671,2.4799010938001,3a6a5bfd-b96a-428a-8ed3-98442cab9236,2588
47591,Henry,01067,Southeastern,161,3,0.139761467476774,1.63725823418183,7eb2b15d-c29a-472a-bcfd-b72013f75112,1594
47592,Houston,01069,Southeastern,658,7,0.142463779205855,2.10452810210549,7ee70465-89e4-4519-8c94-4a84926a661c,11062
47593,Jackson,01071,Northern,472,2,0.287410215888713,2.67694940746419,3e528d4f-e875-4534-8aa7-681f589e81f0,6462
47594,Jefferson,01073,Jefferson,7186,174,0.282606031405749,2.91318939557353,f6f391c6-9101-43af-aca6-d0c96944bddf,89313
47595,Lamar,01075,West Central,95,1,0.15263540616661,1.64069081755141,59fd34cf-191f-4941-9431-92607e1aeb89,1145
47596,Lauderdale,01077,Northern,633,7,0.184043571131042,2.55716948814366,a879fc05-3cb3-4eb3-a85e-32816b1e51fb,8987
47597,Lawrence,01079,Northern,151,0,0.182392737623559,1.92975383451283,5ac42b55-029c-4852-88ea-97cc79cd4f48,1592
47598,Lee,01081,East Central,1716,37,0.153274187500529,2.0496448391292,90daac84-1112-4ba5-95ff-ef03d81a1ecf,14579
47599,Limestone,01083,Northern,691,4,0.155003206122046,1.71814668265853,cf56231d-f605-4b7a-8f46-a4eec33868a0,6638
47600,Lowndes,01085,East Central,497,23,0.179493868658938,2.34426217715912,797d3dea-879c-4f8f-9393-2f28762809d6,1577
47601,Macon,01087,East Central,227,9,0.152225727451423,2.0876916570357,6d1cc984-7db4-417c-96c8-f5d0696796ae,1685
47602,Madison,01089,Northern,2729,9,0.207245811581288,2.4192510631746,ee94ddb0-91a9-4b20-87c0-24b7392c84ed,39046
47603,Marengo,01091,Southwestern,364,11,0.243586589216875,2.64368581241414,b6756a62-7058-43bd-b8d0-1c3127d7f868,3085
47604,Marion,01093,Northern,332,14,0.188224455607951,1.90243452461428,810e4bd4-196f-4b8d-a5a5-8e021aa07a9e,2658
47605,Marshall,01095,Northern,2090,12,0.158193819913322,2.22984018931076,e4c89685-41dd-4d83-b561-e7187e620576,13178
47606,Mobile,01097,Mobile,5206,147,0.307697348295278,4.83629332281426,669650dc-9ad0-4b41-8826-1a4f329de499,46306
47607,Monroe,01099,Southwestern,277,3,0.254517578378227,2.83753802882174,e0d78c7b-a312-4013-b1e1-176e665bc815,2429
47608,Montgomery,01101,East Central,4690,114,0.198182172648103,2.60770290702687,8b688777-1b3f-4a37-95ed-a5d7444f034c,24296
47609,Morgan,01103,Northern,1429,6,0.152203319983528,1.80617511452274,417f5f87-58a3-4e90-ad05-9a770427eb6e,11864
47610,Perry,01105,West Central,263,2,0.18021159047953,2.14838023913143,e073e9e8-102f-46d7-b134-aec6d3c1c9b3,1885
47611,Pickens,01107,West Central,280,6,0.22311596802615,2.22345505777214,08edf2f0-4f89-4275-9cba-58be6d5f4584,2100
47612,Pike,01109,Southeastern,491,5,0.166038209106773,2.23104055343355,8c27f9ff-fca6-443c-a06b-c33c2234fda1,3781
47613,Randolph,01111,Northeastern,279,10,0.14646191250813,1.58584516900329,9cd6ee61-d3d2-4250-a262-b5837348a6a9,1946
47614,Russell,01113,East Central,734,0,0.160426072907967,2.13411394127528,7646b1e8-535f-4949-bd68-a632443d7fdf,4882
47615,St. Clair,01115,Northeastern,646,3,0.164611790120262,2.46182521198285,9c55488a-5cb7-4bc5-ab6a-eea87cb74441,8974
47616,Shelby,01117,Northeastern,1820,26,0.202879219246825,2.52559193618872,457138ea-06bb-49e0-90f9-dad45fb66bcc,23290
47617,Sumter,01119,West Central,304,13,0.227210820567734,3.07842876540608,71a681cb-8146-4e01-af67-b6db69ddf076,1545
47618,Talladega,01121,Northeastern,433,7,0.190828489604655,2.7296175303427,83d50a7f-ec80-40c4-9fbb-aa7fbba7a568,7315
47619,Tallapoosa,01123,East Central,646,69,0.191182308914904,2.16459004269042,7e8f518d-be4d-43ac-a650-72f5b8227070,5572
47620,Tuscaloosa,01125,West Central,2777,54,0.338742577944004,2.90058009044742,93c2e63e-d05f-4284-a316-36967de149d1,26942
47621,Walker,01127,West Central,1126,35,0.20307720239839,2.39750884765462,ce375bd2-d441-4248-9ebe-b5819c497536,8555
47622,Washington,01129,Southwestern,158,8,0.26740407070929,2.63236527422465,79e6315e-4e9b-4b70-a21b-37e6335700a6,1375
47623,Wilcox,01131,Southwestern,325,8,0.224284362669096,2.68126387368409,9f96af3a-659d-4ab0-b584-4772d0c19c19,1491
47624,Winston,01133,Northern,315,7,0.159972008442992,1.68720534678178,7a8854cf-4f04-4a7b-a0af-650b1f7d4554,2751
47625,Unknown or Out of State,99999,Unknown,0,0,12.9086340951542,16.2873566339486,34be7c78-2274-4e19-a034-47c5b1503f4c,0
