ï»¿OBJECTID,IACountyID,FIPS,Name,State,Confirmed,Recovered,Deaths,last_updated,Country,pop_est_2018,individuals_tested,SHAPE_Length,SHAPE_Area
29,35,19069,Franklin,IA,115,65,0,2020/07/14 16:00:17,USA,10124,1370,1.64758090698267,0.165817716686447
30,12,19023,Butler,IA,71,55,2,2020/07/14 16:00:17,USA,14539,1724,1.64581994704863,0.165677440567865
31,31,19061,Dubuque,IA,1012,436,23,2020/07/14 16:00:17,USA,96854,15517,1.9659850064536,0.174834340738589
32,28,19055,Delaware,IA,58,50,1,2020/07/14 16:00:17,USA,17069,1601,1.65320344218239,0.164157256355936
33,94,19187,Webster,IA,436,163,5,2020/07/14 16:00:17,USA,36277,5854,1.89365250486713,0.203631378398526
34,10,19019,Buchanan,IA,65,40,1,2020/07/14 16:00:17,USA,21199,2233,1.66302867060044,0.162502933178709
35,7,19013,Black Hawk,IA,2540,1898,59,2020/07/14 16:00:17,USA,132408,18901,1.6690521466628,0.162374630605809
36,97,19193,Woodbury,IA,3360,3124,44,2020/07/14 16:00:17,USA,102539,17957,2.42636247129416,0.248549990860172
37,47,19093,Ida,IA,23,21,0,2020/07/14 16:00:17,USA,6841,731,1.53905385133514,0.122291609116611
38,81,19161,Sac,IA,69,59,0,2020/07/14 16:00:17,USA,9719,1394,1.76241111854249,0.163752090137135
39,13,19025,Calhoun,IA,66,50,2,2020/07/14 16:00:17,USA,9699,1269,1.73628628486417,0.161997583069679
40,40,19079,Hamilton,IA,206,185,1,2020/07/14 16:00:17,USA,14952,2166,1.71314143947394,0.163503770113021
41,42,19083,Hardin,IA,92,52,0,2020/07/14 16:00:17,USA,16868,2041,1.69000296456947,0.161385418032918
42,38,19075,Grundy,IA,48,30,0,2020/07/14 16:00:17,USA,12304,1377,1.67802338743871,0.142127445949025
43,49,19097,Jackson,IA,72,19,0,2020/07/14 16:00:17,USA,19432,1744,2.07834736694484,0.183296848633463
44,53,19105,Jones,IA,74,56,1,2020/07/14 16:00:17,USA,20744,1758,1.6299162569308,0.162684664504456
45,57,19113,Linn,IA,1417,1153,84,2020/07/14 16:00:17,USA,225909,23749,1.80674092166282,0.204193692873201
46,6,19011,Benton,IA,78,60,1,2020/07/14 16:00:17,USA,25642,2399,1.80588730837179,0.202483172750458
47,86,19171,Tama,IA,490,414,29,2020/07/14 16:00:17,USA,16904,2626,1.80688300401416,0.203440469857114
48,67,19133,Monona,IA,78,61,0,2020/07/14 16:00:17,USA,8679,975,2.12316354201373,0.196795369826852
49,24,19047,Crawford,IA,680,640,3,2020/07/14 16:00:17,USA,17158,3143,1.85534418535146,0.201377793645609
50,14,19027,Carroll,IA,117,98,1,2020/07/14 16:00:17,USA,20154,2329,1.6197601288418,0.160534308640552
51,37,19073,Greene,IA,31,27,0,2020/07/14 16:00:17,USA,8981,978,1.62157185711836,0.160866715753459
52,8,19015,Boone,IA,174,121,1,2020/07/14 16:00:17,USA,26346,3123,1.62489466407202,0.161510465217336
53,85,19169,Story,IA,880,494,8,2020/07/14 16:00:17,USA,98105,9691,1.62511481218105,0.161547069415365
54,64,19127,Marshall,IA,1104,956,19,2020/07/14 16:00:17,USA,39981,6486,1.62374952565441,0.161426130789666
55,23,19045,Clinton,IA,139,71,1,2020/07/14 16:00:17,USA,46518,3863,2.24361687413681,0.199530757525976
56,16,19031,Cedar,IA,96,71,1,2020/07/14 16:00:17,USA,18627,1897,1.63234594510688,0.163181818164524
57,43,19085,Harrison,IA,63,47,0,2020/07/14 16:00:17,USA,14134,1220,2.15390456644706,0.196078880287994
58,83,19165,Shelby,IA,119,112,0,2020/07/14 16:00:17,USA,11578,1201,1.74937315948455,0.165599269790057
59,5,19009,Audubon,IA,18,15,1,2020/07/14 16:00:17,USA,5506,541,1.50015453828969,0.124202963325951
60,39,19077,Guthrie,IA,82,59,4,2020/07/14 16:00:17,USA,10720,1230,1.72265090697959,0.16608372356967
61,52,19103,Johnson,IA,1492,874,8,2020/07/14 16:00:17,USA,151260,18708,1.84505285201909,0.174467390398262
62,25,19049,Dallas,IA,1426,1089,31,2020/07/14 16:00:17,USA,90180,12359,1.68881467047954,0.165695923991871
63,48,19095,Iowa,IA,63,46,1,2020/07/14 16:00:17,USA,16141,2029,1.64529790199185,0.164521602033462
64,77,19153,Polk,IA,7652,5473,185,2020/07/14 16:00:17,USA,487204,62904,1.79851653423037,0.165798164756224
65,79,19157,Poweshiek,IA,112,96,8,2020/07/14 16:00:17,USA,18699,1422,1.64560614400894,0.164235421919034
66,50,19099,Jasper,IA,357,280,17,2020/07/14 16:00:17,USA,37147,3586,1.89209025622817,0.205206542990887
67,82,19163,Scott,IA,1117,609,10,2020/07/14 16:00:17,USA,173283,17177,1.9042879308868,0.131101028674465
68,70,19139,Muscatine,IA,696,573,45,2020/07/14 16:00:17,USA,42929,5367,1.6483485078502,0.125418794461856
69,78,19155,Pottawattamie,IA,841,677,13,2020/07/14 16:00:17,USA,93533,11335,2.6701405613069,0.26717770427194
70,15,19029,Cass,IA,30,24,0,2020/07/14 16:00:17,USA,12930,983,1.60199838221897,0.157431037196136
71,92,19183,Washington,IA,255,221,9,2020/07/14 16:00:17,USA,22141,2540,1.65656170409436,0.158972056822445
72,1,19001,Adair,IA,17,13,0,2020/07/14 16:00:17,USA,7063,630,1.61086976908435,0.158860246110915
73,54,19107,Keokuk,IA,24,17,1,2020/07/14 16:00:17,USA,10225,862,1.62594763010153,0.161616444275989
74,91,19181,Warren,IA,338,232,1,2020/07/14 16:00:17,USA,51056,5700,1.70656061378754,0.159602417083592
75,61,19121,Madison,IA,57,37,2,2020/07/14 16:00:17,USA,16249,1578,1.60028745529922,0.15659955195822
76,62,19123,Mahaska,IA,120,99,17,2020/07/14 16:00:17,USA,22000,1554,1.61487375875982,0.15983170541375
77,63,19125,Marion,IA,85,65,0,2020/07/14 16:00:17,USA,33407,2289,1.60953916629708,0.158906678664242
78,58,19115,Louisa,IA,367,343,13,2020/07/14 16:00:17,USA,11169,1548,1.75283719716366,0.11609984092493
79,65,19129,Mills,IA,53,32,0,2020/07/14 16:00:17,USA,15063,2147,1.5081338641808,0.122132457358878
80,69,19137,Montgomery,IA,15,8,2,2020/07/14 16:00:17,USA,10003,894,1.42941494131685,0.117877281210496
81,2,19003,Adams,IA,8,8,0,2020/07/14 16:00:17,USA,3645,316,1.4306796476061,0.11799264030139
82,44,19087,Henry,IA,93,78,3,2020/07/14 16:00:17,USA,20067,1952,1.39048367232224,0.120982880824429
83,51,19101,Jefferson,IA,63,49,0,2020/07/14 16:00:17,USA,18381,1406,1.44973415457871,0.121161607057882
84,88,19175,Union,IA,43,29,0,2020/07/14 16:00:17,USA,12359,1519,1.43050961959233,0.11811537729096
85,90,19179,Wapello,IA,715,672,31,2020/07/14 16:00:17,USA,35205,4497,1.44530198981096,0.120895576009114
86,20,19039,Clarke,IA,145,118,3,2020/07/14 16:00:17,USA,9423,1173,1.43809321574798,0.119709743384459
87,59,19117,Lucas,IA,35,24,4,2020/07/14 16:00:17,USA,8645,592,1.44258508735791,0.120474549754265
88,68,19135,Monroe,IA,54,43,7,2020/07/14 16:00:17,USA,7790,599,1.4424093876936,0.120378125777524
89,29,19057,Des Moines,IA,102,81,2,2020/07/14 16:00:17,USA,39138,3149,1.57405850996194,0.118960734514806
90,36,19071,Fremont,IA,11,6,0,2020/07/14 16:00:17,USA,6993,465,1.62288194461822,0.142660581927864
91,73,19145,Page,IA,22,20,0,2020/07/14 16:00:17,USA,15249,1318,1.59150363876605,0.147859442418914
92,87,19173,Taylor,IA,81,78,0,2020/07/14 16:00:17,USA,6191,707,1.57094727247982,0.147630696055921
93,80,19159,Ringgold,IA,16,12,1,2020/07/14 16:00:17,USA,4968,590,1.56326766465177,0.148728871032954
94,89,19177,Van Buren,IA,21,16,1,2020/07/14 16:00:17,USA,7020,495,1.53592818808525,0.135569861036805
95,26,19051,Davis,IA,43,36,1,2020/07/14 16:00:17,USA,9017,650,1.52608960383686,0.139392794520039
96,27,19053,Decatur,IA,13,11,0,2020/07/14 16:00:17,USA,7890,485,1.55809398057972,0.147367102513795
97,93,19185,Wayne,IA,11,9,0,2020/07/14 16:00:17,USA,6401,376,1.5512558166716,0.14558185877792
98,4,19007,Appanoose,IA,29,18,3,2020/07/14 16:00:17,USA,12437,1015,1.54004938261221,0.142517166196449
99,56,19111,Lee,IA,54,43,2,2020/07/14 16:00:17,USA,34055,2196,2.02947882960938,0.148544768599951
100,,0,Pending Investigation,IA,36,3,0,2020/07/14 16:00:17,Unknown,,3746,0.0109425719999763,6.80092135452429e-06
