County,Cases,Deaths,Recovered,ReportDate
TULSA,5448,78,4271,2020-07-14
OKLAHOMA,5259,75,3875,2020-07-14
CLEVELAND,1448,40,1111,2020-07-14
TEXAS,1006,6,991,2020-07-14
MCCURTAIN,631,12,485,2020-07-14
CANADIAN,543,3,383,2020-07-14
COMANCHE,517,9,427,2020-07-14
PAYNE,484,2,436,2020-07-14
WASHINGTON,465,39,401,2020-07-14
WAGONER,400,19,307,2020-07-14
ROGERS,359,7,235,2020-07-14
MCCLAIN,261,4,214,2020-07-14
DELAWARE,261,17,185,2020-07-14
GRADY,254,5,167,2020-07-14
CREEK,223,8,168,2020-07-14
OSAGE,221,8,180,2020-07-14
MUSKOGEE,216,14,124,2020-07-14
CADDO,210,11,182,2020-07-14
BRYAN,190,1,121,2020-07-14
CARTER,186,2,138,2020-07-14
OKMULGEE,186,0,83,2020-07-14
OTTAWA,183,2,111,2020-07-14
POTTAWATOMIE,172,4,121,2020-07-14
ADAIR,144,4,123,2020-07-14
MAYES,139,5,88,2020-07-14
GARVIN,133,3,101,2020-07-14
GARFIELD,132,2,86,2020-07-14
CHEROKEE,131,1,100,2020-07-14
KAY,129,8,102,2020-07-14
CHOCTAW,128,1,114,2020-07-14
LOGAN,101,1,64,2020-07-14
STEPHENS,89,1,68,2020-07-14
MCINTOSH,88,1,61,2020-07-14
CUSTER,85,0,67,2020-07-14
PONTOTOC,82,2,49,2020-07-14
PITTSBURG,81,3,63,2020-07-14
SEMINOLE,78,3,41,2020-07-14
PAWNEE,73,3,60,2020-07-14
JACKSON,72,3,44,2020-07-14
SEQUOYAH,70,3,54,2020-07-14
GREER,69,7,57,2020-07-14
LE FLORE,63,1,38,2020-07-14
NOBLE,53,1,40,2020-07-14
KINGFISHER,50,0,32,2020-07-14
LOVE,48,0,43,2020-07-14
MARSHALL,47,0,36,2020-07-14
LINCOLN,47,2,31,2020-07-14
ATOKA,42,0,25,2020-07-14
NOWATA,39,1,37,2020-07-14
BEAVER,32,0,32,2020-07-14
PUSHMATAHA,31,0,18,2020-07-14
CRAIG,27,0,22,2020-07-14
TILLMAN,25,1,24,2020-07-14
MURRAY,25,0,24,2020-07-14
LATIMER,22,1,11,2020-07-14
BECKHAM,22,0,10,2020-07-14
BLAINE,22,0,17,2020-07-14
OKFUSKEE,20,0,15,2020-07-14
JEFFERSON,18,0,10,2020-07-14
JOHNSTON,18,0,12,2020-07-14
KIOWA,17,1,11,2020-07-14
HASKELL,17,0,11,2020-07-14
HUGHES,15,0,14,2020-07-14
WOODWARD,15,0,13,2020-07-14
MAJOR,15,1,11,2020-07-14
COTTON,12,2,7,2020-07-14
COAL,12,0,9,2020-07-14
WOODS,11,0,7,2020-07-14
WASHITA,10,0,4,2020-07-14
DEWEY,4,0,4,2020-07-14
HARMON,3,0,2,2020-07-14
GRANT,3,0,2,2020-07-14
ELLIS,2,0,2,2020-07-14
HARPER,2,0,1,2020-07-14
ALFALFA,1,0,1,2020-07-14
CIMARRON,1,0,1,2020-07-14
