ï»¿FID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,SHAPE_Length,SHAPE_Area
1,1,21,041,GILCHRIST,Gilchrist,FL,362,8,7,36,53,47,57,57,50,35,12,0,0 to 118,50,218,136,8,362,0,0,3,355,2,14,1,7,355,0,0,362,6,1,0,0,4,3,0,7,0,0,0,1,1,2,2,1,0,0,0,25 to 73,52,6,1,0,0,0,7,0,1,0,0,0,0,0,7,3,4,7,0,0,292,18,311,310,7,0,14,1,50,1.42926667229121,0.0858306455074465
2,2,54,107,PUTNAM,Putnam,FL,2528,52,77,229,354,320,401,388,319,241,138,9,0 to 118,50,1628,854,46,2523,5,0,71,2306,133,204,17,127,2395,4,2,2517,83,44,0,0,76,51,0,127,0,11,13,15,19,19,11,18,14,7,0,6 to 98,47,72,51,4,0,4,120,3,28,0,15,0,0,3,127,51,76,127,0,0,2803,32,2997,2835,127,3,93,28,42,2.24642787374222,0.19954202112213
3,3,62,123,TAYLOR,Taylor,FL,365,24,12,14,42,46,50,62,67,33,13,2,0 to 118,54,189,152,24,364,1,0,14,332,3,65,3,3,362,0,0,364,3,0,0,0,3,0,0,3,0,0,0,1,0,1,1,0,0,0,0,29 to 60,47,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,3,0,0,2585,7,2866,2592,3,0,19,2,47,2.58429378620819,0.251180544250225
4,4,46,091,OKALOOSA,Okaloosa,FL,3454,108,87,278,558,558,494,560,402,241,134,34,0 to 119,47,2080,1339,35,3324,129,1,94,3147,137,181,61,174,3279,1,0,3324,89,78,3,4,90,77,0,167,3,4,5,23,23,22,34,28,21,11,0,0 to 96,56,132,27,8,0,28,139,0,48,1,27,0,0,5,174,81,93,166,7,1,11804,47,12574,11851,174,5,430,122,58,3.21429590024741,0.223073367593869
5,5,7,013,CALHOUN,Calhoun,FL,342,1,3,30,31,54,43,59,51,46,23,1,0 to 99,56,203,121,18,342,0,0,3,295,4,28,3,38,303,1,0,341,23,15,0,0,31,7,0,38,0,0,4,3,4,1,2,6,8,10,0,20 to 99,74,24,7,1,6,0,30,8,10,0,4,0,0,1,38,7,31,38,0,0,9744,185,10265,9929,38,1,65,20,52,1.88103049327488,0.139649278946295
6,6,50,099,PALM BEACH,Palm Beach,FL,48088,649,844,3099,5566,5777,6981,8569,7436,5007,2578,1582,0 to 115,55,26800,21068,220,47528,558,2,824,45730,465,2743,197,4391,43372,227,98,47209,4181,127,77,6,2098,2206,4,4308,25,60,379,631,635,659,668,563,471,297,3,0 to 104,52,2022,803,518,965,1125,2123,1060,1020,26,777,16,11,271,4391,2252,2135,4306,83,2,7711,184,8297,7895,4391,271,707,444,55,4.37197700721313,0.517626395458035
7,7,56,111,ST. LUCIE,St. Lucie,FL,5964,107,123,361,657,710,928,1086,1064,673,241,14,0 to 102,55,3412,2376,176,5864,100,0,254,5329,188,576,64,313,5582,5,64,5795,286,18,9,0,173,131,0,304,2,4,21,33,46,48,49,50,36,24,0,3 to 97,55,174,71,31,28,52,215,37,115,0,83,0,0,27,313,134,179,304,9,0,5612,91,6021,5703,313,27,73,58,58,2.4043656096016,0.13681239009026
8,8,51,101,PASCO,Pasco,FL,9411,158,214,620,1133,1344,1570,1687,1434,866,370,15,0 to 119,52,5587,3792,32,9356,55,0,134,8984,223,407,91,313,9075,7,16,9333,260,43,9,1,157,146,0,303,6,7,25,35,62,63,43,45,15,12,0,1 to 94,49,199,35,40,29,63,206,34,78,4,61,3,1,9,313,152,161,303,10,0,0,0,-16,0,313,9,556,169,48,2.21152384171728,0.18173091103068
9,9,20,039,GADSDEN,Gadsden,FL,1156,26,40,94,148,176,219,194,168,64,25,2,0 to 98,49,712,432,12,1150,5,1,11,1011,46,145,12,180,972,2,2,1147,169,7,4,0,123,53,0,176,1,2,10,27,40,39,24,20,11,6,0,4 to 98,46,29,91,5,51,9,106,61,36,0,34,0,0,1,180,53,127,175,4,1,8768,56,9653,8824,180,1,186,77,45,2.03339191693402,0.128633605861004
10,10,37,073,LEON,Leon,FL,8423,130,183,904,1490,1351,1392,1409,1050,355,131,28,0 to 116,46,4027,4269,127,8300,122,1,103,8004,201,285,67,276,8130,3,14,8284,250,10,15,1,141,119,0,260,1,3,44,57,44,44,52,24,4,3,0,2 to 87,43,101,129,8,22,16,219,25,68,9,33,9,5,6,276,129,147,259,16,1,335,0,343,335,276,6,465,197,43,2.42861632663576,0.170704044186268
