ï»¿OBJECTID,NAME,MOHSISNAME,POP00,Shape__Area,Shape__Length,Cases,Deaths,SPHL,OtherLabs,twenty,thirty,fourty,fifty,sixty,Travel,Contact,Un_known,seventy,under20,NoKnownContact,GlobalID,CreationDate,Creator,EditDate,Editor,twenty1,thirty1,fourty1,fifty1,sixty1,seventy1,eighty,Male,Women,UnknownGender,Population
11,Sullivan,SULLIVAN,6221,1686257031.65051,164531.067550778,34,0,,,,,,,,,,,,,,d162e0d9-83c3-4f98-9206-258085980877,2020/03/24 20:48:38.049+00,mophep,2020/05/16 18:59:30.662+00,mophep,,,,,,,,,,,
12,Adair,ADAIR,25339,1473830723.49438,155201.837083418,23,0,,11,742,718,871,990,736,200,215,3745,464,352,46,952ffff8-7077-40a5-be5c-7173cdd1dca1,2020/03/24 20:48:38.049+00,mophep,2020/05/16 19:05:09.963+00,mophep,627,717,763,905,941,596,1244,4857,5749,9,
13,Knox,KNOX,3947,1311676584.00513,145916.428736743,0,0,,,,,,,,,,,,,,cbe8788e-7cf6-4350-8c8b-00c87404924b,2020/03/24 20:48:38.049+00,mophep,2020/05/01 22:04:40.914+00,mophep,,,,,,,,,,,
14,Holt,HOLT,4404,1218820695.45142,206740.910086255,1,0,,,,,,,,,,,,,,e0aac74d-1511-41ff-bde5-3f920bc49101,2020/03/24 20:48:38.049+00,mophep,2020/05/01 22:04:33.460+00,mophep,,,,,,,,,,,
15,Grundy,GRUNDY,9914,1133628347.99951,135425.293892533,0,0,,,,,,,,,,,,,,812518d0-97ab-4c2b-81aa-8a90e2c125fe,2020/03/24 20:48:38.049+00,mophep,2020/05/01 22:04:30.015+00,mophep,,,,,,,,,,,
16,Lewis,LEWIS,9855,1322348462.99756,153405.951959391,7,1,,,,,,,,,,,,,,925342b7-bc64-4855-b740-6bd677dd54af,2020/03/24 20:48:38.049+00,mophep,2020/05/15 18:53:20.283+00,mophep,,,,,,,,,,,
17,Andrew,ANDREW,17607,1130411881.98389,163184.581049783,14,0,,,,,,,,,,,,,,57d765c4-8729-4c99-bbb5-61fc33052260,2020/03/24 20:48:38.049+00,mophep,2020/05/15 18:51:26.945+00,mophep,,,,,,,,,,,
18,Daviess,DAVIESS,8313,1473431309.66724,155428.740143233,3,0,,,,,,,,,,,,,,76bfce3d-3d4f-418d-8f96-49e82a0fd9b8,2020/03/24 20:48:38.049+00,mophep,2020/05/02 19:15:39.631+00,mophep,,,,,,,,,,,
19,DeKalb,DEKALB,12630,1102087097.67676,132781.321428924,4,0,,1,,,,,,,,,,,,bdbae6bb-5536-47dc-8339-a0eee6786f0b,2020/03/24 20:48:38.049+00,mophep,2020/05/12 19:17:53.937+00,mophep,,,,,,,,,,,
20,Macon,MACON,15153,2102739104.73291,191080.826408323,2,0,,2,,,,,,,,,,,,f49a49af-30a4-4af9-a19f-2fb5ea268ec2,2020/03/24 20:48:38.049+00,mophep,2020/05/08 21:16:05.958+00,mophep,,,,,,,,,,,
21,Linn,LINN,12037,1607912596.83167,161628.711215893,5,1,,3,,,,,,,,,,,,5038654e-3f5a-4592-92fc-03034ec60ed3,2020/03/24 20:48:38.049+00,mophep,2020/04/14 18:38:00.788+00,mophep,,,,,,,,,,,
22,Livingston,LIVINGSTON,15146,1394059538.82983,171008.576484592,3,0,,1,,,,,,,,,,,,5225c9cb-ce1b-4ecb-947d-c86e848b1dd4,2020/03/24 20:48:38.049+00,mophep,2020/05/07 19:02:34.839+00,mophep,,,,,,,,,,,
23,Shelby,SHELBY,6050,1299836305.30664,154159.83478707,1,0,1,,,,,,,,,,,,,2d51e035-efb7-495b-a520-66c7a6088e16,2020/03/24 20:48:38.049+00,mophep,2020/05/01 22:05:45.086+00,mophep,,,,,,,,,,,
24,Marion,MARION,28592,1150654248.19434,152128.290799651,5,0,,,,,,,,,,,,,,f1c92389-2adb-4ffb-886e-4d52c4991c45,2020/03/24 20:48:38.049+00,mophep,2020/05/06 19:01:57.901+00,mophep,,,,,,,,,,,
25,Buchanan,BUCHANAN,88571,1074851030.37805,161287.603152585,506,2,6,8,,,,,,,,,,,,46d1c9ca-3c74-4e31-86c1-268ab824ff62,2020/03/24 20:48:38.049+00,mophep,2020/05/16 18:55:51.259+00,mophep,,,,,,,,,,,
26,Caldwell,CALDWELL,9108,1111991209.84412,134846.587083014,3,0,,1,,,,,,,,,,,,02ea3e56-d6b0-4b44-8462-acf850ec519c,2020/03/24 20:48:38.049+00,mophep,2020/05/01 22:03:49.893+00,mophep,,,,,,,,,,,
27,Clinton,CLINTON,20470,1096618946.37402,132334.798338683,14,0,0,8,,,,,,,,,,0,,49c69376-4575-441d-9b28-0916ed56e747,2020/03/24 20:48:38.049+00,mophep,2020/05/08 21:14:26.643+00,mophep,,,,,,,,,,,
28,Chariton,CHARITON,7451,1985128162.1825,232811.31004749,5,0,0,4,,,,,,,,,,,,159b88da-a9c9-46f4-9ac8-b87cb3a93c37,2020/03/24 20:48:38.049+00,mophep,2020/05/14 14:42:11.814+00,mophep,,,,,,,,,,,
29,Ralls,RALLS,10212,1251371924.15771,159363.675257247,2,0,1,,,,,,,,,,,,,657e0eb2-7352-4ffa-a9f8-4ae3dbe98ca5,2020/03/24 20:48:38.049+00,mophep,2020/05/12 19:20:37.323+00,mophep,,,,,,,,,,,
30,Monroe,MONROE,8664,1734313100.12061,172147.851354544,0,0,,,,,,,,,,,,,,18a7f44f-f717-471c-8f26-0b972f8899a1,2020/03/24 20:48:38.049+00,mophep,2020/05/01 22:05:00.884+00,mophep,,,,,,,,,,,
31,Carroll,CARROLL,8743,1815468589.2002,244814.324210419,7,0,,,,,,,,,,,,,,2863daf9-4f5e-4a96-8d01-aef8f387461c,2020/03/24 20:48:38.049+00,mophep,2020/05/15 18:51:43.831+00,mophep,,,,,,,,,,,
32,Pike,PIKE,18504,1780138268.08252,195251.902074169,13,1,1,1,,,,,,,,,,,,b2e7b646-fcb8-41c9-9160-deb9ddfb980c,2020/03/24 20:48:38.049+00,mophep,2020/05/15 18:54:10.862+00,mophep,,,,,,,,,,,
33,Randolph,RANDOLPH,24763,1262457788.96362,141305.24273246,8,0,,7,,,,,,,,,,,,69bc7639-ad7f-4943-a46d-4d28d677b90a,2020/03/24 20:48:38.049+00,mophep,2020/05/01 22:05:36.131+00,mophep,,,,,,,,,,,
34,Ray,RAY,22883,1486068035.16077,176426.842431227,13,0,1,6,,,,,,,,,,,,2007cb13-d3e4-47e7-b90a-9c372946d74e,2020/03/24 20:48:38.049+00,mophep,2020/05/16 18:58:57.589+00,mophep,,,,,,,,,,,
35,Platte,PLATTE,53529,926000488.614136,220569.179808155,53,0,0,17,,,,,,,,,,,,89cb56e8-d925-440d-9a9f-32f662c9896e,2020/03/24 20:48:38.049+00,mophep,2020/05/16 18:58:43.897+00,mophep,,,,,,,,,,,
36,Clay,CLAY,119905,823316735.705933,218676.094357256,116,1,0,37,,,,,,,,,,,,042cfe8c-1fed-4bc5-8c02-cb9f939fdbc0,2020/03/24 20:48:38.049+00,mophep,2020/05/16 18:56:22.459+00,mophep,,,,,,,,,,,
37,Audrain,AUDRAIN,25473,1803495861.10938,215641.901277976,2,0,,,,,,,,,,,,,,a7933392-083b-4c7b-8112-3c344f7a8407,2020/03/24 20:48:38.049+00,mophep,2020/05/10 19:27:13.103+00,mophep,,,,,,,,,,,
38,Saline,SALINE,22895,1984799150.30383,217275.868530419,241,0,,5,,,,,,,,,,,,b19785f1-4eee-4776-b3e3-f1eff53017f7,2020/03/24 20:48:38.049+00,mophep,2020/05/16 18:59:02.580+00,mophep,,,,,,,,,,,
39,Howard,HOWARD,10137,1219894205.92822,146479.290357848,2,0,,1,,,,,,,,,,,,12096404-81e7-445c-b4e7-5cb99d8d22b4,2020/03/24 20:48:38.049+00,mophep,2020/05/12 19:18:42.829+00,mophep,,,,,,,,,,,
40,Boone,BOONE,180005,1788327992.47876,222918.326778305,100,1,5,72,,,,,,,,,,,,adeb096a-35c4-4bfc-b331-f6e47ec78fc8,2020/03/24 20:48:38.049+00,mophep,2020/05/10 19:28:21.429+00,mophep,,,,,,,,,,,
41,Lincoln,LINCOLN,57686,1659094184.03247,199880.171936547,78,1,2,19,,,,,,,,,,,,ddbb19b5-cf11-417e-acfd-e9efb74d2c18,2020/03/24 20:48:38.049+00,mophep,2020/05/16 18:57:33.417+00,mophep,,,,,,,,,,,
42,Lafayette,LAFAYETTE,32598,1652845518.59363,208571.11918066,68,2,0,28,,,,,,,,,,,,0115479a-2e19-4c39-8175-bceddbcb8a1d,2020/03/24 20:48:38.049+00,mophep,2020/05/15 19:14:33.803+00,mophep,,,,,,,,,,,
43,Jackson,JACKSON,384506,1189079859.32495,267259.884544117,432,15,10,154,,,,,,,,,,,,2e53b945-a2a0-47ce-a8d8-9151e6fef8a6,2020/03/24 20:48:38.049+00,mophep,2020/05/16 18:57:11.743+00,mophep,,,,,,,,,,,
44,Montgomery,MONTGOMERY,11534,1399964516.9375,165877.150034198,7,0,,5,,,,,,,,,,,,6c2d1c20-838d-4a6e-bc3c-7f64c870641e,2020/03/24 20:48:38.049+00,mophep,2020/05/01 22:05:01.603+00,mophep,,,,,,,,,,,
45,Callaway,CALLAWAY,44889,2193239140.14453,222331.986866286,23,1,1,18,,,,,,,,,,,,445f5910-45ed-462b-b115-e61e0cc0fc5e,2020/03/24 20:48:38.049+00,mophep,2020/05/02 19:15:15.360+00,mophep,,,,,,,,,,,
46,Warren,WARREN,34711,1133370402.96948,170081.832000215,24,0,,11,,,,,,,,,,,,62b6cd71-126c-4fc2-b8cb-cd752283c805,2020/03/24 20:48:38.049+00,mophep,2020/05/08 21:18:08.051+00,mophep,,,,,,,,,,,
47,Cooper,COOPER,17603,1472666259.05444,159185.565918979,9,0,,2,,,,,,,,,,,,455421ce-8a47-4a51-939a-baf9693d4e13,2020/03/24 20:48:38.049+00,mophep,2020/05/01 22:04:08.925+00,mophep,,,,,,,,,,,
48,St Charles,ST CHARLES,399182,1536953085.80835,260793.10259526,685,52,22,199,,,,,,,,,,,,aaedc19b-3e60-4dac-be48-9579ad30c381,2020/03/24 20:48:38.049+00,mophep,2020/05/16 18:59:11.891+00,mophep,,,,,,,,,,,
49,Johnson,JOHNSON,53652,2157075526.15857,191728.948832867,71,0,1,32,,,,,,,,,,,,54777609-14e7-486a-83c2-16968390459c,2020/03/24 20:48:38.049+00,mophep,2020/05/15 18:53:06.524+00,mophep,,,,,,,,,,,
50,Pettis,PETTIS,42542,1776168033.50159,173417.652915702,68,1,,3,,,,,,,,,,,,2fb9ea18-52db-4237-9fc1-6aaf3a929437,2020/03/24 20:48:38.049+00,mophep,2020/05/16 18:58:38.352+00,mophep,,,,,,,,,,,
51,St Louis,ST LOUIS,996945,1355116507.83667,221811.187015462,4106,329,56,1147,,,,,,,,,,,,230c1af1-6382-4660-ac3b-012922eb11f4,2020/03/24 20:48:38.049+00,mophep,2020/05/16 19:07:41.509+00,mophep,,,,,,,,,,,
52,Cass,CASS,104753,1815632661.64941,205920.227894331,71,7,3,22,,,,,,,,,,,,c176d2ab-9157-4f7e-a050-de1a5ee8752e,2020/03/24 20:48:38.049+00,mophep,2020/05/16 18:56:13.631+00,mophep,,,,,,,,,,,
53,Moniteau,MONITEAU,16121,1083788576.41748,159159.023759893,44,1,,4,,,,,,,,,,,,6cb3184f-5fc8-47bf-b1b2-3d18602cea46,2020/03/24 20:48:38.049+00,mophep,2020/05/16 19:07:13.747+00,mophep,,,,,,,,,,,
54,St Louis City,ST LOUIS CITY,302838,171027518.520508,66609.1065710149,1563,95,19,380,,,,,,,,,,,,92d1d038-5948-4611-ad5b-77a6dacca014,2020/03/24 20:48:38.049+00,mophep,2020/05/16 18:59:18.856+00,mophep,,,,,,,,,,,
55,Osage,OSAGE,13714,1585668324.7019,186584.2594344,5,0,,4,,,,,,,,,,,,8cfaa4e5-1e55-4f0b-8839-6134ed9f7c84,2020/03/24 20:48:38.049+00,mophep,2020/05/01 22:05:19.693+00,mophep,,,,,,,,,,,
56,Gasconade,GASCONADE,14705,1361669506.41504,174005.906547163,2,0,,2,,,,,,,,,,,,864a67ba-7388-45d9-a632-451934916303,2020/03/24 20:48:38.049+00,mophep,2020/05/02 19:15:51.062+00,mophep,,,,,,,,,,,
57,Morgan,MORGAN,20358,1588178706.90955,190776.557623454,8,0,,1,,,,,,,,,,,,320a2ac5-1095-4e26-a315-51ae733f7912,2020/03/24 20:48:38.049+00,mophep,2020/05/16 18:58:24.726+00,mophep,,,,,,,,,,,
58,Cole,COLE,76796,1034375108.98291,170700.784420703,55,1,3,29,,,,,,,,,,,,bb130394-a77a-4cbb-80d2-e09be0d65d60,2020/03/24 20:48:38.049+00,mophep,2020/05/11 19:05:26.818+00,mophep,,,,,,,,,,,
59,Franklin,FRANKLIN,103670,2407053352.27393,228728.655726073,134,14,0,35,,,,,,,,,,,,9fb6e978-5b53-424d-9653-3879e8d74042,2020/03/24 20:48:38.049+00,mophep,2020/05/14 19:42:01.860+00,mophep,,,,,,,,,,,
60,Henry,HENRY,21792,1895385621.4303,179389.86324577,9,1,1,1,,,,,,,,,,,,4a34509b-d350-4193-b6e1-f78cd0194a3a,2020/03/24 20:48:38.049+00,mophep,2020/05/08 21:15:07.050+00,mophep,,,,,,,,,,,
61,Benton,BENTON,19278,1947407347.90955,186084.270609353,8,0,,3,,,,,,,,,,,,011476a7-16a2-447f-a010-d605f861522e,2020/03/24 20:48:38.049+00,mophep,2020/05/16 18:55:33.866+00,mophep,,,,,,,,,,,
62,Jefferson,JEFFERSON,244347,1720703889.03833,205434.053097761,306,13,10,82,0,,,,,,,,,,,b03b363c-41da-4c84-b178-352a9b354a8e,2020/03/24 20:48:38.049+00,mophep,2020/05/16 18:57:15.384+00,mophep,,,,,,,,,,,
63,Bates,BATES,16320,2203448249.44971,232691.089374104,7,1,,3,,,,,,,,,,,,d59cd98d-62ce-4828-a679-de48029df5f7,2020/03/24 20:48:38.049+00,mophep,2020/05/16 18:55:22.845+00,mophep,,,,,,,,,,,
64,Miller,MILLER,25336,1553478696.93018,180693.798004324,4,0,,,,,,,,,,,,,,140d3eed-2663-4f46-b76c-705d9ad1966d,2020/03/24 20:48:38.049+00,mophep,2020/05/12 19:19:48.602+00,mophep,,,,,,,,,,,
65,Maries,MARIES,8769,1372262332.39722,161650.052568911,2,0,,2,,,,,,,,,,,,2f3ff80f-01e6-46df-b686-19ad448c3e3e,2020/03/24 20:48:38.049+00,mophep,2020/05/01 22:04:52.531+00,mophep,,,,,,,,,,,
66,Washington,WASHINGTON,24943,1975787929.30688,182679.997188363,9,1,,,,,,,,,,,,,,e9c806c1-0e55-45b2-87a0-9608c20aa205,2020/03/24 20:48:38.049+00,mophep,2020/05/04 19:02:12.418+00,mophep,,,,,,,,,,,
67,Crawford,CRAWFORD,23957,1925121882.86353,190922.740074078,8,0,,3,,,,,,,,,,,,22d05345-7c6c-4ed7-abea-a5803bc0fc8f,2020/03/24 20:48:38.049+00,mophep,2020/05/01 22:04:13.849+00,mophep,,,,,,,,,,,
68,Camden,CAMDEN,45815,1833153718.02893,237892.573512278,36,1,3,21,,,,,,,,,,,,2bffada7-e2e1-42b1-87f9-5a2d1fb6855c,2020/03/24 20:48:38.049+00,mophep,2020/05/10 19:05:46.012+00,mophep,,,,,,,,,,,
69,St Clair,ST CLAIR,9395,1817213587.4408,184944.663164138,2,0,,,,,,,,,,,,,,be1fcb89-d93c-4993-9cc5-609ccec2b124,2020/03/24 20:48:38.049+00,mophep,2020/05/01 22:05:49.624+00,mophep,,,,,,,,,,,
70,Phelps,PHELPS,44732,1744735939.29565,210174.544916673,2,0,,,,,,,,,,,,,,49e4b4e4-c771-48a6-9d62-7e57d780498a,2020/03/24 20:48:38.049+00,mophep,2020/05/06 19:03:22.179+00,mophep,,,,,,,,,,,
71,Ste Genevieve,STE GENEVIEVE,17888,1314257865.56763,175964.971877657,8,1,1,5,,,,,,,,,,,,2a5d39ea-0fb2-4041-bbbc-f8f06a0a7220,2020/03/24 20:48:38.049+00,mophep,2020/05/07 19:04:47.608+00,mophep,,,,,,,,,,,
72,Hickory,HICKORY,9509,1065749032.03088,145331.885361096,0,0,,,,,,,,,,,,,,d1fc782a-2676-4a0b-aae2-3623687231f5,2020/03/24 20:48:38.049+00,mophep,2020/05/01 22:04:32.242+00,mophep,,,,,,,,,,,
73,Vernon,VERNON,20528,2166177477.45935,206910.650605937,5,0,,,,,,,,,,,,,,e1c52a85-5acc-4ec1-a645-15914c069bc9,2020/03/24 20:48:38.049+00,mophep,2020/05/16 18:59:35.502+00,mophep,,,,,,,,,,,
74,St Francois,ST FRANCOIS,66692,1176598010.31128,197768.83173244,29,2,4,15,,,,,,,,,,,,031d345e-1cda-4ab9-bfc9-51b4f8b8868a,2020/03/24 20:48:38.049+00,mophep,2020/05/15 18:54:43.217+00,mophep,,,,,,,,,,,
75,Pulaski,PULASKI,52014,1428844100.64917,154094.633550644,34,1,1,11,,,,,,,,,,,,475b813e-6a9b-45d9-9b76-05138be09cc3,2020/03/24 20:48:38.049+00,mophep,2020/05/16 18:58:50.775+00,mophep,,,,,,,,,,,
76,Perry,PERRY,19150,1254989465.23169,189577.287610022,46,0,15,13,,,,,,,,,,,,538d38e0-b8d0-4b79-b148-034eb7acfa67,2020/03/24 20:48:38.049+00,mophep,2020/05/13 18:44:14.854+00,mophep,,,,,,,,,,,
77,Cedar,CEDAR,14165,1290413994.52417,152229.611940965,9,0,0,7,,,,,,,,,,,,ad405200-ee1f-4ef4-bf26-3bad8764092f,2020/03/24 20:48:38.049+00,mophep,2020/05/07 19:00:11.237+00,mophep,,,,,,,,,,,
78,Dallas,DALLAS,16762,1406475578.55298,168394.443356016,2,0,,1,,,,,,,,,,,,6d7e611c-5903-4ee6-ac32-793b7236a71c,2020/03/24 20:48:38.049+00,mophep,2020/05/01 22:04:16.277+00,mophep,,,,,,,,,,,
79,Laclede,LACLEDE,35713,1987120166.11853,205549.772496555,3,0,,,,,,,,,,,,,,a669ae31-67a6-4e9a-8243-952a3aecd849,2020/03/24 20:48:38.049+00,mophep,2020/05/12 19:19:12.453+00,mophep,,,,,,,,,,,
80,Polk,POLK,32201,1662482833.50122,170239.749176206,2,0,,1,,,,,,,,,,,,0941adbc-bd5c-4e7d-b06e-55432da0b9ae,2020/03/24 20:48:38.049+00,mophep,2020/05/16 18:58:48.699+00,mophep,,,,,,,,,,,
81,Dent,DENT,15441,1953530644.56396,215694.106436872,1,0,,,,,,,,,,,,,,a6fc251a-2719-4c6b-9a24-8fdca7c87879,2020/03/24 20:48:38.049+00,mophep,2020/05/15 18:52:40.634+00,mophep,,,,,,,,,,,
82,Iron,IRON,10177,1430257400.20972,216366.970070118,2,0,,,,,,,,,,,,,,7dfffdbf-6ce6-4a5f-8b62-2b30b35b6dc1,2020/03/24 20:48:38.049+00,mophep,2020/05/01 22:04:36.523+00,mophep,,,,,,,,,,,
83,Madison,MADISON,12188,1290523546.72729,144351.851788262,3,0,,1,,,,,,,,,,,,b4fbb545-7a71-4256-b864-7c0f06b16d35,2020/03/24 20:48:38.049+00,mophep,2020/05/09 18:46:24.104+00,mophep,,,,,,,,,,,
84,Barton,BARTON,11798,1544860517.61267,159956.857822053,0,0,,,,,,,,,,,,,,f110957e-304e-49a0-9f0a-1436499f285c,2020/03/24 20:48:38.049+00,mophep,2020/05/01 22:03:45.836+00,mophep,,,,,,,,,,,
85,Bollinger,BOLLINGER,12169,1610177731.87622,188320.913691066,4,0,,2,,,,,,,,,,,,5c5399ed-4e9c-4d11-9aa7-952882183f11,2020/03/24 20:48:38.049+00,mophep,2020/05/01 22:03:47.830+00,mophep,,,,,,,,,,,
86,Cape Girardeau,CAPE GIRARDEAU,78753,1519863089.88257,200276.52952856,54,2,1,19,,,,,,,,,,,,68b3c067-851c-4534-98b3-83273e180e04,2020/03/24 20:48:38.049+00,mophep,2020/05/16 19:05:52.600+00,mophep,,,,,,,,,,,
87,Reynolds,REYNOLDS,6254,2108756704.43384,227933.444270898,2,0,1,1,,,,,,,,,,,,01b210d2-f111-4858-bb14-8180ec0b1c37,2020/03/24 20:48:38.049+00,mophep,2020/05/01 22:05:37.865+00,mophep,,,,,,,,,,,
88,Texas,TEXAS,25571,3052131034.76758,228460.028217731,0,0,,0,,,,,,,,,,,,a6bfd490-d2a9-4bb0-a75f-610a1d83e1d0,2020/03/24 20:48:38.049+00,mophep,2020/05/01 22:05:55.094+00,mophep,,,,,,,,,,,
89,Dade,DADE,7569,1310383515.95776,145787.896442858,0,0,,,,,,,,,,,,,,f6420339-df3e-4b8f-a557-6301481f3ff1,2020/03/24 20:48:38.049+00,mophep,2020/05/02 19:21:16.290+00,mophep,,,,,,,,,,,
90,Wright,WRIGHT,18378,1768598099.69568,170877.837957737,10,0,1,6,,,,,,,,,,,,fb671020-3beb-46ea-a818-5b4aeab71329,2020/03/24 20:48:38.049+00,mophep,2020/05/05 18:34:41.283+00,mophep,,,,,,,,,,,
91,Webster,WEBSTER,39109,1536456190.32471,162360.638324872,16,0,,3,,,,,,,,,,,,9142d538-3802-41d3-ad1a-42056cddf40a,2020/03/24 20:48:38.049+00,mophep,2020/05/08 21:18:14.011+00,mophep,,,,,,,,,,,
92,Shannon,SHANNON,8189,2599064106.68262,234085.452439273,0,0,,,,,,,,,,,,,,1a288ecb-1774-44ed-bda5-1f095444e2eb,2020/03/24 20:48:38.049+00,mophep,2020/05/01 22:05:43.808+00,mophep,,,,,,,,,,,
93,Greene,GREENE,291923,1754251875.79907,172747.570039509,94,7,20,47,,,,,,,,,,0,,c8ac0fb7-9404-4245-80d2-6fb0630ebdeb,2020/03/24 20:48:38.049+00,mophep,2020/05/13 18:43:10.941+00,mophep,,,,,,,,,,,
94,Jasper,JASPER,77093,1595623510.88306,215361.498011017,19,0,2,7,,,,,,,,,,,,cc8e946b-3b74-4100-a892-96fbef4fde8f,2020/03/24 20:48:38.049+00,mophep,2020/05/12 19:18:52.574+00,mophep,,,,,,,,,,,
95,Wayne,WAYNE,13122,2005511469.98853,206593.465163282,0,0,,,,,,,,,,,,,,daa12099-41df-4a29-a130-767d5436f59a,2020/03/24 20:48:38.049+00,mophep,2020/05/08 14:53:11.227+00,mophep,,,,,,,,,,,
96,Scott,SCOTT,38458,1104171916.76343,172788.711054357,86,6,2,8,,,,,,,,,,,,3aadfebe-8ee6-4725-a095-8abd3cf35b76,2020/03/24 20:48:38.049+00,mophep,2020/05/16 18:59:07.295+00,mophep,,,,,,,,,,,
97,Lawrence,LAWRENCE,38359,1587779091.27661,159492.646639474,7,0,,,,,,,,,,,,,,ff9c63e3-9636-4a25-92af-370c98f99ff3,2020/03/24 20:48:38.049+00,mophep,2020/05/08 21:15:39.943+00,mophep,,,,,,,,,,,
98,Stoddard,STODDARD,29206,2149954094.00366,251505.900647686,51,0,2,6,,,,,,,,,,,,ef832d29-ae9a-429c-b771-04d37cf35de6,2020/03/24 20:48:38.049+00,mophep,2020/05/16 18:59:26.529+00,mophep,,,,,,,,,,,
99,Mississippi,MISSISSIPPI,13336,1112539538.75171,193949.810945925,47,0,,,,,,,,,,,,,,d7d3de5b-cea0-4203-a29a-c7d13cb8044a,2020/03/24 20:48:38.049+00,mophep,2020/05/16 18:57:51.434+00,mophep,,,,,,,,,,,
100,Carter,CARTER,6054,1318387592.29102,162620.175441312,3,1,1,2,,,,,,,,,,,,f8c52a0c-9913-4eff-b4b8-304e3575ea60,2020/03/24 20:48:38.049+00,mophep,2020/04/14 17:23:00.341+00,mophep,,,,,,,,,,,
101,Christian,CHRISTIAN,86983,1458941049.46204,187200.155542567,20,0,4,13,,,,,,,,,,,,f20f5740-3ff6-4f1e-9528-93ac80a05955,2020/03/24 20:48:38.049+00,mophep,2020/05/15 18:52:23.337+00,mophep,,,,,,,,,,,
102,Douglas,DOUGLAS,13373,2108928172.95129,203119.13311519,0,0,,,,,,,,,,,,,,66e52c8c-6387-4191-a429-a5f6cfff326c,2020/03/24 20:48:38.049+00,mophep,2020/05/01 22:04:22.973+00,mophep,,,,,,,,,,,
103,Newton,NEWTON,51152,1604801038.03711,204856.266842885,13,1,3,3,,,,,,,,,,,,63d9afda-7bc3-4abd-b4ac-c0dd66f251d9,2020/03/24 20:48:38.049+00,mophep,2020/05/15 18:53:52.107+00,mophep,,,,,,,,,,,
104,Howell,HOWELL,40076,2402683146.8772,204857.880407299,5,0,,4,,,,,,,,,,,,302046d5-2b3d-46ee-81a3-c1ba0110781b,2020/03/24 20:48:38.049+00,mophep,2020/05/01 22:04:35.320+00,mophep,,,,,,,,,,,
105,Stone,STONE,31749,1321296358.36414,165184.298237643,3,0,1,2,,,,,,,,,,,,fde9fd4d-25a4-4472-a40d-b5bb324dabf4,2020/03/24 20:48:38.049+00,mophep,2020/05/01 22:05:51.906+00,mophep,,,,,,,,,,,
