ï»¿OBJECTID,NAME,MOHSISNAME,POP00,Shape__Area,Shape__Length,Cases,Deaths,SPHL,OtherLabs,twenty,thirty,fourty,fifty,sixty,Travel,Contact,Un_known,seventy,under20,NoKnownContact,GlobalID,CreationDate,Creator,EditDate,Editor,twenty1,thirty1,fourty1,fifty1,sixty1,seventy1,eighty,Male,Women,UnknownGender,Population
106,Butler,BUTLER,42639,1811905364.57202,233767.858656216,28,0,,5,,,,,,,,,,,,e1335b97-076d-4d8e-ac69-06744ea08d56,2020/03/24 20:48:38.049+00,mophep,2020/05/16 18:55:54.927+00,mophep,,,,,,,,,,,
107,Barry,BARRY,35886,2046820185.64417,183325.537000058,6,0,,1,,,,,,,,,,,,387e3426-8d68-465d-90f7-a7d44535dd1e,2020/03/24 20:48:38.049+00,mophep,2020/05/07 18:58:19.424+00,mophep,,,,,,,,,,,
108,New Madrid,NEW MADRID,17296,1807262909.19238,267280.825418539,14,0,,5,,,,,,,,,,,,270a4a27-6dfe-47d3-8957-54e95ab87778,2020/03/24 20:48:38.049+00,mophep,2020/05/16 18:58:27.494+00,mophep,,,,,,,,,,,
109,Oregon,OREGON,10541,2049313637.45703,185227.310329403,2,0,,1,,,,,,,,,,,,6846fdf0-fe4b-4c2b-84cd-05a7751b4840,2020/03/24 20:48:38.049+00,mophep,2020/05/02 19:17:04.333+00,mophep,,,,,,,,,,,
110,Ripley,RIPLEY,13401,1636086245.33862,169543.341856741,6,0,,2,,,,,,,,,,,,5566463b-d983-4a56-a2fa-757d17d122a7,2020/03/24 20:48:38.049+00,mophep,2020/05/14 19:47:19.436+00,mophep,,,,,,,,,,,
111,Taney,TANEY,55852,1686337514.57068,166478.951761201,12,2,1,6,,,,,,,,,,,,7cba9d65-0ee5-4ae0-99f2-9c29823631de,2020/03/24 20:48:38.049+00,mophep,2020/05/02 19:22:49.083+00,mophep,,,,,,,,,,,
112,Ozark,OZARK,9017,1954762308.82178,183633.582679998,0,0,,,,,,,,,,,,,,2758528b-19f1-4fe7-824c-4860f6e93905,2020/03/24 20:48:38.049+00,mophep,2020/05/01 22:05:22.052+00,mophep,,,,,,,,,,,
113,McDonald,MCDONALD,23078,1396587359.5614,155013.685533705,7,0,,3,,,,,,,,,,,,5ffa7584-fef7-499a-9ea6-11110f54b4ac,2020/03/24 20:48:38.049+00,mophep,2020/05/15 18:53:37.966+00,mophep,,,,,,,,,,,
114,Dunklin,DUNKLIN,29423,1418066550.24585,273820.475494117,25,2,0,8,,,,,,,,,,,,b3817808-77df-4e51-bf0f-c885cda1d013,2020/03/24 20:48:38.049+00,mophep,2020/05/16 18:56:52.389+00,mophep,,,,,,,,,,,
115,Pemiscot,PEMISCOT,16272,1320283785.51221,189299.757571735,68,3,,3,,,,,,,,,,,,4542816a-9fd4-4e75-9bc3-8e61b3b37e2b,2020/03/24 20:48:38.049+00,mophep,2020/05/15 18:54:00.634+00,mophep,,,,,,,,,,,
116,Kansas City,KANSAS CITY,491918,823366306.663086,346294.183204962,863,18,2,217,,,,,,,,,,0,,b1748cef-7631-46ba-a261-4791a44720fb,2020/03/24 20:48:38.049+00,mophep,2020/05/16 18:57:21.182+00,mophep,,,,,,,,,,,
117,Joplin,JOPLIN,50657,81548505.5493164,107764.513581536,10,0,1,2,,,,,,,,,,,,433b918c-d18c-417c-adcb-dfa5744f7787,2020/03/24 20:48:38.049+00,mophep,2020/05/09 18:45:50.083+00,mophep,,,,,,,,,,,
118,TBD,TBD,,,,0,0,0,1,,,,,,,,,,,,19932d11-47fb-4ead-b7d8-225c2709cb2b,2020/03/24 20:48:38.049+00,mophep,2020/05/14 19:54:44.839+00,mophep,,,,,,,,,,,
119,Out of State,,,,,0,0,,,,,,,,,,,,,,059834b0-599d-4201-bc69-4a4180eac246,2020/03/24 20:48:38.049+00,mophep,2020/05/01 22:05:20.991+00,mophep,,,,,,,,,,,
