ï»¿OBJECTID,CNTYNAME,CNTYFIPS,ADPHDistrict,CONFIRMED,DIED,Shape__Area,Shape__Length,GlobalID,LabTestCount
33142,Clay,01027,Northeastern,27,2,0.151874743437702,2.02332180215824,a319c54b-5734-4f47-bb15-90b11fb24b8c,389
33143,Lauderdale,01077,Northern,110,2,0.184043571131042,2.55716948814366,25fa46a5-b6fe-4911-8ca2-6d97bacf5e44,2827
33144,Blount,01009,Northeastern,45,0,0.164406638341006,2.45274784751908,a69afcb9-0858-4ad4-9e2c-906c09f2e910,1112
33145,Fayette,01057,West Central,9,0,0.158552104918499,1.83779224583562,9b2ce955-1962-41d7-8cf5-419ebcb9ba4a,411
33146,Lamar,01075,West Central,14,0,0.15263540616661,1.64069081755141,0d53da6e-b91f-4a78-9fc8-352f96e28ce1,368
33147,Limestone,01083,Northern,64,0,0.155003206122046,1.71814668265853,4ff47fbe-1123-46dd-a0fe-7d1487171aca,1642
33148,Winston,01133,Northern,28,1,0.159972008442992,1.68720534678178,4beed6f6-f662-4ddb-9845-4c148796fa8f,626
33149,Autauga,01001,East Central,103,4,0.150198352049983,2.1379328255407,b08754f6-efff-4bb0-8bf4-71803cd07ece,1437
33150,Escambia,01053,Southwestern,39,3,0.233446648119298,2.50306921694382,d58e37d1-da16-4bf9-9753-c1d41a39e2a1,854
33151,Marshall,01095,Northern,612,9,0.158193819913322,2.22984018931076,608f9435-46fe-4c24-8217-38a02544c68e,4320
33152,Pickens,01107,West Central,73,3,0.22311596802615,2.22345505777214,d01c9d39-805a-4b42-a797-b153c75e9506,642
33153,Bibb,01007,West Central,49,1,0.156476914356972,1.8951692775798,99db1a55-8dcd-4c32-abba-6dc0a68a3864,1006
33154,Coffee,01031,Southeastern,162,1,0.167143203828118,1.67989540600381,bb0d0bd3-20c9-4606-ba74-fa024a938a44,1281
33155,DeKalb,01049,Northeastern,190,2,0.197848401841384,2.21695752803772,5dfc1996-24ad-4ac7-a432-4845062bcf27,1916
33156,Geneva,01061,Southeastern,19,0,0.141768015065281,1.83488097279248,28316df5-5bc6-4adc-bb9b-76304aa8f7c9,424
33157,Dallas,01047,Southwestern,137,3,0.246497505086154,3.13752996820932,94499ecd-abc7-4a41-85bf-45ffac6a1251,1283
33158,Lee,01081,East Central,444,31,0.153274187500529,2.0496448391292,8363c9fb-3e2f-4374-a450-ee9e05a35ed5,4434
33159,Perry,01105,West Central,20,0,0.18021159047953,2.14838023913143,95141477-6b19-4ff6-9309-e6d006ce23e7,390
33160,Walker,01127,West Central,119,0,0.20307720239839,2.39750884765462,969f8c87-ef1d-457f-8fbe-9fc5ef284a56,1720
33161,Barbour,01005,Southeastern,79,1,0.223267704174077,2.69097505269632,a43a25d8-7e5f-457d-92f1-b0af6331d7ae,529
33162,Chilton,01021,West Central,75,1,0.174837510280213,2.09165532433194,a62a351b-0bc0-427e-8834-9f56d3f42853,991
33163,Etowah,01055,Northeastern,199,10,0.138757597037284,2.10053621990475,89917a6d-6de3-4c9e-9bef-0dbe8ea210d8,3139
33164,Randolph,01111,Northeastern,119,7,0.14646191250813,1.58584516900329,03f8bdc7-12e2-493a-8ac6-a5409d823793,718
33165,Bullock,01011,East Central,32,1,0.154671563531792,2.06480197165101,41edb040-9413-4f4a-ada0-3932d481882a,189
33166,Butler,01013,Southeastern,258,9,0.191776547733298,1.83587954870993,f5fa2e64-0bc9-4587-90e1-1f7362612255,983
33167,Cleburne,01029,Northeastern,13,1,0.141259985723536,2.17578212063938,5e2e2f7b-2cd2-4375-b1fc-0589bde1290e,169
33168,Mobile,01097,Mobile,1653,100,0.307697348295278,4.83629332281426,8928ea3d-69c8-42f0-929c-472125ef3585,14618
33169,Monroe,01099,Southwestern,18,2,0.254517578378227,2.83753802882174,72f28399-fa4b-45de-af56-fc91fc6c86ff,376
33170,Talladega,01121,Northeastern,75,2,0.190828489604655,2.7296175303427,a54e702b-9a6b-4e19-b4aa-914f3450eb34,2068
33171,Choctaw,01023,Southwestern,81,3,0.227681129400253,2.68700551554037,2b68302f-eb94-436f-a408-6e010d30a51a,281
33172,Marengo,01091,Southwestern,101,6,0.243586589216875,2.64368581241414,311f0168-67cd-40d0-a539-28ebdac239a8,797
33173,Tuscaloosa,01125,West Central,332,8,0.338742577944004,2.90058009044742,c6f146a7-9daf-48fd-ab7f-25e87436d7a2,6335
33174,Baldwin,01003,Southwestern,244,8,0.400159431601878,6.69300034847276,b81ce17f-fcc3-44e0-a00d-be470f043ef9,5550
33175,Clarke,01025,Southwestern,70,2,0.308508819690587,3.78655552072513,a8e63511-eb25-4230-9df4-9ffdc653c115,708
33176,Conecuh,01035,Southwestern,18,0,0.209509978242295,2.59686142559656,3f9d3a1d-d8f9-4f94-91bb-137287b37bc1,229
33177,Franklin,01059,Northern,309,4,0.164243463038702,1.78358559509712,c24e67c2-0600-43e0-ba6b-320936249a18,1311
33178,Hale,01065,West Central,79,2,0.163613340422671,2.4799010938001,84885c54-c99a-43f5-a550-65beb974a362,592
33179,Covington,01039,Southeastern,56,1,0.255971892285061,2.38709591035509,8b78079f-79c7-44c7-bf96-402ea4ea604f,823
33180,Houston,01069,Southeastern,129,4,0.142463779205855,2.10452810210549,19a16801-8330-4f15-a8d7-df824f414c4a,1941
33181,Lowndes,01085,East Central,122,9,0.179493868658938,2.34426217715912,cbbf6643-eb98-4fc5-9d5c-59e2f3f144e0,363
33182,Macon,01087,East Central,55,2,0.152225727451423,2.0876916570357,40a2581e-6650-4c43-a4ea-20a9ecb57785,440
33183,Cherokee,01019,Northeastern,26,0,0.151975822791428,1.89808177880757,377540dc-f869-4069-9eef-81f9179e355b,489
33184,Crenshaw,01041,Southeastern,53,1,0.150571897113878,2.31806123117494,a4685f17-fee8-4a85-9622-ca1ed12a8ece,460
33185,Marion,01093,Northern,101,9,0.188224455607951,1.90243452461428,c1a59981-2b35-4e05-8021-84cb882f8b90,1117
33186,Unknown or Out of State,99999,Unknown,0,0,12.9086340951542,16.2873566339486,74aec42b-b5e7-40ec-8bb3-c4d1699ce234,3456
33187,Morgan,01103,Northern,109,1,0.152203319983528,1.80617511452274,f5322957-929d-436e-b52e-869eacc074e0,2608
33188,Shelby,01117,Northeastern,391,19,0.202879219246825,2.52559193618872,46f910fc-8b47-46f3-af6e-5b687e2f61da,6300
33189,St. Clair,01115,Northeastern,88,1,0.164611790120262,2.46182521198285,4ef7b0b1-b053-4b09-9df4-6900dd13e079,2167
33190,Coosa,01037,East Central,34,1,0.16640708911109,1.7505584986585,a2392728-f241-405a-bbb1-93783ecf4532,231
33191,Cullman,01043,Northern,68,0,0.191087821164047,2.50218505547441,43784d26-f87e-4529-96c0-7fd35d0bacfe,2023
33192,Elmore,01051,East Central,178,6,0.163505782545826,2.27519521591255,8e940f47-cb64-427f-b760-e458230fe71f,2032
33193,Calhoun,01015,Northeastern,129,3,0.154366224232035,2.21070839394633,295c8406-7456-4d2e-9544-e2eef4eed585,2610
33194,Chambers,01017,East Central,326,22,0.150563980768084,1.72306516183319,1f6ee56d-345e-4ffa-a183-b25c67dfec4e,1412
