ï»¿FID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,SHAPE_Length,SHAPE_Area
1,1,21,041,GILCHRIST,Gilchrist,FL,13,0,1,2,1,1,3,3,1,1,0,0,9 to 79,47,8,5,0,13,0,0,4,5,2,10,1,13,13,1,0,13,12,1,0,0,8,5,0,13,0,1,2,1,1,3,3,1,1,0,0,9 to 79,47,9,1,2,1,2,10,1,1,0,0,0,0,0,13,5,8,13,0,0,747,0,762,747,13,0,18,1,50,1.42926667229121,0.0858306455074465
2,2,54,107,PUTNAM,Putnam,FL,150,0,12,13,21,23,26,15,18,15,7,0,6 to 98,47,91,59,0,150,0,0,19,31,133,141,9,150,150,2,0,150,99,51,0,0,91,59,0,150,0,12,13,21,23,26,15,18,15,7,0,6 to 98,47,86,55,8,1,6,140,4,34,0,21,0,0,5,150,59,91,150,0,0,3506,8,3666,3514,150,5,109,40,42,2.24642787374222,0.19954202112213
3,3,62,123,TAYLOR,Taylor,FL,20,0,0,6,4,2,1,5,2,0,0,0,20 to 70,37,11,9,0,20,0,0,1,5,3,18,2,20,20,1,0,20,12,8,0,0,11,9,0,20,0,0,6,4,2,1,5,2,0,0,0,20 to 70,37,20,0,0,0,1,19,0,5,0,3,0,0,0,20,9,11,20,0,0,896,7,924,903,20,0,106,66,47,2.58429378620819,0.251180544250225
4,4,46,091,OKALOOSA,Okaloosa,FL,212,4,4,9,25,31,29,41,31,25,13,0,0 to 96,56,113,99,0,203,8,1,71,9,137,162,45,212,212,2,0,204,124,80,4,4,110,94,0,204,4,4,9,25,31,29,41,31,25,13,0,0 to 96,56,156,32,15,1,37,166,1,60,2,36,1,0,6,212,99,113,203,8,1,7089,132,7435,7221,212,6,537,179,58,3.21429590024741,0.223073367593869
5,5,7,013,CALHOUN,Calhoun,FL,56,0,0,4,3,4,1,2,6,17,19,0,20 to 99,80,43,13,0,56,0,0,2,4,4,46,1,56,56,1,0,56,39,17,0,0,43,13,0,56,0,0,4,3,4,1,2,6,17,19,0,20 to 99,80,38,9,1,8,0,45,11,12,0,6,0,0,4,56,13,43,56,0,0,529,0,587,529,56,4,67,6,52,1.88103049327488,0.139649278946295
6,6,50,099,PALM BEACH,Palm Beach,FL,5898,57,129,546,921,920,904,855,646,544,375,1,0 to 104,49,2866,3025,7,5802,94,2,1531,2119,465,4308,282,5898,5898,223,0,5804,5670,134,88,6,2823,2974,7,5804,57,129,546,921,920,904,855,646,544,375,1,0 to 104,49,2743,1126,833,1102,1804,2812,1188,1559,28,1168,19,13,337,5898,3025,2866,5802,94,2,65902,639,72673,66541,5898,337,728,464,55,4.37197700721313,0.517626395458035
7,7,56,111,ST. LUCIE,St. Lucie,FL,463,3,8,33,77,71,71,72,61,41,26,0,2 to 97,51,247,215,1,453,10,0,164,46,188,344,53,463,463,6,0,453,403,50,10,0,241,211,1,453,3,8,33,77,71,71,72,61,41,26,0,2 to 97,51,222,111,43,77,72,288,93,139,0,95,1,0,30,463,215,247,453,10,0,10299,136,10905,10435,463,30,74,59,58,2.4043656096016,0.13681239009026
8,8,51,101,PASCO,Pasco,FL,381,7,11,27,47,72,75,53,57,17,15,0,0 to 94,49,203,178,0,371,10,0,79,79,223,296,75,381,381,6,0,371,326,45,9,1,199,172,0,371,7,11,27,47,72,75,53,57,17,15,0,0 to 94,49,245,42,46,38,75,250,46,95,4,76,3,1,13,381,178,203,371,10,0,14652,64,15107,14716,381,13,657,189,48,2.21152384171728,0.18173091103068
9,9,20,039,GADSDEN,Gadsden,FL,269,2,4,14,57,64,52,30,26,11,9,0,0 to 98,44,207,62,0,264,4,1,26,103,46,225,10,269,269,2,0,265,256,9,4,0,203,62,0,265,2,4,14,57,64,52,30,26,11,9,0,0 to 98,44,102,115,11,37,20,194,51,47,0,44,0,0,2,269,62,207,264,4,1,3604,13,3894,3617,269,2,332,172,45,2.03339191693402,0.128633605861004
10,10,37,073,LEON,Leon,FL,406,2,13,108,71,53,56,62,29,9,3,0,0 to 87,36,216,189,1,380,25,1,123,38,201,327,68,406,406,4,0,381,371,10,24,1,205,175,1,381,2,13,108,71,53,56,62,29,9,3,0,0 to 87,36,138,211,8,24,21,331,29,75,10,37,9,6,6,406,189,216,380,25,1,14020,201,14632,14221,406,6,577,223,43,2.42861632663576,0.170704044186268
