ï»¿FID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,SHAPE_Length,SHAPE_Area
1,1,21,041,GILCHRIST,Gilchrist,FL,472,9,7,46,60,61,66,70,65,57,31,0,0 to 118,52,297,165,10,472,0,0,3,464,2,15,1,8,464,0,0,472,7,1,0,0,4,4,0,8,0,0,1,1,1,2,2,1,0,0,0,21 to 73,50,6,1,0,1,0,8,0,1,0,0,0,0,0,8,4,4,8,0,0,479,0,487,479,8,0,18,1,50,1.42926667229121,0.0858306455074465
2,2,54,107,PUTNAM,Putnam,FL,2682,53,81,245,379,339,415,425,336,256,142,11,0 to 118,50,1709,926,47,2676,6,0,72,2453,133,209,19,134,2542,4,2,2670,88,46,0,0,80,54,0,134,0,11,13,17,20,21,13,18,14,7,0,6 to 98,47,74,52,8,0,6,125,3,29,0,16,0,0,3,134,54,80,134,0,0,2627,6,2775,2633,134,3,98,29,42,2.24642787374222,0.19954202112213
3,3,62,123,TAYLOR,Taylor,FL,397,26,12,15,47,50,53,69,75,35,13,2,0 to 118,54,211,162,24,396,1,0,14,363,3,68,3,5,391,0,1,395,5,0,0,0,4,1,0,5,0,0,1,1,0,1,1,1,0,0,0,20 to 67,47,5,0,0,0,0,5,0,1,0,0,0,0,0,5,1,4,5,0,0,401,1,408,402,5,0,37,20,47,2.58429378620819,0.251180544250225
4,4,46,091,OKALOOSA,Okaloosa,FL,3745,124,96,295,578,580,530,616,463,275,152,36,0 to 119,48,2258,1451,36,3615,129,1,98,3426,137,184,64,180,3564,1,0,3615,95,78,3,4,92,81,0,173,3,4,6,23,24,22,37,29,21,11,0,0 to 96,56,136,28,8,1,29,143,1,50,1,29,0,0,5,180,85,95,172,7,1,3596,122,3900,3718,180,5,440,114,58,3.21429590024741,0.223073367593869
5,5,7,013,CALHOUN,Calhoun,FL,369,3,3,34,33,55,45,66,57,47,25,1,0 to 99,56,219,131,19,369,0,0,3,320,4,28,3,40,328,1,0,368,23,17,0,0,31,9,0,40,0,0,4,3,4,1,2,6,9,11,0,20 to 99,76,26,7,1,6,0,32,8,10,0,4,0,0,2,40,9,31,40,0,0,361,0,402,361,40,2,65,19,52,1.88103049327488,0.139649278946295
6,6,50,099,PALM BEACH,Palm Beach,FL,51882,714,942,3356,5975,6162,7437,9213,8142,5520,2833,1588,0 to 115,55,28813,22838,231,51282,598,2,1050,49012,465,3241,245,4699,46851,224,108,50955,4483,129,81,6,2259,2345,8,4612,29,72,413,684,686,712,701,586,493,321,2,0 to 104,51,2189,861,584,978,1240,2285,1087,1169,27,896,17,11,284,4699,2394,2297,4610,87,2,48021,508,53645,48529,4699,284,710,446,55,4.37197700721313,0.517626395458035
7,7,56,111,ST. LUCIE,St. Lucie,FL,6440,118,135,396,709,759,987,1184,1150,715,261,26,0 to 102,55,3684,2576,180,6337,103,0,266,5769,188,606,66,337,6038,7,58,6272,306,21,10,0,186,140,1,327,2,5,22,41,48,53,54,50,38,24,0,3 to 97,54,183,76,32,36,55,228,44,118,0,86,1,0,28,337,144,192,327,10,0,6396,93,6833,6489,337,28,73,58,58,2.4043656096016,0.13681239009026
8,8,51,101,PASCO,Pasco,FL,10141,176,230,673,1193,1434,1692,1812,1573,937,395,26,0 to 119,53,5996,4112,33,10084,57,0,138,9692,223,423,93,327,9792,6,16,10062,274,43,9,1,166,151,0,317,6,7,27,36,63,66,45,49,15,13,0,1 to 94,49,209,36,40,32,64,215,38,83,4,67,3,1,12,327,157,170,317,10,0,10069,47,10451,10116,327,12,565,128,48,2.21152384171728,0.18173091103068
9,9,20,039,GADSDEN,Gadsden,FL,1704,30,48,117,294,310,308,268,217,80,30,2,0 to 98,46,1197,496,11,1698,5,1,18,1546,46,222,13,242,1460,2,0,1697,231,7,4,0,182,56,0,238,2,4,12,50,59,46,29,23,11,6,0,0 to 98,44,80,103,7,48,14,162,62,41,0,39,0,0,1,242,56,186,237,4,1,1927,1,2173,1928,242,1,257,135,45,2.03339191693402,0.128633605861004
10,10,37,073,LEON,Leon,FL,9433,146,200,1017,1659,1489,1551,1582,1199,409,151,30,0 to 116,46,4612,4691,130,9289,143,1,107,8995,201,297,70,304,9114,3,12,9275,273,10,20,1,151,132,0,283,1,3,62,58,45,46,55,25,6,3,0,2 to 87,41,105,140,8,30,18,233,32,68,9,33,9,6,6,304,144,160,282,21,1,9380,122,9809,9502,304,6,491,194,43,2.42861632663576,0.170704044186268
11,11,33,065,JEFFERSON,Jefferson,FL,385,10,9,14,29,57,64,76,71,41,13,1,0 to 96,56,223,157,5,381,4,0,5,316,41,59,6,28,357,0,0,381,6,20,2,0,13,13,0,26,0,0,1,1,1,3,7,7,4,4,0,22 to 95,66,11,11,4,0,3,22,1,4,2,7,0,0,2,28,15,13,26,2,0,383,2,413,385,28,2,43,4,66,2.20493093525027,0.148496656229977
12,12,40,079,MADISON,Madison,FL,661,38,28,59,64,77,84,97,105,64,38,7,0 to 99,52,417,237,7,639,22,0,20,545,53,210,7,64,595,1,1,637,20,40,4,0,36,24,0,60,2,0,6,4,8,8,14,10,4,8,0,0 to 98,57,19,35,3,3,1,48,11,9,0,4,0,1,3,64,25,39,60,4,0,600,18,683,618,64,3,98,20,56,2.16969163731198,0.174026330045279
13,13,39,077,LIBERTY,Liberty,FL,2124,3,4,145,678,547,387,247,80,22,3,8,0 to 92,38,114,2002,8,2124,0,0,1,2054,1,41,0,199,1925,0,0,2124,196,3,0,0,5,194,0,199,0,0,11,52,51,49,32,4,0,0,0,20 to 73,41,108,85,4,2,6,124,69,4,0,0,0,0,0,199,194,5,199,0,0,1939,0,2138,1939,199,0,21,4,49,3.02097391492398,0.204641327093244
14,14,24,047,HAMILTON,Hamilton,FL,1465,9,9,105,405,296,244,185,121,54,34,3,0 to 118,41,284,1153,28,1461,4,0,19,1416,9,153,5,147,1318,0,0,1461,141,5,0,1,8,138,0,146,0,0,5,44,36,29,25,6,2,0,0,20 to 84,41,71,65,10,0,6,26,114,3,1,0,0,0,0,147,138,9,146,1,0,1375,3,1526,1378,147,0,4,2,50,2.3015236652275,0.126367835513063
15,15,3,005,BAY,Bay,FL,2187,27,27,144,262,294,392,414,301,182,93,51,0 to 101,53,1170,962,55,2174,13,0,41,2100,28,90,33,86,2099,2,0,2172,66,18,2,0,36,48,0,84,2,1,4,13,13,24,13,11,4,1,0,2 to 93,49,65,11,4,4,18,59,7,27,1,12,1,1,3,86,50,36,84,2,0,2369,11,2469,2380,86,3,35,28,50,5.42268520962735,0.181027420718501
16,16,12,023,COLUMBIA,Columbia,FL,2159,64,71,150,258,276,274,441,363,176,80,6,0 to 118,54,1102,964,93,2146,13,0,156,1896,63,210,16,113,2042,0,4,2143,86,26,1,0,50,62,0,112,2,2,10,23,19,23,21,9,3,1,0,0 to 91,45,65,42,4,1,9,100,3,5,0,10,0,0,2,113,63,50,112,1,0,2142,11,2268,2153,113,2,9,7,46,2.63367862103558,0.193837653658007
17,17,2,003,BAKER,Baker,FL,668,21,12,67,95,84,117,112,80,48,30,2,0 to 99,49,373,270,25,663,5,0,21,627,16,59,3,26,642,0,0,663,8,18,0,0,18,8,0,26,0,0,2,2,3,1,5,5,5,3,0,23 to 97,65,19,6,1,0,0,25,1,7,0,9,0,0,3,26,8,18,26,0,0,660,5,691,665,26,3,3,2,70,1.77124519435665,0.142602236961311
18,18,30,059,HOLMES,Holmes,FL,578,11,8,39,64,61,96,108,120,55,16,0,0 to 92,56,334,226,18,572,6,0,1,572,5,11,1,10,567,1,0,571,4,6,0,0,4,6,0,10,1,0,0,2,3,2,1,1,0,0,0,1 to 73,42,7,1,1,1,0,9,1,2,0,0,0,0,0,10,6,4,10,0,0,570,6,587,576,10,0,5,4,44,1.73644592497981,0.117992933758262
19,19,43,085,MARTIN,Martin,FL,3329,74,65,231,347,406,459,635,560,367,171,14,0 to 99,56,1737,1427,165,3292,37,0,121,3018,82,277,64,396,2925,2,6,3285,375,11,10,0,173,187,26,386,16,18,45,57,61,60,63,28,35,12,1,0 to 95,45,199,8,70,109,150,137,99,94,2,57,1,1,8,396,194,176,386,10,0,3231,26,3658,3257,396,8,62,51,55,2.97866994211851,0.153458428490643
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,39386,905,973,3161,5867,5811,6235,6904,5474,2778,1201,77,0 to 119,49,22624,16614,148,39061,325,0,501,38075,458,1142,295,1670,37648,45,23,38994,1513,100,54,3,861,752,0,1613,18,35,161,261,266,277,260,185,130,77,0,0 to 104,48,796,315,321,181,434,922,257,395,10,343,7,3,60,1670,779,891,1613,57,0,38727,267,40736,38994,1670,60,673,325,45,3.45236134967177,0.251838053021243
21,21,41,081,MANATEE,Manatee,FL,10800,194,226,562,990,1102,1435,2035,2263,1396,495,102,0 to 102,59,6151,4331,318,10710,90,0,430,9968,177,815,39,888,9907,5,0,10705,826,57,5,0,514,368,1,883,8,29,44,93,115,133,138,136,128,64,0,0 to 101,56,557,169,65,92,176,575,132,126,2,196,2,1,82,888,370,517,883,5,0,10424,85,11404,10509,888,82,189,97,57,3.59179695196309,0.177648040338128
22,22,10,019,CLAY,Clay,FL,6186,88,145,481,746,925,1054,1094,923,513,198,19,0 to 101,51,3568,2503,115,6175,11,0,83,5851,130,364,41,321,5862,2,1,6172,282,37,2,0,190,129,0,319,0,3,16,27,38,52,56,64,41,24,0,6 to 95,59,189,61,19,50,23,242,54,107,0,84,0,0,25,321,130,191,319,2,0,6250,9,6584,6259,321,25,170,141,59,1.77574995355385,0.155892403767859
23,23,25,049,HARDEE,Hardee,FL,393,12,15,45,71,38,61,63,56,20,12,0,0 to 94,47,230,153,10,389,4,0,17,314,2,44,3,44,349,0,0,389,28,14,2,0,25,17,0,42,0,4,7,11,3,7,5,6,1,0,0,10 to 83,32,19,19,3,1,10,31,1,11,2,7,2,0,0,44,18,26,42,2,0,370,2,416,372,44,0,61,34,50,1.60075687900909,0.150973021686986
24,24,42,083,MARION,Marion,FL,8430,106,121,540,960,996,1279,1535,1532,948,390,23,0 to 168,56,5065,3323,42,8406,24,0,1487,6648,177,1050,123,224,7637,1,568,7837,198,21,4,1,123,96,0,219,4,3,15,31,40,41,43,27,13,7,0,0 to 97,49,163,34,15,7,38,174,7,42,3,31,0,0,5,224,97,127,219,5,0,7803,19,8049,7822,224,5,262,115,51,3.40272879823586,0.399426438918717
25,25,64,127,VOLUSIA,Volusia,FL,14763,130,219,738,1566,1624,2209,3056,2783,1480,672,286,0 to 117,57,7975,6061,727,14694,69,0,175,14122,230,574,131,612,14140,11,0,14683,494,105,12,1,253,345,1,599,2,7,31,86,72,115,110,109,43,37,0,0 to 102,54,364,123,100,12,89,477,33,166,5,122,4,0,30,612,350,261,599,13,0,14466,56,15146,14522,612,30,584,211,53,5.33119702869585,0.289588880387825
26,26,15,029,DIXIE,Dixie,FL,425,15,10,32,49,69,62,76,66,34,11,1,0 to 118,52,246,173,6,425,0,0,11,382,6,27,0,26,399,0,0,425,18,8,0,0,16,10,0,26,0,0,2,0,9,4,6,1,3,1,0,21 to 86,50,19,6,0,1,0,24,2,7,0,4,0,0,1,26,10,16,26,0,0,418,0,444,418,26,1,47,4,46,2.28600352325086,0.169869356765238
27,27,35,069,LAKE,Lake,FL,12075,164,191,591,1047,1187,1528,1946,2169,1481,417,1354,0 to 101,58,6272,4791,1012,11980,95,0,102,11669,222,279,86,257,11801,9,8,11963,228,16,13,0,125,119,0,244,1,8,14,28,36,49,40,44,35,2,0,1 to 86,52,124,35,74,11,71,159,14,105,10,63,4,1,14,257,127,130,244,13,0,12203,82,12559,12285,257,14,318,84,52,3.13721776582964,0.276793966603692
28,28,38,075,LEVY,Levy,FL,1091,16,24,95,137,129,154,193,173,108,61,1,0 to 118,54,681,398,12,1091,0,0,16,979,16,166,2,25,1065,1,0,1090,22,3,0,0,19,6,0,25,0,0,2,4,5,3,6,1,1,3,0,16 to 99,49,16,5,1,3,3,19,3,8,0,3,0,0,0,25,6,19,25,0,0,1123,0,1149,1123,25,0,58,9,53,3.28561267663391,0.269417839061194
29,29,60,119,SUMTER,Sumter,FL,3209,19,23,73,130,143,240,431,1229,737,92,92,0 to 118,69,1550,1461,198,3199,10,0,103,2864,164,262,52,253,2933,0,23,3176,202,48,2,1,70,180,0,250,0,0,6,6,30,40,39,87,37,8,0,17 to 97,65,207,33,5,5,14,230,6,58,0,44,0,0,16,253,182,71,250,3,0,3051,7,3324,3058,253,16,50,38,66,2.17022236361353,0.138739000630679
30,30,59,117,SEMINOLE,Seminole,FL,13480,176,321,968,1670,1827,2108,2250,1965,889,383,923,0 to 118,51,7709,5688,83,13457,23,0,216,12930,246,422,91,442,13024,11,3,13443,391,45,6,0,236,200,0,436,7,8,42,78,63,81,57,62,26,18,0,0 to 100,48,316,62,56,2,159,267,10,178,5,103,1,0,12,442,202,240,436,6,0,14948,17,15420,14965,442,12,396,153,47,1.54465854506178,0.0825017178217949
31,31,48,095,ORANGE,Orange,FL,49814,877,1117,3585,6911,7380,7936,8023,5539,2520,872,5054,0 to 120,48,27660,21894,260,48965,848,1,545,48284,585,1272,349,1699,48056,45,14,48907,1524,100,71,4,787,836,1,1624,22,36,177,297,309,351,271,132,74,30,0,0 to 101,45,746,239,581,58,766,770,88,557,40,292,34,5,38,1699,881,817,1623,75,1,50734,773,53263,51507,1699,38,613,413,45,2.69541534247372,0.239823210111864
