ï»¿OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,MedianAge,SHAPE_Length,SHAPE_Area
57,57,58,115,SARASOTA,Sarasota,FL,14158,166,205,865,1372,1364,1779,2545,2837,2016,968,41,0 to 119,60,7922,6071,165,13905,253,0,566,12918,190,1458,103,1707,12443,1,7,13900,1606,67,28,6,869,797,7,1673,18,39,249,295,236,225,203,172,152,118,0,0 to 104,45,1025,87,129,432,212,933,528,251,16,212,12,2,98,1707,818,882,1673,34,0,35439,216,37367,35655,1707,98,675,569,56,45,2.51442395330883,0.137455100826111
58,58,14,027,DESOTO,Desoto,FL,2744,72,132,256,384,389,476,508,291,157,70,9,0 to 102,48,1141,1471,132,2734,10,0,75,1978,48,655,13,661,2068,0,15,2719,535,126,0,0,313,347,1,661,26,67,103,132,106,93,77,40,9,8,0,0 to 92,35,488,67,24,82,416,157,88,108,0,62,0,0,10,661,347,313,661,0,0,4148,10,4824,4158,661,10,872,739,35,35,1.62412905104683,0.150723124168937
59,59,18,035,FLAGLER,Flagler,FL,4056,46,41,221,404,471,576,796,791,491,213,6,0 to 119,58,2381,1622,53,4017,39,0,133,3718,37,282,44,340,3715,0,1,4016,292,39,9,0,200,130,1,331,2,6,42,54,36,52,64,55,24,5,0,1 to 94,51,208,49,56,18,47,260,24,52,4,33,2,1,5,340,135,204,331,9,0,8100,30,8475,8130,340,5,385,350,56,51,2.09459077711604,0.120416345978497
60,60,26,051,HENDRY,Hendry,FL,2793,95,124,372,517,459,396,360,213,143,107,7,0 to 104,41,1379,1406,8,2791,2,0,212,1735,32,964,4,993,1800,0,0,2791,948,45,0,0,416,577,0,993,30,45,152,225,201,146,93,49,32,20,0,0 to 101,37,794,102,33,64,718,226,49,167,0,88,0,0,25,993,577,416,993,0,0,4284,2,5281,4286,993,25,1422,994,37,37,2.751957998189,0.279063453322294
61,61,31,061,INDIAN RIVER,Indian River,FL,6106,74,102,475,593,585,741,964,1116,820,618,18,0 to 119,60,3702,2372,32,6034,72,0,219,5100,77,888,69,772,5308,0,26,6010,746,14,10,2,384,369,7,760,11,41,148,130,109,104,64,68,57,39,1,0 to 99,39,319,49,75,317,157,255,348,109,6,56,3,0,16,772,377,388,760,12,0,13971,58,14803,14029,772,16,1283,794,44,39,2.23772404689823,0.120741478735337
62,62,6,011,BROWARD,Broward,FL,105539,1751,2330,7940,15899,16285,18264,19262,13098,6940,3565,205,0 to 119,49,57125,46916,1498,103941,1598,0,3333,89871,2336,16369,1081,17116,88373,13,37,103894,15322,1462,305,27,8474,8298,12,16784,233,527,2298,3408,2930,2826,2438,1300,746,400,10,0 to 102,41,7643,5218,1405,2518,6114,8562,2108,3784,74,2114,60,22,394,17116,8515,8589,16784,332,0,186297,1263,204767,187560,17116,394,10192,9823,45,41,2.7919763283364,0.283663156516755
63,63,17,033,ESCAMBIA,Escambia,FL,19048,461,495,1754,2591,2220,2543,3426,2887,1673,960,38,0 to 119,53,11472,7533,43,16107,2941,0,310,17873,183,1238,89,2240,16803,2,3,16102,1799,71,370,0,1054,815,1,1870,27,63,457,425,274,253,254,195,182,109,1,0 to 105,38,923,521,61,365,71,1299,500,192,2,98,1,3,45,2240,954,1285,1870,370,0,29827,2571,34650,32398,2240,45,931,851,48,38,4.36918308615684,0.166409867656292
64,64,47,093,OKEECHOBEE,Okeechobee,FL,1887,36,74,272,247,215,233,284,195,181,139,11,0 to 119,49,1103,764,20,1877,10,0,109,1435,2,355,15,390,1497,0,0,1877,353,35,2,0,203,185,0,388,13,35,81,66,66,47,52,18,9,3,0,0 to 93,34,263,34,41,50,206,128,54,38,0,36,2,0,0,390,186,204,388,2,0,3367,8,3765,3375,390,0,529,448,33,34,2.58761125674549,0.21054521223227
65,65,19,037,FRANKLIN,Franklin,FL,487,3,5,27,36,37,52,111,128,72,16,0,0 to 95,63,273,211,3,483,4,0,9,469,0,9,7,9,478,0,0,483,5,3,1,0,6,2,0,8,0,0,1,2,0,1,1,2,2,0,0,21 to 75,63,7,0,0,1,0,6,2,0,0,0,0,0,0,9,2,7,8,1,0,976,3,988,979,9,0,19,18,42,63,4.43935170547995,0.135013808620425
66,66,1,001,ALACHUA,Alachua,FL,16164,217,225,1991,3013,2320,2288,2610,1929,925,580,66,0 to 119,46,9273,6742,149,15888,276,0,288,15477,61,749,71,1332,14826,6,0,15882,1239,67,15,11,648,656,2,1306,9,24,474,306,137,137,106,88,32,18,1,0 to 103,29,475,253,228,350,238,696,372,172,6,96,5,0,12,1332,670,660,1306,26,0,41276,250,42867,41526,1332,12,154,132,32,29,2.62533239231304,0.233996913333188
67,67,55,109,ST. JOHNS,St. Johns,FL,10738,148,258,947,1176,1557,1767,1892,1687,890,399,17,0 to 119,52,5904,4698,136,10701,37,0,349,9649,208,770,157,1088,9615,12,23,10667,985,85,15,3,532,534,4,1070,14,18,264,183,139,175,155,93,38,9,0,0 to 97,40,607,55,43,365,51,621,398,106,4,67,4,0,8,1088,542,542,1070,18,0,20452,18,21582,20470,1088,8,1001,961,48,40,3.24633645681211,0.154879969128212
68,999,999,999,Unknown,Unknown,FL,1431,0,4,72,172,190,196,185,139,211,260,2,6 to 119,58,955,465,11,157,1274,0,4,1415,0,24,14,172,1258,1,0,156,33,0,136,3,6,23,4,33,0,3,17,50,34,32,19,8,4,5,0,12 to 82,33,17,2,0,14,19,0,14,0,2,0,1,0,0,172,97,70,33,139,0,1126,1135,2446,2261,172,0,35,33,41,33,0.736908814303344,0.0426371109693887
