ï»¿OBJECTID,IACountyID,FIPS,Name,State,Confirmed,Recovered,Deaths,last_updated,Country,pop_est_2018,individuals_tested,SHAPE_Length,SHAPE_Area
1,60,19119,Lyon,IA,40,38,0,2020/07/02 16:00:14,USA,11811,639,2.21275267122741,0.16910183462716
2,72,19143,Osceola,IA,57,47,0,2020/07/02 16:00:14,USA,6040,390,1.43454319723463,0.11486727457819
3,30,19059,Dickinson,IA,256,147,2,2020/07/02 16:00:14,USA,17153,2394,1.43802348033932,0.116176401058861
4,32,19063,Emmet,IA,77,43,0,2020/07/02 16:00:14,USA,9253,903,1.43404643573087,0.115803243352621
5,3,19005,Allamakee,IA,126,115,4,2020/07/02 16:00:14,USA,13832,1321,1.84786172939921,0.189375563365928
6,55,19109,Kossuth,IA,32,19,0,2020/07/02 16:00:14,USA,14908,1193,2.12797026687415,0.279506512742556
7,96,19191,Winneshiek,IA,34,24,0,2020/07/02 16:00:14,USA,20029,1377,1.78870782385609,0.198184395037308
8,45,19089,Howard,IA,27,12,0,2020/07/02 16:00:14,USA,9187,699,1.5222554542708,0.136239672336114
9,95,19189,Winnebago,IA,26,14,0,2020/07/02 16:00:14,USA,10518,844,1.4353378151154,0.115503756567768
10,66,19131,Mitchell,IA,33,9,0,2020/07/02 16:00:14,USA,10569,1013,1.51579601242865,0.135076913448264
11,98,19195,Worth,IA,16,10,0,2020/07/02 16:00:14,USA,7453,577,1.43534589840123,0.115607405615691
12,84,19167,Sioux,IA,461,338,0,2020/07/02 16:00:14,USA,34909,2915,2.45753459118017,0.220121447846734
13,71,19141,Obrien,IA,86,55,1,2020/07/02 16:00:14,USA,13840,1166,1.63916495855897,0.164071999605506
14,21,19041,Clay,IA,127,81,0,2020/07/02 16:00:14,USA,16134,1610,1.63897894990378,0.163930120305046
15,74,19147,Palo Alto,IA,34,22,0,2020/07/02 16:00:14,USA,8929,1001,1.63360274301866,0.163027285618699
16,41,19081,Hancock,IA,48,38,0,2020/07/02 16:00:14,USA,10712,1202,1.64022442841417,0.164081009647297
17,17,19033,Cerro Gordo,IA,112,50,1,2020/07/02 16:00:14,USA,42647,4421,1.64167384598673,0.164593890089511
18,19,19037,Chickasaw,IA,27,22,0,2020/07/02 16:00:14,USA,11964,1096,1.5579330429406,0.144783457663011
19,34,19067,Floyd,IA,68,46,2,2020/07/02 16:00:14,USA,15761,1795,1.55184492435623,0.143525926262284
20,22,19043,Clayton,IA,39,33,3,2020/07/02 16:00:14,USA,17556,1371,2.20235204451794,0.226710827397518
21,33,19065,Fayette,IA,33,30,0,2020/07/02 16:00:14,USA,19660,1796,1.82861179547503,0.208640704071808
22,75,19149,Plymouth,IA,311,257,4,2020/07/02 16:00:14,USA,25095,2705,2.58616834565828,0.246019887462918
23,18,19035,Cherokee,IA,74,61,0,2020/07/02 16:00:14,USA,11321,1036,1.64015874620456,0.164270532443662
24,11,19021,Buena Vista,IA,1705,1403,11,2020/07/02 16:00:14,USA,19874,7001,1.64552268815282,0.1652216328257
25,76,19151,Pocahontas,IA,91,30,1,2020/07/02 16:00:14,USA,6740,867,1.64124953372891,0.164761949621183
26,46,19091,Humboldt,IA,53,39,1,2020/07/02 16:00:14,USA,9547,874,1.46962109997574,0.124113863794899
27,99,19197,Wright,IA,377,263,0,2020/07/02 16:00:14,USA,12690,2654,1.64480853659461,0.16568411709874
28,9,19017,Bremer,IA,90,79,6,2020/07/02 16:00:14,USA,24947,2234,1.47509845559349,0.125164627007619
29,35,19069,Franklin,IA,82,46,0,2020/07/02 16:00:14,USA,10124,1200,1.64758090698267,0.165817716686447
30,12,19023,Butler,IA,51,35,2,2020/07/02 16:00:14,USA,14539,1464,1.64581994704863,0.165677440567865
31,31,19061,Dubuque,IA,579,384,22,2020/07/02 16:00:14,USA,96854,10925,1.9659850064536,0.174834340738589
32,28,19055,Delaware,IA,46,34,1,2020/07/02 16:00:14,USA,17069,1321,1.65320344218239,0.164157256355936
33,94,19187,Webster,IA,170,122,2,2020/07/02 16:00:14,USA,36277,4166,1.89365250486713,0.203631378398526
34,10,19019,Buchanan,IA,48,35,1,2020/07/02 16:00:14,USA,21199,1895,1.66302867060044,0.162502933178709
35,7,19013,Black Hawk,IA,2165,1791,58,2020/07/02 16:00:14,USA,132408,15603,1.6690521466628,0.162374630605809
36,97,19193,Woodbury,IA,3186,3016,44,2020/07/02 16:00:14,USA,102539,16424,2.42636247129416,0.248549990860172
37,47,19093,Ida,IA,22,20,0,2020/07/02 16:00:14,USA,6841,657,1.53905385133514,0.122291609116611
38,81,19161,Sac,IA,63,49,0,2020/07/02 16:00:14,USA,9719,1242,1.76241111854249,0.163752090137135
39,13,19025,Calhoun,IA,47,22,2,2020/07/02 16:00:14,USA,9699,1078,1.73628628486417,0.161997583069679
40,40,19079,Hamilton,IA,185,152,1,2020/07/02 16:00:14,USA,14952,1930,1.71314143947394,0.163503770113021
41,42,19083,Hardin,IA,65,34,0,2020/07/02 16:00:14,USA,16868,1776,1.69000296456947,0.161385418032918
42,38,19075,Grundy,IA,36,22,0,2020/07/02 16:00:14,USA,12304,1137,1.67802338743871,0.142127445949025
43,49,19097,Jackson,IA,27,16,0,2020/07/02 16:00:14,USA,19432,1257,2.07834736694484,0.183296848633463
44,53,19105,Jones,IA,55,48,0,2020/07/02 16:00:14,USA,20744,1434,1.6299162569308,0.162684664504456
45,57,19113,Linn,IA,1227,1000,82,2020/07/02 16:00:14,USA,225909,19627,1.80674092166282,0.204193692873201
46,6,19011,Benton,IA,60,44,1,2020/07/02 16:00:14,USA,25642,1993,1.80588730837179,0.202483172750458
47,86,19171,Tama,IA,453,395,29,2020/07/02 16:00:14,USA,16904,2321,1.80688300401416,0.203440469857114
48,67,19133,Monona,IA,73,48,0,2020/07/02 16:00:14,USA,8679,879,2.12316354201373,0.196795369826852
49,24,19047,Crawford,IA,670,598,2,2020/07/02 16:00:14,USA,17158,2899,1.85534418535146,0.201377793645609
50,14,19027,Carroll,IA,91,69,1,2020/07/02 16:00:14,USA,20154,1903,1.6197601288418,0.160534308640552
51,37,19073,Greene,IA,28,20,0,2020/07/02 16:00:14,USA,8981,825,1.62157185711836,0.160866715753459
52,8,19015,Boone,IA,137,106,1,2020/07/02 16:00:14,USA,26346,2701,1.62489466407202,0.161510465217336
53,85,19169,Story,IA,739,281,3,2020/07/02 16:00:14,USA,98105,8036,1.62511481218105,0.161547069415365
54,64,19127,Marshall,IA,1020,920,18,2020/07/02 16:00:14,USA,39981,5729,1.62374952565441,0.161426130789666
55,23,19045,Clinton,IA,101,68,1,2020/07/02 16:00:14,USA,46518,3289,2.24361687413681,0.199530757525976
56,16,19031,Cedar,IA,79,59,1,2020/07/02 16:00:14,USA,18627,1613,1.63234594510688,0.163181818164524
57,43,19085,Harrison,IA,53,43,0,2020/07/02 16:00:14,USA,14134,1044,2.15390456644706,0.196078880287994
