"County","State","Country","Lat","Long","Date","Cases","New Cases","Deaths","New Deaths","Recovered","New Recovered","Active","Tested","","","","","","","","","","","",""
"Anchorage","AK","USA","","","1/22/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","1/23/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","1/24/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","1/25/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","1/26/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","1/27/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","1/28/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","1/29/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","1/30/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","1/31/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","2/1/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","2/2/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","2/3/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","2/4/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","2/5/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","2/6/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","2/7/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","2/8/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","2/9/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","2/10/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","2/11/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","2/12/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","2/13/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","2/14/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","2/15/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","2/16/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","2/17/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","2/18/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","2/19/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","2/20/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","2/21/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","2/22/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","2/23/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","2/24/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","2/25/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","2/26/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","2/27/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","2/28/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","2/29/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","3/1/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","3/2/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","3/3/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","3/4/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","3/5/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","3/6/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","3/7/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","3/8/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","3/9/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","3/10/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","3/11/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","3/12/2020","","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","3/13/2020","1","1","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","3/14/2020","1","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","3/15/2020","1","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","3/16/2020","1","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","3/17/2020","1","0","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","3/18/2020","3","2","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","3/19/2020","4","1","","","","","","","","","","","","","","","","","",""
"Anchorage","AK","USA","","","3/20/2020","4","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","1/22/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","1/23/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","1/24/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","1/25/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","1/26/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","1/27/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","1/28/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","1/29/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","1/30/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","1/31/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","2/1/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","2/2/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","2/3/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","2/4/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","2/5/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","2/6/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","2/7/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","2/8/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","2/9/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","2/10/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","2/11/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","2/12/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","2/13/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","2/14/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","2/15/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","2/16/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","2/17/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","2/18/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","2/19/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","2/20/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","2/21/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","2/22/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","2/23/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","2/24/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","2/25/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","2/26/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","2/27/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","2/28/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","2/29/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","3/1/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","3/2/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","3/3/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","3/4/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","3/5/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","3/6/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","3/7/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","3/8/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","3/9/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","3/10/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","3/11/2020","0","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","3/12/2020","0","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","3/13/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","3/14/2020","","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","3/15/2020","0","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","3/16/2020","2","2","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","3/17/2020","2","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","3/18/2020","2","0","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","3/19/2020","5","3","","","","","","","","","","","","","","","","","",""
"Fairbanks North Star","AK","USA","","","3/20/2020","5","0","","","","","","","","","","","","","","","","","",""
"Ketchikan Gateway","AK","USA","","","3/19/2020","2","2","","","","","","","","","","","","","","","","","",""
"Ketchikan Gateway","AK","USA","","","3/20/2020","2","0","","","","","","","","","","","","","","","","","",""
"Seward","AK","USA","","","3/18/2020","1","1","","","","","","","","","","","","","","","","","",""
"Seward","AK","USA","","","3/19/2020","1","0","","","","","","","","","","","","","","","","","",""
"Seward","AK","USA","","","3/20/2020","1","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","1/22/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","1/23/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","1/24/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","1/25/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","1/26/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","1/27/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","1/28/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","1/29/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","1/30/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","1/31/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","2/1/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","2/2/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","2/3/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","2/4/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","2/5/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","2/6/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","2/7/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","2/8/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","2/9/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","2/10/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","2/11/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","2/12/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","2/13/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","2/14/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","2/15/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","2/16/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","2/17/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","2/18/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","2/19/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","2/20/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","2/21/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","2/22/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","2/23/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","2/24/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","2/25/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","2/26/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","2/27/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","2/28/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","2/29/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","3/1/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","3/2/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","3/3/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","3/4/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","3/5/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","3/6/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","3/7/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","3/8/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","3/9/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","3/10/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","3/11/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","3/12/2020","","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","3/13/2020","0","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","3/14/2020","3","3","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","3/15/2020","3","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","3/16/2020","3","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","3/17/2020","3","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","3/18/2020","3","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","3/19/2020","3","0","","","","","","","","","","","","","","","","","",""
"Jefferson","AR","USA","","","3/20/2020","3","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","1/22/2020","","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","1/23/2020","","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","1/24/2020","","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","1/25/2020","","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","1/26/2020","","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","1/27/2020","","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","1/28/2020","","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","1/29/2020","","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","1/30/2020","","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","1/31/2020","","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","2/1/2020","","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","2/2/2020","","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","2/3/2020","","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","2/4/2020","","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","2/5/2020","","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","2/6/2020","","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","2/7/2020","","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","2/8/2020","","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","2/9/2020","","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","2/10/2020","","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","2/11/2020","","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","2/12/2020","","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","2/13/2020","","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","2/14/2020","","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","2/15/2020","","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","2/16/2020","","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","2/17/2020","","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","2/18/2020","","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","2/19/2020","","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","2/20/2020","","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","2/21/2020","","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","2/22/2020","","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","2/23/2020","","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","2/24/2020","","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","2/25/2020","","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","2/26/2020","","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","2/27/2020","","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","2/28/2020","","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","2/29/2020","","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","3/1/2020","","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","3/2/2020","","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","3/3/2020","","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","3/4/2020","","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","3/5/2020","","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","3/6/2020","","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","3/7/2020","","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","3/8/2020","","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","3/9/2020","","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","3/10/2020","","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","3/11/2020","1","1","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","3/12/2020","6","5","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","3/13/2020","9","3","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","3/14/2020","9","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","3/15/2020","13","4","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","3/16/2020","19","6","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","3/17/2020","19","0","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","3/18/2020","33","14","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","3/19/2020","58","44","","","","","","","","","","","","","","","","","",""
"Unknown","AR","USA","","","3/20/2020","92","34","","","","","","","","","","","","","","","","","",""
"Washington","AR","USA","","","3/18/2020","1","1","","","","","","","","","","","","","","","","","",""
"Washington","AR","USA","","","3/19/2020","1","0","","","","","","","","","","","","","","","","","",""
"Washington","AR","USA","","","3/20/2020","1","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","1/22/2020","","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","1/23/2020","","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","1/24/2020","","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","1/25/2020","","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","1/26/2020","","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","1/27/2020","","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","1/28/2020","","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","1/29/2020","","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","1/30/2020","","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","1/31/2020","","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","2/1/2020","","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","2/2/2020","","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","2/3/2020","","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","2/4/2020","","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","2/5/2020","","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","2/6/2020","","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","2/7/2020","","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","2/8/2020","","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","2/9/2020","","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","2/10/2020","","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","2/11/2020","","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","2/12/2020","","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","2/13/2020","","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","2/14/2020","","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","2/15/2020","","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","2/16/2020","","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","2/17/2020","","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","2/18/2020","","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","2/19/2020","","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","2/20/2020","","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","2/21/2020","","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","2/22/2020","","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","2/23/2020","","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","2/24/2020","","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","2/25/2020","","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","2/26/2020","","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","2/27/2020","","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","2/28/2020","","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","2/29/2020","","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","3/1/2020","","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","3/2/2020","","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","3/3/2020","","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","3/4/2020","","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","3/5/2020","","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","3/6/2020","","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","3/7/2020","","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","3/8/2020","","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","3/9/2020","","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","3/10/2020","","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","3/11/2020","0","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","3/12/2020","0","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","3/13/2020","1","1","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","3/14/2020","1","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","3/15/2020","1","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","3/16/2020","1","0","","","","","","","","","","","","","","","","","",""
"Graham","AZ","USA","","","3/17/2020","1","0","","","","","","","","","","","","","","","","","",""
"Maricopa County","AZ","USA","33.2918","-112.4291","1/22/2020","0","0","","","","","","","","","","","","","","","","","",""
"Maricopa County","AZ","USA","33.2918","-112.4291","1/23/2020","0","0","","","","","","","","","","","","","","","","","",""
"Maricopa County","AZ","USA","33.2918","-112.4291","1/24/2020","0","0","","","","","","","","","","","","","","","","","",""
"Maricopa County","AZ","USA","33.2918","-112.4291","1/25/2020","0","0","","","","","","","","","","","","","","","","","",""
"Maricopa County","AZ","USA","33.2918","-112.4291","1/26/2020","1","1","","","","","","","","","","","","","","","","","",""
"Maricopa County","AZ","USA","33.2918","-112.4291","1/27/2020","1","0","","","","","","","","","","","","","","","","","",""
"Maricopa County","AZ","USA","33.2918","-112.4291","1/28/2020","1","0","","","","","","","","","","","","","","","","","",""
"Maricopa County","AZ","USA","33.2918","-112.4291","1/29/2020","1","0","","","","","","","","","","","","","","","","","",""
"Maricopa County","AZ","USA","33.2918","-112.4291","1/30/2020","1","0","","","","","","","","","","","","","","","","","",""
"Maricopa County","AZ","USA","33.2918","-112.4291","1/31/2020","1","0","","","","","","","","","","","","","","","","","",""
