ï»¿OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,MedianAge,SHAPE_Length,SHAPE_Area
11,11,33,065,JEFFERSON,Jefferson,FL,683,22,17,43,65,89,98,131,128,69,20,1,0 to 101,55,400,279,4,676,7,0,20,516,41,158,11,122,560,0,1,675,81,37,4,0,63,55,0,118,4,3,18,19,14,19,17,14,7,7,0,0 to 95,47,55,46,11,6,10,99,9,25,2,17,0,0,5,122,58,64,118,4,0,1706,2,1831,1708,122,5,160,122,,2.20493093525027,0.148496656229977
12,12,40,079,MADISON,Madison,FL,1533,78,80,172,188,197,217,216,205,117,57,6,0 to 99,47,958,570,5,1506,27,0,59,988,53,635,38,492,1040,0,1,1505,313,171,8,0,289,195,0,484,29,33,72,70,69,82,69,36,13,19,0,0 to 98,40,111,328,27,18,28,406,50,88,0,22,0,1,4,492,197,295,484,8,0,3871,19,4407,3890,492,4,622,522,,2.16969163731198,0.174026330045279
13,13,39,077,LIBERTY,Liberty,FL,2345,6,14,193,710,576,421,280,99,31,7,8,0 to 105,38,237,2100,8,2345,0,0,6,2014,1,164,5,320,2025,0,0,2345,316,4,0,0,42,277,1,320,2,4,43,78,64,72,46,8,2,1,0,0 to 85,39,189,107,9,15,15,210,95,13,0,5,0,0,2,320,277,42,320,0,0,2536,0,2857,2536,320,2,219,194,,3.02097391492398,0.204641327093244
14,14,24,047,HAMILTON,Hamilton,FL,2204,32,51,209,573,440,344,255,180,74,43,3,0 to 118,40,575,1610,19,2197,7,0,60,1906,9,513,11,523,1680,0,1,2196,484,35,3,1,186,333,0,519,21,34,79,124,91,80,59,25,8,2,0,0 to 86,35,211,265,35,8,82,284,153,74,1,18,0,0,2,523,335,188,519,4,0,3078,3,3606,3081,523,2,47,45,,2.3015236652275,0.126367835513063
15,15,3,005,BAY,Bay,FL,5282,72,76,577,817,788,871,890,594,341,201,55,0 to 119,48,2913,2313,56,5207,75,0,385,4338,28,1258,106,2269,3011,0,2,5205,2093,120,54,2,1188,1018,7,2213,35,44,397,468,395,376,296,169,67,22,0,0 to 96,39,1213,246,114,640,193,1311,709,193,9,73,4,3,13,2269,1050,1212,2213,56,0,16892,23,19211,16915,2269,13,189,181,,5.42268520962735,0.181027420718501
16,16,12,023,COLUMBIA,Columbia,FL,4663,110,137,366,656,682,682,838,648,321,214,9,0 to 119,50,2256,2331,76,4643,20,0,409,3171,63,1409,20,1523,3137,0,3,4640,1386,130,6,1,442,1073,1,1516,32,47,155,301,299,272,213,127,52,25,0,0 to 99,42,526,287,83,620,82,695,739,16,0,77,0,0,6,1523,1079,443,1516,7,0,8415,13,9989,8428,1523,6,43,41,,2.63367862103558,0.193837653658007
17,17,2,003,BAKER,Baker,FL,1141,38,25,139,177,169,179,184,117,78,33,2,0 to 99,46,640,476,25,1082,59,0,93,864,16,281,7,250,882,0,9,1073,174,76,0,0,120,129,1,250,3,8,38,42,46,36,39,17,17,4,0,1 to 97,42,174,46,18,12,8,222,20,33,0,24,0,0,4,250,129,120,250,0,0,3415,58,3723,3473,250,4,303,302,,1.77124519435665,0.142602236961311
18,18,30,059,HOLMES,Holmes,FL,1125,23,27,102,167,165,188,183,166,76,27,1,0 to 119,49,542,569,14,1107,18,0,29,797,5,291,29,331,793,1,0,1106,281,41,6,3,85,237,0,322,4,4,45,79,72,60,33,19,10,5,0,1 to 93,39,191,78,23,30,19,245,58,18,0,9,0,0,1,331,240,91,322,9,0,3221,9,3568,3230,331,1,329,323,,1.73644592497981,0.117992933758262
19,19,43,085,MARTIN,Martin,FL,9483,205,316,857,1096,1184,1249,1552,1497,1056,448,23,0 to 100,53,4716,4347,420,9379,104,0,725,6766,82,2795,95,3250,6192,1,40,9339,3208,19,23,0,1523,1689,15,3227,100,191,519,574,555,506,336,206,157,103,3,0 to 99,38,1300,172,948,807,1646,968,613,503,3,280,2,1,54,3250,1703,1532,3227,23,0,19009,78,22370,19087,3250,54,1643,1632,,2.97866994211851,0.153458428490643
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,74599,1779,2464,8357,12705,11091,11381,11358,8388,4477,2070,529,0 to 119,45,41715,32410,474,74140,459,0,2249,65941,458,6736,382,24891,49539,22,147,73971,24336,438,114,3,13051,11516,207,24774,525,1059,4401,5563,3935,3617,2715,1431,799,429,417,0 to 104,36,7829,3092,2882,10971,5433,6910,12431,1855,14,1050,11,4,260,24891,11566,13118,24774,117,0,169171,340,194667,169511,24891,260,5361,5014,,3.45236134967177,0.251838053021243
21,21,41,081,MANATEE,Manatee,FL,21214,405,706,1889,2491,2521,2849,3583,3621,2220,822,107,0 to 119,53,11786,9099,329,20903,311,0,1408,18159,177,3187,59,7078,14128,3,5,20895,6934,69,75,0,3617,3304,82,7003,157,435,1145,1271,1156,1044,845,514,336,171,4,0 to 101,39,2719,552,607,3125,1537,1931,3535,325,5,432,3,2,149,7078,3341,3652,7003,75,0,61487,234,68834,61721,7078,149,536,438,,3.59179695196309,0.177648040338128
22,22,10,019,CLAY,Clay,FL,10209,199,298,972,1274,1454,1671,1715,1445,821,339,21,0 to 101,50,5828,4262,119,10183,26,0,474,8561,130,1427,89,2249,7949,1,10,10172,2132,109,8,0,1231,1001,9,2241,20,80,358,366,350,376,308,210,116,65,0,0 to 100,43,1006,375,175,685,204,1276,761,303,0,157,0,0,44,2249,1005,1235,2241,8,0,25577,18,27857,25595,2249,44,1344,1311,,1.77574995355385,0.155892403767859
23,23,25,049,HARDEE,Hardee,FL,1692,58,157,262,314,218,219,201,157,77,29,0,0 to 94,37,917,751,24,1684,8,0,71,698,2,914,16,726,965,1,0,1683,488,232,5,1,372,344,4,720,23,78,130,151,105,95,64,52,21,7,0,0 to 93,33,540,72,81,27,500,194,26,108,3,61,3,1,4,726,348,374,720,6,0,3134,2,3865,3136,726,4,1271,1170,,1.60075687900909,0.150973021686986
24,24,42,083,MARION,Marion,FL,19293,264,418,1497,2396,2360,2767,3183,3349,2173,855,31,0 to 168,54,11589,7642,62,19261,32,0,5078,11698,177,5222,220,2826,16126,0,341,18922,2739,79,7,1,1490,1307,21,2818,48,92,403,502,485,429,398,261,152,53,3,0 to 99,42,1647,432,219,520,407,1737,674,451,4,273,0,0,35,2826,1308,1497,2818,8,0,33830,21,36701,33851,2826,35,1477,1312,,3.40272879823586,0.399426438918717
25,25,64,127,VOLUSIA,Volusia,FL,25226,258,499,1876,2976,2866,3640,4886,4382,2400,1161,282,0 to 119,55,14080,10538,608,25096,130,0,919,22211,230,3190,211,5657,19549,0,20,25077,5093,517,41,6,2968,2612,30,5610,77,201,886,1062,778,826,774,536,310,201,6,0 to 103,42,2352,727,1064,1467,811,2866,1933,681,7,410,5,0,89,5657,2635,2992,5610,47,0,53323,81,59126,53404,5657,89,2062,1440,,5.33119702869585,0.289588880387825
26,26,15,029,DIXIE,Dixie,FL,971,24,39,82,118,159,123,151,147,85,42,1,0 to 118,50,578,380,13,971,0,0,31,757,6,178,3,203,768,0,0,971,171,32,0,0,115,87,1,203,0,12,22,32,30,24,26,30,22,5,0,6 to 91,47,137,15,2,49,2,145,56,33,0,21,0,0,4,203,87,115,203,0,0,1882,0,2087,1882,203,4,282,227,,2.28600352325086,0.169869356765238
27,27,35,069,LAKE,Lake,FL,18532,307,374,1345,2013,1977,2411,2932,3090,2153,707,1223,0 to 103,55,9803,7754,975,18385,147,0,269,17139,222,1036,110,3594,14894,0,44,18343,3513,56,25,0,1830,1682,57,3569,67,127,584,690,550,559,484,290,183,53,7,0 to 103,40,990,378,492,1709,445,1214,1910,283,12,173,5,1,36,3594,1694,1842,3569,25,0,47975,120,51721,48095,3594,36,1235,944,,3.13721776582964,0.276793966603692
28,28,38,075,LEVY,Levy,FL,2072,37,47,227,264,228,293,393,293,205,83,2,0 to 118,53,1188,867,17,2068,4,0,76,1566,16,532,10,414,1658,0,0,2068,375,36,0,3,186,223,2,411,4,15,83,72,54,63,62,33,19,8,1,2 to 99,41,162,40,115,94,139,176,96,42,0,26,0,0,2,414,225,187,411,3,0,4473,1,4896,4474,414,2,527,477,,3.28561267663391,0.269417839061194
29,29,60,119,SUMTER,Sumter,FL,4566,75,45,151,225,247,367,613,1588,1011,159,85,0 to 119,68,2281,2103,182,4487,79,0,279,3731,164,769,82,881,3636,0,49,4438,804,70,6,1,390,477,7,874,1,19,63,57,96,113,129,232,135,36,0,4 to 92,62,506,124,40,204,43,610,221,205,1,131,0,0,21,881,480,394,874,7,0,12879,72,13844,12951,881,21,447,435,,2.17022236361353,0.138739000630679
30,30,59,117,SEMINOLE,Seminole,FL,21753,354,549,2375,3119,2996,3332,3365,2787,1359,666,851,0 to 119,48,12185,9365,203,21698,55,0,694,19307,246,1738,128,5633,16090,1,29,21670,5546,64,23,0,2970,2570,70,5610,87,159,1178,1172,840,823,598,372,218,185,1,0 to 104,37,2099,555,581,2375,654,1561,3395,493,5,295,1,0,51,5633,2579,2981,5610,23,0,50778,30,56494,50808,5633,51,1825,1582,,1.54465854506178,0.0825017178217949
31,31,48,095,ORANGE,Orange,FL,84362,1513,2047,9178,14478,13032,13087,12408,8449,4007,1554,4609,0 to 120,44,45444,38381,537,83057,1304,1,1784,78754,585,5659,464,24700,59296,1,365,82693,24223,132,340,5,12149,11981,225,24355,368,623,4806,6261,4311,3589,2571,1253,625,274,19,0 to 106,35,5325,3136,3685,12209,3152,4778,16425,1312,50,668,40,5,138,24700,12161,12307,24354,345,1,194874,955,220778,195829,24700,138,2622,2394,,2.69541534247372,0.239823210111864
32,32,9,017,CITRUS,Citrus,FL,5061,76,111,352,543,481,625,913,1036,697,219,8,0 to 222,59,2846,2059,156,5051,10,0,221,3820,119,823,39,911,4141,1,8,5043,553,355,3,0,464,441,3,908,9,26,121,135,103,135,167,114,72,29,0,0 to 100,49,675,55,56,122,53,699,156,68,0,88,0,0,18,911,442,466,908,3,0,13946,6,14871,13952,911,18,1750,1296,,2.36078129145224,0.144732057690528
33,33,27,053,HERNANDO,Hernando,FL,5103,89,106,497,697,633,745,868,674,495,295,4,0 to 102,52,3035,2053,15,5077,26,0,410,3840,66,1382,55,1273,3829,1,0,5076,1041,220,11,1,675,586,0,1261,16,42,207,221,178,197,178,117,80,37,0,0 to 100,43,874,107,106,174,188,772,301,245,2,139,2,1,16,1273,590,683,1261,12,0,13987,14,15280,14001,1273,16,1455,1404,,1.97468349274389,0.11617688304957
34,34,52,103,PINELLAS,Pinellas,FL,49190,537,850,4102,6896,5953,7085,8869,7630,4643,2533,92,0 to 120,53,28025,21002,163,48812,378,0,3815,40026,411,11584,471,14191,34975,1,23,48789,13897,187,100,7,7555,6441,88,14084,196,454,2168,2992,1959,1996,1891,1177,802,543,13,0 to 104,41,6474,2400,919,4291,1236,7798,5050,1574,22,1186,19,2,342,14191,6499,7603,14084,107,0,129406,268,143961,129674,14191,342,1105,1013,,3.37527233690315,0.0695827304540653
35,35,61,121,SUWANNEE,Suwannee,FL,2838,92,114,292,380,359,349,420,346,258,217,11,0 to 118,50,1739,1028,71,2821,17,0,105,2003,110,955,23,934,1903,0,1,2820,788,129,14,3,520,389,8,917,34,68,152,135,143,128,99,76,63,35,1,0 to 102,40,465,134,192,126,302,462,153,144,1,78,0,0,26,934,395,531,917,17,0,5063,0,6005,5063,934,26,237,233,,2.13933972018078,0.167912477075967
36,36,16,031,DUVAL,Duval,FL,64120,1132,1704,7108,11480,9662,9730,10372,7300,3652,1846,134,-6 to 119,46,34885,28448,787,63393,727,0,1519,57601,454,4784,247,17979,46023,11,107,63280,16515,1269,179,16,9234,8421,129,17784,226,675,3071,4343,3051,2610,2027,1136,524,307,9,0 to 102,36,4326,5631,1630,6197,1453,8331,8000,926,24,517,12,4,108,17979,8526,9322,17784,195,0,152974,520,171672,153494,17979,108,4371,4255,,3.27411455760684,0.200425275865001
37,37,34,067,LAFAYETTE,Lafayette,FL,405,7,3,49,53,43,41,50,55,58,45,1,0 to 119,56,254,143,8,405,0,0,12,335,0,39,1,74,331,0,0,405,67,7,0,0,39,33,2,74,2,3,9,16,5,11,13,9,3,3,0,3 to 98,48,42,12,11,9,13,51,10,18,0,7,0,0,0,74,33,39,74,0,0,692,0,768,692,74,0,56,56,,1.87054630268957,0.132542672355777
38,38,23,045,GULF,Gulf,FL,859,27,38,78,90,90,151,158,137,70,20,0,0 to 94,52,485,370,4,798,61,0,42,621,1,162,20,205,653,0,1,797,195,3,7,0,107,90,1,198,3,13,32,27,30,47,29,19,4,1,0,1 to 89,44,106,58,3,31,12,150,36,38,2,8,2,0,0,205,96,108,198,7,0,2652,54,2915,2706,205,0,288,284,,2.48127035962968,0.137366647942991
39,39,63,125,UNION,Union,FL,1303,15,29,86,88,126,153,425,292,74,15,0,0 to 118,58,380,917,6,1303,0,0,43,1150,4,183,5,161,1142,0,0,1303,114,47,0,0,58,103,0,161,4,8,30,17,16,14,42,26,3,1,0,0 to 89,50,116,40,4,1,6,144,11,20,0,15,0,0,3,161,103,58,161,0,0,2739,0,2901,2739,161,3,225,223,,1.26448361855685,0.0605152419302145
40,40,4,007,BRADFORD,Bradford,FL,1633,28,37,152,210,192,245,307,198,155,103,6,0 to 118,52,1024,587,22,1631,2,0,77,1384,34,289,2,205,1427,0,1,1630,131,74,0,0,127,78,0,205,5,8,33,25,31,33,22,14,22,12,0,0 to 107,45,141,54,8,2,6,197,2,31,0,22,0,0,2,205,78,127,205,0,0,3345,2,3554,3347,205,2,433,401,,1.60231093560507,0.0725862816422102
41,41,65,129,WAKULLA,Wakulla,FL,1630,23,42,152,198,233,281,303,236,120,41,1,0 to 102,51,866,755,9,1625,5,0,41,1260,13,391,16,341,1287,0,2,1623,309,29,2,1,132,205,1,338,2,6,57,57,63,64,58,18,13,3,0,3 to 86,43,187,82,17,52,21,253,64,40,0,18,0,0,1,341,206,134,338,3,0,3882,2,4235,3884,341,1,389,314,,2.72889764150517,0.147928217310253
42,42,5,009,BREVARD,Brevard,FL,23437,305,442,1857,2619,2672,3286,4921,4243,2269,677,146,0 to 119,56,13141,10174,122,23413,24,0,1034,20959,107,3459,133,4561,18872,0,4,23409,4448,95,15,3,2373,2141,29,4543,49,106,884,867,674,653,612,358,204,154,0,0 to 103,40,2323,411,367,1442,618,2347,1578,602,4,302,3,0,58,4561,2148,2384,4543,18,0,66346,6,70964,66352,4561,58,1282,1224,,7.43388258345288,0.247147786992
43,43,53,105,POLK,Polk,FL,27607,712,981,2771,4134,3993,3992,4010,3568,2176,937,333,0 to 119,47,15393,11915,299,27489,118,0,1250,23122,231,4311,196,10309,17266,2,30,27457,9177,1092,32,8,5372,4759,138,10269,196,504,1569,2021,1839,1500,1167,789,458,264,2,0 to 103,39,4562,1731,858,3118,2409,3929,3931,1195,11,808,6,1,200,10309,4775,5395,10269,40,0,66763,74,77217,66837,10309,200,3271,2701,,3.74731907845249,0.477444147523754
44,44,49,097,OSCEOLA,Osceola,FL,19358,275,615,1890,3155,3066,3259,2902,2113,1041,362,680,0 to 155,46,10575,8647,136,19255,103,0,1800,15355,390,2839,228,6687,12601,2,68,19186,6560,52,73,2,3399,3144,69,6612,87,242,1012,1482,1241,1183,712,437,228,59,4,0 to 102,38,1913,315,1834,2550,2468,1030,3114,571,10,284,8,2,43,6687,3194,3423,6612,75,0,41844,27,48662,41871,6687,43,2418,1907,,3.37526858197538,0.357928282021791
45,45,28,055,HIGHLANDS,Highlands,FL,4538,87,93,265,511,440,540,707,789,696,390,20,0 to 119,60,2679,1820,39,4472,66,0,145,3827,47,654,37,876,3656,0,6,4466,787,86,3,0,456,413,4,873,18,29,94,134,120,125,142,93,85,36,0,0 to 96,49,474,155,131,113,246,442,185,194,2,119,1,0,16,876,416,456,873,3,0,12024,63,12976,12087,876,16,941,827,,2.84124660964211,0.261466143584495
46,46,36,071,LEE,Lee,FL,37004,497,767,3637,5120,5005,5375,5811,5513,3574,1640,65,0 to 119,51,20708,15961,335,35853,1150,1,1271,31605,613,6134,220,13395,23586,2,21,35831,12664,451,274,6,6796,6150,169,13115,223,421,2138,2545,2184,2107,1657,1029,642,439,10,0 to 101,41,5493,1251,473,5898,3033,3961,6121,1532,18,825,15,5,245,13395,6295,6924,13114,280,1,81336,868,95628,82204,13395,245,3441,1839,,5.53875412350018,0.191375285005442
47,47,11,021,COLLIER,Collier,FL,21882,586,899,2475,2775,2913,3003,3102,3056,2268,766,39,0 to 105,49,11625,10105,152,21503,379,0,999,16519,356,5108,204,8249,13475,3,155,21345,7777,372,84,16,4123,3988,38,8149,220,433,1472,1392,1400,1289,985,547,354,156,1,0 to 101,39,3866,451,625,3207,3258,1779,3112,868,22,555,12,6,114,8249,4045,4161,8149,100,0,44097,279,52680,44376,8249,114,5128,4145,,5.51085434088275,0.469024646004233
48,48,13,025,DADE,Dade,FL,227350,2838,4690,21457,38894,37060,41075,36588,23608,13159,7285,696,0 to 225,47,117768,108236,1346,225595,1754,1,5983,202614,2785,24730,1082,92345,134715,93,197,225307,90327,1216,793,9,46061,45135,347,91543,1203,2501,11549,17981,15689,16541,12842,7375,4123,2449,92,0 to 108,43,31794,8963,4363,46423,34083,11107,46353,9190,57,4874,32,16,1342,92345,45540,46413,91542,802,1,430614,937,524949,431551,92345,1342,8165,7426,,5.08399988470576,0.459639407492568
49,49,44,087,MONROE,Monroe,FL,4862,98,105,371,687,679,816,965,702,326,111,2,0 to 101,51,2511,2330,21,4767,95,0,1411,2417,83,1163,145,978,3850,0,34,4735,927,25,21,5,444,504,4,952,23,35,117,196,162,171,123,93,43,15,0,0 to 100,42,500,32,18,402,257,290,405,137,6,57,5,1,6,978,520,454,952,26,0,9110,66,10163,9176,978,6,1844,1567,,13.2628040836788,0.235931608548315
50,50,57,113,SANTA ROSA,Santa Rosa,FL,9014,300,362,1094,1239,1237,1353,1390,1162,607,260,10,0 to 119,47,4925,4024,65,8938,76,0,342,7242,99,1345,145,2090,6923,0,1,8937,2007,68,15,0,1042,998,35,2075,35,66,538,354,281,309,247,143,78,39,0,0 to 101,37,1315,115,53,592,53,1380,642,106,0,121,1,0,18,2090,1003,1052,2075,15,0,19159,60,21325,19219,2090,18,2661,2117,,3.552029247735,0.244558859494853
51,51,66,131,WALTON,Walton,FL,2506,63,73,315,328,353,368,400,288,176,139,3,0 to 101,48,1325,1147,34,2372,134,0,113,2061,15,876,107,898,1607,0,1,2371,789,26,80,3,384,430,1,815,11,33,207,150,147,122,129,54,33,12,0,0 to 101,39,665,50,18,82,163,579,73,95,10,48,2,0,11,898,468,429,815,83,0,6139,51,7127,6190,898,11,435,380,,3.60138877830291,0.254870622087333
52,52,32,063,JACKSON,Jackson,FL,3773,50,81,355,620,619,634,563,388,275,182,6,0 to 105,47,1732,1956,85,3746,27,0,23,2812,19,835,43,916,2854,1,2,3743,858,45,12,1,358,538,7,903,8,27,104,161,159,160,123,83,48,43,0,0 to 100,45,376,248,40,239,37,499,367,119,2,76,0,0,15,916,545,363,903,13,0,7188,14,8131,7202,916,15,953,752,,2.21646510608254,0.231093280808265
53,53,67,133,WASHINGTON,Washington,FL,1241,21,32,111,151,154,198,252,154,112,56,0,0 to 119,53,715,484,42,1232,9,0,43,872,9,361,15,367,871,0,3,1229,312,50,5,0,179,158,25,362,6,11,52,59,43,56,63,40,28,9,0,0 to 99,49,160,65,12,125,4,218,140,26,0,27,0,0,13,367,160,182,362,5,0,2900,4,3272,2904,367,13,357,299,,2.37953061790718,0.14998158443965
54,54,45,089,NASSAU,Nassau,FL,4161,65,91,408,465,514,595,758,673,403,185,4,0 to 103,54,2270,1744,147,4022,139,0,173,3342,28,551,89,838,3305,0,18,4006,773,26,37,2,410,389,0,799,12,23,172,130,136,131,119,75,23,17,0,0 to 95,41,488,84,44,183,38,563,198,113,2,46,0,0,7,838,405,433,799,39,0,11233,98,12187,11331,838,7,982,976,,3.75942130773243,0.154419685909309
55,55,22,043,GLADES,Glades,FL,467,11,16,57,96,100,64,50,37,27,7,2,0 to 90,39,194,272,1,467,0,0,57,252,3,281,0,289,178,0,0,467,287,2,0,0,93,196,0,289,5,5,40,73,76,45,30,10,2,2,1,0 to 89,38,208,59,13,9,136,136,17,37,0,25,0,0,2,289,196,93,289,0,0,650,0,940,650,289,2,203,144,,2.27684336624256,0.231957009552348
