ï»¿OBJECTID,IACountyID,FIPS,Name,State,Confirmed,Recovered,Deaths,last_updated,Country,pop_est_2018,individuals_tested,SHAPE_Length,SHAPE_Area
1,60,19119,Lyon,IA,44,40,0,2020/07/06 16:00:14,USA,11811,677,2.21275267122741,0.16910183462716
2,72,19143,Osceola,IA,61,48,0,2020/07/06 16:00:14,USA,6040,429,1.43454319723463,0.11486727457819
3,30,19059,Dickinson,IA,266,162,2,2020/07/06 16:00:14,USA,17153,2526,1.43802348033932,0.116176401058861
4,32,19063,Emmet,IA,87,50,0,2020/07/06 16:00:14,USA,9253,958,1.43404643573087,0.115803243352621
5,3,19005,Allamakee,IA,128,116,4,2020/07/06 16:00:14,USA,13832,1468,1.84786172939921,0.189375563365928
6,55,19109,Kossuth,IA,35,22,0,2020/07/06 16:00:14,USA,14908,1252,2.12797026687415,0.279506512742556
7,96,19191,Winneshiek,IA,38,24,0,2020/07/06 16:00:14,USA,20029,1420,1.78870782385609,0.198184395037308
8,45,19089,Howard,IA,34,13,0,2020/07/06 16:00:14,USA,9187,767,1.5222554542708,0.136239672336114
9,95,19189,Winnebago,IA,29,17,0,2020/07/06 16:00:14,USA,10518,888,1.4353378151154,0.115503756567768
10,66,19131,Mitchell,IA,38,18,0,2020/07/06 16:00:14,USA,10569,1171,1.51579601242865,0.135076913448264
11,98,19195,Worth,IA,20,11,0,2020/07/06 16:00:14,USA,7453,623,1.43534589840123,0.115607405615691
12,84,19167,Sioux,IA,472,372,0,2020/07/06 16:00:14,USA,34909,3007,2.45753459118017,0.220121447846734
13,71,19141,Obrien,IA,88,63,1,2020/07/06 16:00:14,USA,13840,1228,1.63916495855897,0.164071999605506
14,21,19041,Clay,IA,134,92,0,2020/07/06 16:00:14,USA,16134,1844,1.63897894990378,0.163930120305046
15,74,19147,Palo Alto,IA,41,25,0,2020/07/06 16:00:14,USA,8929,1096,1.63360274301866,0.163027285618699
16,41,19081,Hancock,IA,54,43,0,2020/07/06 16:00:14,USA,10712,1246,1.64022442841417,0.164081009647297
17,17,19033,Cerro Gordo,IA,181,92,1,2020/07/06 16:00:14,USA,42647,4780,1.64167384598673,0.164593890089511
18,19,19037,Chickasaw,IA,30,24,0,2020/07/06 16:00:14,USA,11964,1138,1.5579330429406,0.144783457663011
19,34,19067,Floyd,IA,74,56,2,2020/07/06 16:00:14,USA,15761,1870,1.55184492435623,0.143525926262284
20,22,19043,Clayton,IA,44,34,3,2020/07/06 16:00:14,USA,17556,1494,2.20235204451794,0.226710827397518
21,33,19065,Fayette,IA,51,32,0,2020/07/06 16:00:14,USA,19660,1880,1.82861179547503,0.208640704071808
22,75,19149,Plymouth,IA,322,278,5,2020/07/06 16:00:14,USA,25095,2866,2.58616834565828,0.246019887462918
23,18,19035,Cherokee,IA,75,65,1,2020/07/06 16:00:14,USA,11321,1212,1.64015874620456,0.164270532443662
24,11,19021,Buena Vista,IA,1712,1496,11,2020/07/06 16:00:14,USA,19874,7061,1.64552268815282,0.1652216328257
25,76,19151,Pocahontas,IA,96,38,1,2020/07/06 16:00:14,USA,6740,901,1.64124953372891,0.164761949621183
26,46,19091,Humboldt,IA,54,39,1,2020/07/06 16:00:14,USA,9547,924,1.46962109997574,0.124113863794899
27,99,19197,Wright,IA,385,295,1,2020/07/06 16:00:14,USA,12690,2717,1.64480853659461,0.16568411709874
28,9,19017,Bremer,IA,94,78,6,2020/07/06 16:00:14,USA,24947,2338,1.47509845559349,0.125164627007619
29,35,19069,Franklin,IA,90,52,0,2020/07/06 16:00:14,USA,10124,1242,1.64758090698267,0.165817716686447
30,12,19023,Butler,IA,56,41,2,2020/07/06 16:00:14,USA,14539,1532,1.64581994704863,0.165677440567865
31,31,19061,Dubuque,IA,700,411,22,2020/07/06 16:00:14,USA,96854,12091,1.9659850064536,0.174834340738589
32,28,19055,Delaware,IA,51,37,1,2020/07/06 16:00:14,USA,17069,1397,1.65320344218239,0.164157256355936
