County,Cases,Deaths,Recovered,ReportDate
TULSA,4104,72,3114,2020-07-06
OKLAHOMA,3607,70,2565,2020-07-06
CLEVELAND,1107,40,827,2020-07-06
TEXAS,993,6,981,2020-07-06
MCCURTAIN,561,8,389,2020-07-06
COMANCHE,447,7,386,2020-07-06
PAYNE,438,1,331,2020-07-06
WASHINGTON,410,39,358,2020-07-06
CANADIAN,360,3,257,2020-07-06
WAGONER,314,19,227,2020-07-06
ROGERS,222,6,156,2020-07-06
MCCLAIN,204,4,155,2020-07-06
GRADY,198,5,133,2020-07-06
CADDO,197,11,173,2020-07-06
OSAGE,186,8,155,2020-07-06
DELAWARE,181,16,124,2020-07-06
CREEK,175,7,134,2020-07-06
MUSKOGEE,143,11,91,2020-07-06
BRYAN,134,1,85,2020-07-06
CARTER,132,1,81,2020-07-06
ADAIR,123,4,110,2020-07-06
CHOCTAW,120,1,105,2020-07-06
POTTAWATOMIE,119,4,90,2020-07-06
KAY,112,7,85,2020-07-06
OKMULGEE,100,0,55,2020-07-06
MAYES,94,5,72,2020-07-06
GARVIN,91,1,62,2020-07-06
CHEROKEE,90,1,76,2020-07-06
OTTAWA,85,2,54,2020-07-06
GARFIELD,82,2,62,2020-07-06
STEPHENS,72,1,55,2020-07-06
MCINTOSH,70,1,50,2020-07-06
GREER,66,7,57,2020-07-06
PITTSBURG,65,3,50,2020-07-06
CUSTER,64,0,53,2020-07-06
LOGAN,62,1,41,2020-07-06
PAWNEE,58,2,50,2020-07-06
PONTOTOC,50,2,33,2020-07-06
SEQUOYAH,50,3,30,2020-07-06
JACKSON,48,3,30,2020-07-06
NOBLE,47,1,33,2020-07-06
SEMINOLE,43,3,34,2020-07-06
MARSHALL,37,0,28,2020-07-06
NOWATA,37,1,35,2020-07-06
LINCOLN,36,2,28,2020-07-06
LE FLORE,36,1,29,2020-07-06
LOVE,34,0,31,2020-07-06
KINGFISHER,33,0,23,2020-07-06
BEAVER,32,0,32,2020-07-06
ATOKA,27,0,15,2020-07-06
TILLMAN,25,1,23,2020-07-06
MURRAY,22,0,16,2020-07-06
CRAIG,21,0,19,2020-07-06
BLAINE,17,0,15,2020-07-06
PUSHMATAHA,17,0,10,2020-07-06
OKFUSKEE,16,0,12,2020-07-06
WOODWARD,15,0,11,2020-07-06
LATIMER,14,1,9,2020-07-06
HUGHES,13,0,10,2020-07-06
HASKELL,13,0,10,2020-07-06
JOHNSTON,13,0,12,2020-07-06
KIOWA,12,1,7,2020-07-06
BECKHAM,11,0,8,2020-07-06
JEFFERSON,10,0,5,2020-07-06
COAL,9,0,7,2020-07-06
MAJOR,8,1,7,2020-07-06
COTTON,7,2,3,2020-07-06
WOODS,6,0,5,2020-07-06
WASHITA,5,0,3,2020-07-06
DEWEY,4,0,4,2020-07-06
HARMON,2,0,0,2020-07-06
GRANT,2,0,2,2020-07-06
ALFALFA,1,0,1,2020-07-06
ELLIS,1,0,1,2020-07-06
CIMARRON,1,0,1,2020-07-06
HARPER,1,0,1,2020-07-06
