ï»¿OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,MedianAge,SHAPE_Length,SHAPE_Area
11,11,33,065,JEFFERSON,Jefferson,FL,608,14,13,34,52,84,83,120,121,67,19,1,0 to 101,56,363,241,4,603,5,0,8,492,41,105,7,65,543,0,0,603,38,25,2,0,37,26,0,63,2,1,10,8,10,6,9,7,6,6,0,0 to 95,52,29,26,7,1,9,51,3,11,2,10,0,0,4,65,28,37,63,2,0,1300,3,1369,1303,65,4,106,68,58,,2.20493093525027,0.148496656229977
12,12,40,079,MADISON,Madison,FL,1265,60,58,115,151,167,176,182,189,110,50,7,0 to 99,49,806,453,6,1240,25,0,32,918,53,413,21,256,1007,1,1,1238,146,104,5,0,160,90,0,250,17,16,27,35,43,38,42,20,6,11,0,0 to 98,42,53,172,17,8,19,206,25,53,0,8,0,1,4,255,92,163,250,5,0,2020,20,2300,2040,255,4,450,350,50,,2.16969163731198,0.174026330045279
13,13,39,077,LIBERTY,Liberty,FL,2238,3,6,160,692,562,404,274,94,29,6,8,0 to 92,39,184,2047,7,2238,0,0,1,2002,1,108,0,244,1994,0,0,2238,240,4,0,0,16,228,0,244,0,2,15,61,56,61,41,6,1,1,0,10 to 85,41,135,97,5,7,7,151,86,8,0,1,0,0,1,244,228,16,244,0,0,2144,0,2390,2144,244,1,95,70,41,,3.02097391492398,0.204641327093244
14,14,24,047,HAMILTON,Hamilton,FL,2075,25,37,176,551,420,332,248,170,70,42,4,0 to 118,40,495,1554,26,2069,6,0,46,1891,9,390,6,389,1685,0,1,2068,377,9,2,1,105,281,0,386,14,20,46,102,70,68,52,13,4,0,0,0 to 84,37,155,192,35,4,66,172,148,48,1,12,0,0,2,389,283,106,386,3,0,2572,3,2966,2575,389,2,30,28,39,,2.3015236652275,0.126367835513063
15,15,3,005,BAY,Bay,FL,3760,46,47,318,514,532,608,680,474,298,188,55,0 to 119,51,2095,1611,54,3707,53,0,193,3285,28,638,73,744,3013,0,3,3704,652,58,33,1,379,330,1,710,13,16,136,166,137,116,87,48,21,4,0,0 to 95,37,461,85,39,125,135,429,146,109,6,38,2,2,5,744,351,392,710,34,0,8299,21,9078,8320,744,5,113,105,44,,5.42268520962735,0.181027420718501
16,16,12,023,COLUMBIA,Columbia,FL,3552,92,108,255,437,446,464,685,561,293,202,9,0 to 119,54,2007,1451,94,3536,16,0,254,3050,63,446,16,364,3185,0,3,3533,320,41,3,0,180,181,0,361,11,17,42,73,55,52,55,33,19,7,0,0 to 97,42,160,134,48,19,52,285,24,12,0,42,0,0,4,364,183,181,361,3,0,6156,13,6538,6169,364,4,35,33,40,,2.63367862103558,0.193837653658007
17,17,2,003,BAKER,Baker,FL,968,30,18,110,145,134,156,159,111,71,32,2,0 to 99,48,523,394,51,908,60,0,54,851,16,130,5,106,861,0,1,907,65,41,0,0,45,61,0,106,0,3,17,15,15,14,17,12,10,3,0,7 to 97,47,79,18,4,5,1,96,9,25,0,18,0,0,4,106,61,45,106,0,0,1898,60,2064,1958,106,4,124,123,48,,1.77124519435665,0.142602236961311
18,18,30,059,HOLMES,Holmes,FL,951,15,13,77,143,134,156,167,159,65,21,1,0 to 119,51,451,485,15,939,12,0,7,765,5,202,8,199,752,0,0,939,176,20,1,2,28,168,0,196,2,0,21,57,50,35,18,13,3,0,0,1 to 83,38,115,67,9,5,16,155,25,7,0,5,0,0,0,199,169,30,196,3,0,2424,9,2636,2433,199,0,85,79,43,,1.73644592497981,0.117992933758262
19,19,43,085,MARTIN,Martin,FL,8559,183,250,714,941,1045,1131,1451,1431,988,402,23,0 to 100,55,4223,3897,439,8463,96,0,552,6637,82,1919,80,2422,6100,1,36,8427,2392,14,16,0,1105,1290,11,2406,88,143,388,430,435,394,247,144,96,54,3,0 to 99,38,849,105,756,696,1312,563,531,353,2,198,1,1,29,2422,1299,1112,2406,16,0,15791,78,18313,15869,2422,29,886,875,38,,2.97866994211851,0.153458428490643
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,64383,1481,1910,6791,10792,9409,9763,10111,7766,4149,1922,289,0 to 119,46,36339,27652,392,63945,438,0,1106,59383,458,4027,328,14677,49562,22,122,63801,14264,319,91,3,7655,6809,119,14583,308,541,2850,3647,2258,1977,1441,770,440,269,176,0 to 104,34,4386,1879,1666,6652,2895,4120,7568,1165,12,688,9,4,158,14677,6854,7704,14583,94,0,128110,344,143226,128454,14677,158,3919,3572,37,,3.45236134967177,0.251838053021243
21,21,41,081,MANATEE,Manatee,FL,17970,318,493,1342,1917,2007,2351,3182,3397,2081,779,103,0 to 119,56,10103,7582,285,17707,263,0,1019,15819,177,2181,50,3785,14179,4,2,17701,3695,63,27,0,1927,1821,10,3758,84,225,590,688,625,538,429,290,194,122,0,0 to 101,39,1730,320,322,1386,1011,1230,1517,216,4,285,3,2,132,3785,1832,1943,3758,27,0,42671,236,46715,42907,3785,132,392,294,45,,3.59179695196309,0.177648040338128
22,22,10,019,CLAY,Clay,FL,8837,125,228,730,1060,1245,1458,1535,1348,771,315,22,0 to 101,52,5072,3653,112,8815,22,0,208,8113,130,722,61,1017,7819,1,0,8814,933,80,4,0,559,450,4,1013,5,24,133,162,156,175,140,115,64,42,1,0 to 100,47,466,177,80,290,87,607,319,170,0,110,0,0,34,1017,452,561,1013,4,0,18312,18,19361,18330,1017,34,578,545,55,,1.77574995355385,0.155892403767859
23,23,25,049,HARDEE,Hardee,FL,1339,44,111,187,255,176,160,166,141,72,27,0,0 to 94,38,729,587,23,1330,9,0,72,657,2,600,9,509,829,0,1,1329,369,133,6,1,254,244,4,502,17,53,79,117,80,58,42,41,17,5,0,0 to 86,33,367,60,49,26,349,130,23,77,3,44,3,1,3,509,249,256,502,7,0,2319,2,2832,2321,509,3,899,800,35,,1.60075687900909,0.150973021686986
24,24,42,083,MARION,Marion,FL,15765,178,246,1105,1843,1830,2258,2663,2902,1927,785,28,0 to 168,56,9603,6116,46,15738,27,0,4244,10570,177,3668,160,986,14664,0,115,15624,955,26,4,1,510,470,1,981,17,27,164,196,162,137,137,80,51,15,0,0 to 97,39,673,150,65,93,178,699,104,160,3,93,0,0,12,986,471,514,981,5,0,25326,21,26338,25347,986,12,964,799,45,,3.40272879823586,0.399426438918717
25,25,64,127,VOLUSIA,Volusia,FL,22277,198,357,1437,2422,2467,3200,4482,4131,2222,1069,292,0 to 119,57,12440,9180,657,22177,100,0,575,20492,230,1734,154,2804,19466,0,7,22170,2555,231,17,1,1440,1340,6,2786,30,77,471,510,389,406,385,297,128,104,7,0 to 102,42,1194,373,531,688,335,1516,935,413,6,243,5,0,58,2804,1350,1448,2786,18,0,41506,82,44424,41588,2804,58,1495,881,49,,5.33119702869585,0.289588880387825
26,26,15,029,DIXIE,Dixie,FL,831,21,27,70,92,137,107,139,126,71,40,1,0 to 118,52,490,324,17,831,0,0,12,706,6,102,2,80,751,0,0,831,64,16,0,0,38,41,1,80,0,3,15,6,13,11,12,9,8,3,0,6 to 91,49,60,15,0,5,1,73,6,17,0,12,0,0,4,80,41,38,80,0,0,1415,0,1495,1415,80,4,152,97,48,,2.28600352325086,0.169869356765238
27,27,35,069,LAKE,Lake,FL,16747,255,283,1090,1691,1698,2126,2682,2937,2065,679,1241,0 to 103,57,8779,6943,1025,16606,141,0,222,15706,222,802,106,1890,14813,0,44,16564,1852,19,19,0,921,937,13,1871,30,44,336,368,272,302,253,152,102,29,2,0 to 103,41,672,219,266,714,281,778,812,222,12,133,5,1,23,1890,948,929,1871,19,0,35995,120,38027,36115,1890,23,966,674,44,,3.13721776582964,0.276793966603692
28,28,38,075,LEVY,Levy,FL,1826,27,31,185,235,205,247,349,274,192,80,1,0 to 118,54,1053,756,17,1822,4,0,42,1477,16,406,9,211,1615,0,0,1822,183,25,0,3,76,131,1,208,1,3,44,43,35,26,27,19,8,5,0,3 to 99,39,89,12,91,16,100,91,17,27,0,17,0,0,1,211,133,77,208,3,0,3341,1,3555,3342,211,1,375,325,35,,3.28561267663391,0.269417839061194
29,29,60,119,SUMTER,Sumter,FL,4026,28,35,111,187,201,316,538,1462,926,137,85,0 to 119,69,1985,1851,190,3950,76,0,152,3563,164,393,65,436,3567,0,23,3927,380,52,3,1,160,269,3,432,1,10,25,22,51,62,60,125,66,14,0,4 to 92,62,296,57,16,63,32,330,70,99,1,62,0,0,17,436,271,162,432,4,0,7957,72,8473,8029,436,17,155,143,65,,2.17022236361353,0.138739000630679
30,30,59,117,SEMINOLE,Seminole,FL,19431,256,454,2027,2741,2644,2968,3072,2614,1234,555,866,0 to 119,49,10937,8353,141,19386,45,0,393,18131,246,1088,103,3430,15976,1,24,19362,3356,60,14,0,1798,1603,15,3416,49,78,847,796,503,468,313,198,100,77,1,0 to 104,34,1421,301,288,1406,435,971,2010,305,5,188,1,0,20,3430,1608,1807,3416,14,0,38544,30,42037,38574,3430,20,1109,866,33,,1.54465854506178,0.0825017178217949
31,31,48,095,ORANGE,Orange,FL,73919,1279,1703,7575,12131,11110,11419,11152,7795,3707,1399,4649,0 to 120,45,39997,33475,447,72704,1214,1,1117,70264,585,3048,430,14408,59372,0,139,72567,14036,116,250,5,6768,7251,133,14152,227,349,3255,3929,2388,1928,1313,598,306,101,13,0 to 103,33,3340,1842,2227,6743,1931,2944,9277,974,49,493,38,5,61,14407,7392,6874,14151,255,1,141444,958,156991,142402,14407,61,1802,1574,35,,2.69541534247372,0.239823210111864
32,32,9,017,CITRUS,Citrus,FL,4348,44,86,248,432,395,519,801,959,653,203,8,0 to 222,60,2422,1745,181,4341,7,0,94,3648,119,456,31,399,3946,1,2,4339,257,142,0,0,197,201,1,399,4,13,48,56,39,55,86,55,29,14,0,0 to 97,52,306,23,20,50,34,312,53,44,0,45,0,0,13,399,201,197,399,0,0,10657,6,11065,10663,399,13,1303,848,57,,2.36078129145224,0.144732057690528
33,33,27,053,HERNANDO,Hernando,FL,4311,75,74,375,580,515,632,758,606,429,263,4,0 to 102,53,2563,1725,23,4290,21,0,164,3660,66,561,51,557,3752,0,2,4288,422,128,6,1,264,286,0,550,9,15,98,112,74,85,79,55,20,10,0,0 to 92,40,385,43,35,87,82,318,150,109,2,50,2,1,6,557,288,269,550,7,0,10806,14,11379,10820,557,6,794,743,46,,1.97468349274389,0.11617688304957
34,34,52,103,PINELLAS,Pinellas,FL,43788,449,674,3382,5905,5154,6257,8027,7156,4341,2354,89,0 to 120,55,25087,18566,135,43442,346,0,2837,37812,411,7150,408,8760,34983,1,44,43397,8508,177,67,7,4657,3987,41,8685,119,279,1446,1993,1182,1166,1056,692,477,341,8,0 to 104,39,3579,1583,402,3121,573,4495,3617,996,19,764,17,2,199,8759,4031,4687,8685,74,0,97216,272,106292,97488,8759,199,803,711,41,,3.37527233690315,0.0695827304540653
35,35,61,121,SUWANNEE,Suwannee,FL,2544,77,87,237,342,311,310,387,322,243,213,15,0 to 118,52,1575,897,72,2529,15,0,74,2025,110,687,21,630,1914,0,0,2529,504,111,12,3,356,259,0,615,24,45,97,93,95,90,65,50,39,27,5,0 to 102,40,297,92,121,105,216,280,119,77,1,62,0,0,21,630,265,365,615,15,0,4006,0,4640,4006,630,21,77,73,47,,2.13933972018078,0.167912477075967
36,36,16,031,DUVAL,Duval,FL,55648,869,1278,5751,9781,8292,8400,9359,6720,3389,1682,127,-6 to 119,47,30428,24468,752,54998,650,0,999,51537,454,3217,226,9487,46093,11,57,54931,8788,578,109,12,4799,4522,45,9366,108,301,1732,2591,1658,1247,981,527,224,114,4,0 to 101,34,2496,2542,823,3505,888,4411,4067,601,22,370,11,3,68,9487,4587,4853,9366,121,0,110209,528,120399,110737,9487,68,2879,2762,39,,3.27411455760684,0.200425275865001
37,37,34,067,LAFAYETTE,Lafayette,FL,371,7,1,46,47,42,37,40,50,56,44,1,0 to 119,56,236,128,7,371,0,0,12,332,0,23,1,40,331,0,0,371,33,7,0,0,21,19,0,40,2,1,6,10,4,5,4,5,1,2,0,3 to 98,36,23,8,2,7,7,25,8,7,0,3,0,0,0,40,19,21,40,0,0,563,0,604,563,40,0,20,20,46,,1.87054630268957,0.132542672355777
38,38,23,045,GULF,Gulf,FL,663,11,15,52,62,69,112,133,123,66,20,0,0 to 94,55,382,278,3,603,60,0,32,591,1,81,15,54,608,0,1,602,45,3,6,0,21,27,0,48,0,1,16,6,8,12,7,3,0,1,0,9 to 89,41,34,10,2,2,11,35,2,9,1,3,1,0,0,54,31,23,48,6,0,1788,54,1896,1842,54,0,94,91,48,,2.48127035962968,0.137366647942991
39,39,63,125,UNION,Union,FL,1223,11,26,77,82,113,141,407,279,73,14,0,0 to 118,59,336,881,6,1223,0,0,22,1140,4,115,4,89,1133,0,1,1222,72,17,0,0,21,68,0,89,0,6,23,10,5,5,25,13,2,0,0,6 to 80,48,47,24,4,14,4,68,17,10,0,10,0,0,2,89,68,21,89,0,0,2360,0,2449,2360,89,2,136,134,61,,1.26448361855685,0.0605152419302145
40,40,4,007,BRADFORD,Bradford,FL,1521,23,30,128,200,176,225,294,190,146,103,6,0 to 118,53,947,550,24,1519,2,0,33,1397,34,190,2,95,1425,0,1,1518,49,46,0,0,64,31,0,95,1,5,12,15,14,10,8,7,12,11,0,1 to 107,45,70,21,3,1,6,86,3,16,0,13,0,0,2,95,31,64,95,0,0,2739,2,2838,2741,95,2,263,231,62,,1.60231093560507,0.0725862816422102
41,41,65,129,WAKULLA,Wakulla,FL,1322,16,32,108,150,179,222,248,218,109,39,1,0 to 102,53,752,560,10,1317,5,0,25,1201,13,224,7,90,1232,0,0,1317,67,20,2,1,54,33,0,87,1,0,23,17,15,17,7,6,3,1,0,3 to 86,36,58,22,4,3,5,79,3,16,0,8,0,0,1,90,34,56,87,3,0,2394,2,2490,2396,90,1,218,143,46,,2.72889764150517,0.147928217310253
42,42,5,009,BREVARD,Brevard,FL,21459,281,406,1539,2320,2385,2984,4630,4046,2141,579,148,0 to 119,56,12089,9268,102,21436,23,0,505,20077,107,1723,111,2591,18866,0,2,21434,2505,69,14,3,1321,1247,6,2574,34,72,564,565,390,354,318,162,78,54,0,0 to 99,36,1488,161,167,758,423,1403,748,266,3,131,3,0,19,2591,1254,1331,2574,17,0,49862,6,52469,49868,2591,19,1063,1005,42,,7.43388258345288,0.247147786992
43,43,53,105,POLK,Polk,FL,22696,531,664,2020,3193,3152,3288,3472,3200,2000,841,335,0 to 119,49,12772,9729,195,22596,100,0,656,19912,231,2356,155,5472,17203,1,20,22575,4989,462,19,2,2782,2654,15,5451,97,203,826,1091,993,802,616,410,272,161,1,0 to 103,39,2441,745,469,1796,1258,2086,2107,789,10,506,5,1,114,5472,2662,2795,5451,21,0,48485,79,54081,48564,5472,114,2007,1436,46,,3.74731907845249,0.477444147523754
44,44,49,097,OSCEOLA,Osceola,FL,15679,215,452,1335,2438,2330,2569,2520,1865,929,333,693,0 to 155,48,8667,6929,83,15586,93,0,871,13394,390,1639,220,3068,12552,2,57,15528,2963,40,63,2,1532,1459,12,3003,51,102,482,769,517,505,324,180,108,28,2,0 to 102,37,1018,178,941,866,1275,577,1151,422,9,206,7,2,29,3068,1504,1551,3003,65,0,27533,27,30680,27560,3068,29,1520,1008,44,,3.37526858197538,0.357928282021791
45,45,28,055,HIGHLANDS,Highlands,FL,4010,66,64,215,429,372,475,633,737,640,359,20,0 to 119,61,2428,1544,38,3944,66,0,90,3607,47,369,33,416,3588,0,6,3938,366,47,3,0,228,184,1,413,13,13,51,63,57,68,70,41,35,5,0,0 to 91,47,238,77,59,39,139,227,47,94,2,70,1,0,12,416,187,228,413,3,0,9504,63,9999,9567,416,12,555,441,51,,2.84124660964211,0.261466143584495
46,46,36,071,LEE,Lee,FL,31182,396,564,2709,4021,3991,4412,5055,5084,3357,1531,62,0 to 119,53,17695,13229,258,30162,1019,1,895,27033,613,3723,191,7661,23503,1,17,30145,7258,257,140,6,3912,3532,71,7515,127,232,1226,1445,1220,1153,914,610,408,319,7,0 to 101,41,3736,891,196,2692,2120,2601,2794,1135,16,649,14,4,167,7661,3614,3974,7514,146,1,56665,873,65220,57538,7661,167,3040,1434,46,,5.53875412350018,0.191375285005442
47,47,11,021,COLLIER,Collier,FL,18467,428,721,1912,2226,2352,2411,2678,2833,2153,715,38,0 to 105,51,9866,8501,100,18099,368,0,586,14740,356,3406,172,5076,13282,3,106,17990,4657,330,73,16,2468,2498,21,4987,151,269,937,853,869,716,589,344,240,108,0,0 to 101,38,2361,218,379,2029,2143,962,1882,551,20,352,11,6,85,5076,2552,2503,4987,89,0,32204,279,37583,32483,5076,85,4020,3034,40,,5.51085434088275,0.469024646004233
48,48,13,025,DADE,Dade,FL,185290,2117,3343,15666,30632,29898,33513,30809,20553,11539,6549,671,0 to 225,48,96244,87897,1149,183757,1532,1,4547,166175,2785,19784,1032,48994,136029,99,168,183492,47484,939,560,9,24069,24299,55,48423,583,1184,5659,9426,8266,8699,6864,4203,2401,1641,66,0 to 108,44,19804,5897,1776,20946,20447,7307,20669,7178,50,4146,31,15,1051,48992,24591,24327,48422,569,1,314666,962,365100,315628,48992,1051,6042,5302,47,,5.08399988470576,0.459639407492568
49,49,44,087,MONROE,Monroe,FL,4062,34,76,271,522,553,694,868,633,302,108,1,0 to 101,53,2113,1934,15,3975,87,0,1323,2149,83,887,138,380,3641,0,41,3938,340,23,13,4,163,196,4,363,4,15,36,65,59,67,51,46,25,12,0,0 to 100,47,221,12,8,122,94,145,124,63,4,23,3,0,5,380,207,169,363,17,0,6146,65,6591,6211,380,5,923,646,54,,13.2628040836788,0.235931608548315
50,50,57,113,SANTA ROSA,Santa Rosa,FL,7693,242,295,804,1039,1059,1144,1235,1064,559,242,10,0 to 119,48,4235,3423,35,7624,69,0,197,6810,99,646,98,902,6790,0,1,7623,845,49,8,0,426,462,6,894,13,19,275,162,112,133,100,49,26,13,0,0 to 98,33,686,60,23,125,32,705,157,45,0,43,1,0,9,902,465,431,894,8,0,13443,61,14409,13504,902,9,1627,1082,41,,3.552029247735,0.244558859494853
51,51,66,131,WALTON,Walton,FL,1837,53,51,139,201,243,271,323,258,162,133,3,0 to 101,53,1017,783,37,1763,74,0,61,1597,15,345,58,324,1513,0,0,1763,267,23,31,3,154,136,0,290,6,15,49,42,57,42,60,29,18,6,0,0 to 101,42,263,14,5,8,79,198,13,49,8,29,2,0,9,324,150,174,290,34,0,3651,40,4019,3691,324,9,205,150,46,,3.60138877830291,0.254870622087333
52,52,32,063,JACKSON,Jackson,FL,3178,33,46,279,544,539,546,487,320,235,143,6,0 to 105,47,1444,1645,89,3155,23,0,18,2638,19,395,35,411,2765,1,1,3153,363,39,8,1,115,287,0,402,6,10,49,91,89,75,56,24,8,3,0,0 to 93,40,188,148,21,45,31,251,120,53,2,32,0,0,2,411,291,120,402,9,0,5291,14,5726,5305,411,2,622,420,40,,2.21646510608254,0.231093280808265
53,53,67,133,WASHINGTON,Washington,FL,940,12,16,60,99,118,152,198,131,99,55,0,0 to 119,55,555,364,21,933,7,0,38,746,9,162,15,121,816,0,3,930,92,26,3,0,63,55,0,118,0,2,7,14,13,18,24,20,16,7,0,9 to 99,57,83,25,1,9,1,105,12,16,0,21,0,0,13,121,56,65,118,3,0,1825,4,1951,1829,121,13,214,156,59,,2.37953061790718,0.14998158443965
54,54,45,089,NASSAU,Nassau,FL,3545,47,59,302,372,427,486,666,621,387,174,4,0 to 103,56,1915,1441,189,3431,114,0,101,3198,28,235,51,326,3209,0,10,3421,290,22,11,2,153,159,0,312,3,7,76,50,62,43,40,30,8,6,0,0 to 93,40,193,32,15,72,17,215,80,49,1,24,0,0,1,325,162,163,312,13,0,7795,101,8227,7896,325,1,462,456,43,,3.75942130773243,0.154419685909309
55,55,22,043,GLADES,Glades,FL,360,8,15,49,72,73,44,34,32,26,6,1,1 to 90,39,173,185,2,360,0,0,36,205,3,170,0,188,172,0,0,360,186,2,0,0,72,115,1,188,4,4,32,50,50,26,14,5,2,1,0,1 to 89,36,128,25,8,27,99,60,29,25,0,17,0,0,1,188,115,72,188,0,0,528,0,717,528,188,1,172,113,37,,2.27684336624256,0.231957009552348
56,56,8,015,CHARLOTTE,Charlotte,FL,5875,68,56,304,498,574,811,1121,1109,765,563,6,0 to 119,60,3425,2383,67,5856,19,0,244,5133,62,769,28,935,4933,1,6,5849,764,168,2,1,517,409,6,932,12,12,81,96,85,116,165,137,111,120,0,0 to 101,59,700,69,17,146,62,682,188,134,1,153,1,0,77,935,411,518,932,3,0,12697,16,13653,12713,935,77,123,104,63,,3.83218059315228,0.165856243943894
